Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Adadelta,22,2,22,1,41,28,0.006000581939596902,54
Nadam,31,2,25,1,63,25,0.0033574122784338777,68
Nadam,22,2,24,1,55,22,0.008941324759629615,85
Nadam,28,2,18,2,42,23,0.0019226948418079885,48
Adagrad,17,1,19,2,56,25,0.004077418059564241,44
Adam,22,2,24,1,46,30,0.004405568387083085,124
AdamW,28,1,26,2,35,28,0.003485966258004032,97
Adadelta,29,1,29,2,56,24,0.001098113783541087,127
Adadelta,21,1,31,2,43,26,0.0080286771764551,32
RMSprop,17,2,23,2,49,28,0.008129568634265708,92
Adagrad,24,2,29,2,59,22,0.005081435317973756,68
Nadam,17,1,30,2,63,29,0.00011417218731347527,82
Adadelta,28,2,19,2,41,18,0.007858034232807993,116
Adadelta,26,2,21,1,40,29,0.004202149115020004,33
Adagrad,17,1,22,2,44,16,0.003595318060891092,73
AdamW,18,1,28,2,47,28,0.0005204799239032648,52
RMSprop,29,2,26,2,40,19,0.005958067029296448,95
Adam,18,2,30,2,40,31,0.009699295007871088,63
Adagrad,26,2,25,2,52,16,0.0025306685897573907,94
Adagrad,25,2,21,2,57,28,0.0018027149942347496,38
SGD,23,2,24,1,35,16,0.0029596332598935625,38
SGD,22,1,27,1,45,27,0.005612446965164812,40
Adagrad,21,2,16,1,40,30,0.008453459861893017,119
Adagrad,31,1,16,2,45,16,0.006869441843576104,98
Adamax,18,2,28,2,54,21,0.001459814503547649,121
Adam,23,1,21,1,41,20,0.0023088193392249937,37
AdamW,27,1,25,1,50,17,0.0032139227516113167,54
Nadam,29,2,22,1,43,27,0.006126595509210939,56
AdamW,18,1,24,2,43,16,0.009524444063018632,86
Adam,23,2,17,1,37,17,0.0017800757614475683,77
Adamax,18,1,28,1,41,24,0.009630636490875961,89
Nadam,21,2,18,2,37,21,0.00891426574645783,102
SGD,26,1,31,2,41,31,0.008687417992305496,74
RMSprop,23,1,17,1,58,23,0.0005645592942904053,94
Adam,28,1,21,1,55,24,0.0009462128569764169,34
Adamax,28,1,25,2,48,18,0.005224406051977516,41
SGD,20,2,17,1,38,20,0.007928048460154415,65
SGD,20,2,19,1,45,28,0.005114536961592949,54
Nadam,22,1,19,2,61,20,0.004958072603549446,92
AdamW,30,2,16,2,51,20,0.005432208085457466,101
SGD,21,1,16,1,34,21,0.002054261572564399,64
Adagrad,21,2,24,2,39,19,0.008768190706611669,46
SGD,26,2,21,1,44,22,0.008303067294568176,126
Adam,18,2,25,1,48,23,0.005486521394438476,38
AdamW,27,2,26,2,52,24,0.009982588444536132,108
RMSprop,27,2,16,2,59,27,0.007767046727469796,112
Adagrad,16,1,21,2,49,26,0.006070069481161583,113
Adamax,30,2,30,2,32,18,0.0019000205404816198,121
Adagrad,24,2,29,2,39,17,0.009324930145716306,39
AdamW,21,1,22,1,46,31,0.0016667223791724133,70
Adamax,21,1,20,2,33,29,0.00897570371395193,48
Adadelta,19,1,26,2,61,24,0.0031632126148902866,63
Adagrad,20,1,21,2,60,25,0.0025335786604322582,73
AdamW,18,2,24,2,36,24,0.0028942870103963094,49
SGD,31,1,26,2,58,16,0.007819724311898254,110
RMSprop,27,2,17,2,56,19,0.0071520593435799714,76
Adagrad,30,2,20,1,46,18,0.007918966326164137,59
RMSprop,30,2,24,2,58,27,0.0024234183348671606,55
AdamW,16,1,30,2,60,27,0.0006205036611981611,71
Adagrad,26,1,16,2,38,25,0.007293152239574434,59
Adadelta,19,2,28,1,37,24,0.009848663969033573,103
Adadelta,19,1,16,1,55,17,0.005304832306902022,117
AdamW,26,2,20,2,34,19,0.0050894194839294655,120
Adamax,20,1,17,1,39,30,0.005125548913087549,38
AdamW,23,2,21,1,50,22,0.0002757200904321169,99
AdamW,30,1,30,2,52,25,0.00028133030470597735,33
Adadelta,16,1,19,2,50,30,0.004610887773239099,34
RMSprop,28,2,26,1,58,20,0.005572774347214242,58
Adadelta,22,1,28,1,42,28,0.009190331888257769,35
AdamW,18,2,23,2,38,17,0.0036041572084789847,91
AdamW,29,1,28,1,42,21,0.002394647922105539,46
RMSprop,31,1,30,1,46,24,0.004413619821695594,90
Adamax,22,2,27,2,61,16,0.005097636398418354,54
AdamW,27,2,18,1,43,18,0.0024774482608897357,74
Nadam,21,1,17,1,36,25,0.0008237612560480137,52
Adamax,17,2,28,2,33,23,0.005848251259506129,56
Nadam,28,1,31,2,57,27,0.0016890071875145275,77
Adamax,27,2,27,2,59,19,0.008851273743343872,67
Adadelta,22,2,21,1,41,29,0.007565454913249885,70
Nadam,28,1,24,2,57,23,0.0006099149669581831,110
Adadelta,28,1,25,1,42,24,0.009019210193929188,119
SGD,28,1,30,1,51,22,0.007264689753757034,119
Adadelta,25,1,26,2,38,21,0.005417906512085055,60
Nadam,26,2,17,1,62,29,0.0026825183094891726,52
Nadam,23,2,22,2,33,28,0.007124613428448757,67
AdamW,19,1,30,2,48,25,0.004976753925832471,89
Adagrad,24,1,27,1,53,29,0.008640972009072325,49
RMSprop,24,2,28,1,36,21,0.00974569000612802,59
Adamax,28,1,31,1,40,20,0.0023970404657532177,110
Adam,21,2,31,1,51,22,0.009072963823009187,117
AdamW,27,1,30,2,51,31,0.0021520111175465898,78
Adadelta,20,1,31,2,60,19,0.008389347865623713,56
Adam,18,2,28,1,40,18,0.009135577069607513,32
RMSprop,23,1,24,2,51,30,0.004506091990910377,81
Adagrad,23,2,18,1,37,19,0.007849797422525697,99
Nadam,28,2,22,1,41,19,0.008103459943794702,93
Adagrad,22,2,28,1,51,16,0.008723574142708452,60
RMSprop,26,2,28,2,37,22,0.0010098325516131456,67
SGD,20,1,20,1,35,18,0.0069623954463495724,112
Adam,29,2,16,1,37,19,0.0031571080657829074,63
AdamW,29,1,30,2,35,18,0.00836584931424282,125
AdamW,24,1,30,2,45,23,0.0035684025676341108,96
Adadelta,18,1,21,1,42,18,0.009256794539140177,110
Adagrad,19,2,20,1,57,29,0.007386791883437405,105
Adadelta,28,1,27,1,59,16,0.008474586886486694,40
