Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Nadam,21,2,31,2,62,24,0.0017130878491529021,69
Adamax,22,1,17,2,52,24,0.003837892063950108,52
RMSprop,22,2,22,1,55,30,0.005188470911163505,53
AdamW,23,2,26,2,41,26,0.00821828145154426,113
Adadelta,21,1,24,2,49,20,0.005253539068771741,121
Adadelta,23,2,29,1,43,25,0.006795610992430644,95
Adagrad,28,2,28,1,49,24,0.0026221086030693164,81
Nadam,16,2,27,1,34,18,0.0041355131014566,117
RMSprop,25,1,29,1,52,26,0.009877734290760129,117
Nadam,26,1,20,2,54,18,0.0056863326678465165,33
Adadelta,29,2,25,2,33,16,0.007381184295263989,88
Adagrad,28,1,27,1,49,24,0.006309184560891544,59
Adadelta,19,2,17,1,43,31,0.00031358152952893253,76
SGD,23,1,30,2,55,16,0.007043310628292827,46
Adagrad,27,1,31,2,45,16,0.0007779735409615666,33
Nadam,21,1,20,2,52,21,0.00013529756157254415,101
Nadam,28,2,28,1,32,26,0.0013930663719773563,33
AdamW,19,2,30,1,56,23,0.006950806724939135,59
Adamax,23,2,18,2,60,16,0.007542438174062504,84
RMSprop,26,1,28,1,53,30,0.008525916102143311,117
Adam,18,2,18,2,45,29,0.00458405982985168,76
RMSprop,29,2,18,2,55,17,0.0015402885259207316,110
AdamW,25,2,29,1,33,31,0.00821993923020052,48
Adagrad,28,1,16,1,51,29,0.00258511765768244,92
Nadam,23,1,20,1,59,19,0.00391398448552799,38
Nadam,29,2,24,1,37,20,0.007389615351871203,65
Adamax,25,1,28,1,32,16,0.008730053135002722,91
AdamW,20,1,18,2,43,18,0.007554193915969794,121
Adadelta,24,1,16,2,40,27,0.004105857012528412,71
Adamax,27,2,28,1,51,27,0.0020498809328631288,121
Adagrad,18,2,18,1,47,18,0.003802872849949111,80
SGD,29,2,19,1,58,19,0.009842972859574401,94
Adamax,30,2,16,1,43,26,0.0065417374921868075,111
SGD,17,1,18,1,62,30,0.008448709990367816,121
AdamW,19,1,16,1,47,19,0.0005949642079636587,40
SGD,27,1,27,1,43,20,0.008763207046867474,65
RMSprop,18,1,25,1,38,28,0.00046472575570159286,108
Adadelta,18,1,31,1,42,25,0.007744258673098513,67
SGD,21,1,19,1,53,23,0.004402648744985199,94
SGD,26,2,21,2,32,27,0.0007035101560536589,100
AdamW,23,1,24,1,37,24,0.0016125819001014208,57
Adamax,20,2,21,1,38,17,0.006926780331198227,69
Nadam,17,2,19,2,40,16,0.00465089704171088,113
Nadam,18,1,29,1,62,19,0.00050345885348451,96
RMSprop,24,2,26,1,38,25,0.005241034833917419,120
Adam,25,2,28,2,55,30,0.0044732094042790405,123
Nadam,24,2,23,2,48,16,0.0036117959939543686,61
SGD,26,1,24,1,32,18,0.008060924743016295,86
Nadam,18,1,31,1,43,28,0.0016210039928193087,98
RMSprop,23,2,21,2,35,24,0.005319121552201484,106
AdamW,23,1,22,2,53,28,0.008445739222576852,112
RMSprop,16,1,24,1,34,17,0.0037933950892826084,48
Adagrad,27,2,17,1,46,19,0.004860877560852232,115
Adagrad,20,2,29,2,59,24,0.002092450757929174,116
Nadam,22,1,27,2,38,26,0.004383494594112827,93
Adamax,16,2,21,2,58,29,0.007234285880365366,40
RMSprop,29,1,16,2,44,30,0.004932887360407884,96
SGD,30,2,17,1,48,20,0.008060187667774818,62
RMSprop,31,1,19,1,61,30,0.000894002865170723,89
RMSprop,25,1,28,1,33,22,0.00397138559561446,105
Adadelta,23,1,16,2,48,21,0.0008150312799375995,63
SGD,17,2,21,1,47,23,0.008792801455861818,99
RMSprop,22,2,26,2,41,29,0.009369320641062396,84
Adadelta,18,2,30,1,40,31,0.003414601187599156,106
Adam,30,1,16,2,51,22,0.0006780661054755501,52
SGD,28,1,17,1,52,23,0.0023840023633019667,82
SGD,18,1,29,2,58,19,0.004031815416442825,78
RMSprop,31,1,29,1,34,22,0.0018110514465373537,40
Adagrad,21,1,23,2,48,28,0.004477056728329125,44
AdamW,22,2,17,2,46,23,0.004761750096295712,48
Adagrad,30,1,24,1,47,26,0.0061801136738027975,74
Nadam,28,2,30,1,53,19,0.008239445125678639,32
RMSprop,19,2,19,2,55,31,0.002511612180475283,83
RMSprop,22,2,30,2,35,21,0.0038980493844049534,62
Adadelta,25,2,20,2,63,29,0.002519860218966252,104
Adam,21,1,17,1,48,23,0.005026254878589293,69
Nadam,23,2,16,2,48,18,0.0027906498984563537,105
Adagrad,16,1,21,2,54,25,0.009359369599460435,77
Adagrad,26,1,19,1,51,23,0.00817304631044446,86
Adadelta,27,1,27,2,35,16,0.009112143571547115,78
Adam,24,2,16,2,62,25,0.005548097296535899,33
RMSprop,25,1,19,2,53,27,0.0038760988904428056,59
Nadam,22,2,24,2,61,16,0.007385646274696812,107
Nadam,23,2,30,1,39,19,0.002156565557981642,124
RMSprop,26,2,26,2,42,28,0.002619352147196933,80
Nadam,29,2,16,1,45,25,0.007829105991697182,42
Adadelta,25,2,21,1,37,25,0.002784907189279564,75
AdamW,29,1,27,1,46,29,0.004673550108124398,41
AdamW,30,1,27,1,50,31,0.0075345156936647475,80
Adagrad,27,1,27,1,43,19,0.00029039759002584515,57
Adagrad,17,2,24,2,50,29,0.009913084022796453,64
AdamW,24,1,22,1,55,22,0.008840286178080789,106
Adamax,19,2,18,2,62,23,0.006509507516691708,76
RMSprop,28,2,24,1,36,29,0.0064095423099664725,51
Nadam,18,2,31,2,55,28,0.00394944775078023,47
AdamW,23,1,20,1,37,18,0.0030475516495168044,119
Adamax,17,1,17,1,63,27,0.00314282131327034,111
Adamax,20,2,20,1,33,20,0.007749907620857639,103
Nadam,25,1,19,2,32,18,0.005093416253524565,121
RMSprop,22,2,25,1,37,21,0.0020195902710481266,51
Adam,29,1,31,2,55,30,0.004692038743393984,57
RMSprop,25,1,17,2,36,29,0.0008315577008689234,74
AdamW,23,2,26,2,35,29,0.005158335138583433,86
Adam,19,1,29,1,59,19,0.0008680834920035676,121
AdamW,27,1,30,2,55,20,0.004816672274579706,95
RMSprop,18,1,22,2,57,26,0.004840149475973287,81
RMSprop,21,2,26,1,61,23,0.009171642171223833,77
AdamW,16,1,29,1,36,31,0.0034218823035083346,53
Adadelta,31,2,16,1,36,19,0.00858599561532116,77
Adam,22,2,16,1,33,19,0.0009574775599345618,59
Adam,24,2,31,2,46,22,0.007899443974667634,68
AdamW,28,2,22,2,45,30,0.0012223114991011716,106
Adagrad,31,2,25,1,51,31,0.006034068759441657,52
RMSprop,16,1,22,1,32,20,0.009103320074745399,103
Adadelta,26,1,23,2,56,30,0.004739242737321554,108
Nadam,26,2,23,1,49,16,0.004839175020498932,82
Adagrad,26,1,21,1,61,24,0.008250315191480777,121
Adagrad,19,1,22,2,55,17,0.006754031471646183,39
Adagrad,23,1,31,2,34,20,0.0068198780622158745,33
Adadelta,21,2,27,1,63,22,0.0021294227245919916,43
Adam,29,1,20,1,59,21,0.006522691178227907,126
Adamax,17,2,16,2,63,26,0.00817085150729499,68
Adadelta,25,2,16,2,38,26,0.007590309377292389,48
Nadam,27,2,24,2,47,18,0.006753274502594675,45
AdamW,30,1,26,2,36,29,0.0032635504492039454,39
Adadelta,24,1,17,2,38,31,0.004973447034775987,90
Adagrad,28,1,18,1,46,19,0.008450078609350901,74
Adadelta,25,1,27,1,35,20,0.0071261176223190075,82
Nadam,21,1,20,1,56,23,0.0015072484696750372,32
RMSprop,24,1,23,1,47,22,0.004741424027963747,71
Adadelta,28,2,22,1,50,24,0.007527495253952405,66
Adadelta,30,1,31,2,60,25,0.0003027555897649444,86
Adadelta,30,2,28,1,49,19,0.009284007357514988,115
Adamax,27,1,28,1,37,24,0.006971363223115239,53
Nadam,21,1,27,1,46,20,0.008654237987831381,50
SGD,19,1,21,1,45,23,0.008856651722503486,114
RMSprop,20,2,21,1,44,20,0.009855431050091014,102
Nadam,21,1,25,1,60,30,0.006019539091931229,120
Nadam,26,2,21,2,35,23,0.009192239635113375,85
Adam,16,1,31,1,44,25,0.0006631269493765425,95
Adam,20,2,27,1,32,31,0.008429119059853675,118
AdamW,17,1,24,1,44,17,0.001419665021195024,104
Adagrad,28,1,19,1,43,21,0.003832031001199837,32
Nadam,22,1,24,1,32,24,0.0009711574409487439,117
Adadelta,29,2,17,2,37,21,0.004899075140224952,50
Nadam,24,1,24,2,33,23,0.0061968786286789946,50
Adamax,18,2,18,1,47,31,0.009129645055611531,39
RMSprop,26,2,17,2,32,26,0.0024827616659214313,100
Adagrad,21,2,28,2,47,24,0.007997570162310867,100
Adadelta,23,1,31,2,57,18,0.006540211247713116,61
SGD,27,1,25,2,48,20,0.006102005422876288,48
AdamW,21,2,18,1,47,22,0.005348167519035689,70
AdamW,27,1,29,1,47,30,0.005132646868057882,37
Adadelta,31,2,31,2,42,25,0.0023410004608564795,80
AdamW,29,2,19,2,35,23,0.006259275526713663,67
Adamax,31,1,18,2,37,18,0.0008434451623937927,69
RMSprop,21,2,18,1,53,30,0.007529057562942712,79
Adamax,18,2,20,2,45,28,0.007315974361177633,36
Adam,19,2,18,1,62,25,0.0008758842744438055,36
Adagrad,24,2,25,1,60,28,0.0035588000502209363,60
Nadam,20,1,24,1,53,17,0.008902804056727259,36
SGD,17,1,26,1,40,19,0.002017009153069731,64
SGD,18,1,30,2,62,23,0.00485586435950973,96
SGD,26,1,29,2,48,26,0.008098258048057347,118
RMSprop,18,1,31,1,34,24,0.003407438642502082,55
Adam,30,2,17,1,62,22,0.009581085940622576,117
AdamW,23,1,16,2,37,26,0.0010666518326789818,48
SGD,16,1,24,1,39,19,0.004647048935120466,66
SGD,28,2,16,1,39,25,0.009687316160943248,76
Adamax,17,2,17,2,32,28,0.0021991532164991,121
Nadam,23,1,20,1,51,25,0.009560798818893178,58
Adadelta,18,1,18,1,61,20,0.006385498351183969,90
RMSprop,21,2,27,1,52,18,0.007222001052330825,51
SGD,20,1,25,2,35,19,0.00214757500185284,123
RMSprop,26,1,23,2,32,20,0.006517282123782695,71
SGD,16,1,24,1,50,22,0.005720243993431825,110
AdamW,27,2,31,2,47,31,0.0031917328400648264,104
Adam,16,2,22,1,47,21,0.002903097814294911,124
Adadelta,20,2,16,1,62,31,0.006422925006183716,117
Adam,18,1,25,2,44,18,0.009343370722058441,85
Nadam,18,1,27,2,62,20,0.0011155862631036795,68
Adagrad,24,1,28,2,58,27,0.002053240915490118,106
Adagrad,18,1,21,2,59,18,0.0038459788812528774,55
Nadam,30,2,29,1,49,22,0.0013933200059983606,107
Adagrad,19,1,28,1,48,18,0.007760279588881115,104
Adadelta,21,1,24,2,42,22,0.002154659572437585,49
Adamax,22,1,17,2,60,23,0.009273321174328667,94
Adadelta,25,2,22,2,50,27,0.0009750930091141618,81
Adamax,27,2,17,2,59,26,0.004065614913914652,57
Adam,28,1,21,2,47,27,0.007307367303473725,91
Adagrad,19,2,16,1,38,27,0.006669507047788307,94
Adamax,25,1,25,1,37,17,0.0006457704301813361,70
AdamW,31,1,27,2,47,16,0.006598189804355195,53
Nadam,24,2,18,1,52,26,0.00161967049784026,124
AdamW,18,2,29,1,35,18,0.009739416650804238,47
SGD,28,1,31,2,57,30,0.0033505468406320495,50
RMSprop,23,1,25,1,48,16,0.0018559211982157335,71
Adagrad,31,2,25,1,42,29,0.009700847716522052,47
Adam,31,1,16,1,33,28,0.008919112813066987,86
Adam,16,2,31,1,61,25,0.0011579543228811822,70
AdamW,24,2,21,2,53,27,0.007265489681257657,36
Adam,27,2,16,1,40,25,0.002731936736118614,34
Adam,20,1,20,2,45,23,0.0023502322286249764,53
Adadelta,25,1,21,2,32,26,0.0063820154455784,102
SGD,22,1,31,2,32,27,0.00877025192892435,51
SGD,26,2,26,1,32,18,0.0027412810181767847,93
Adagrad,21,1,18,1,48,30,0.00776715653719041,92
Nadam,26,1,22,1,35,24,0.0006636535567567094,76
Nadam,19,2,31,2,59,22,0.008812995007171021,68
Adamax,22,2,18,2,55,22,0.00290152492482194,81
AdamW,24,2,27,1,61,23,0.009761563182757614,95
Adamax,23,1,30,2,43,25,0.007805750965428423,37
RMSprop,24,2,30,2,54,18,0.002313987502328714,79
SGD,31,2,26,1,63,30,0.009363274005092792,78
Adadelta,21,1,20,1,53,29,0.004725219853123848,121
Adagrad,23,2,20,2,53,25,0.006809531586978305,91
Adagrad,25,1,16,2,51,26,0.0006107544397571413,95
Adagrad,22,1,16,2,48,23,0.005335691878449782,124
Adamax,17,2,26,2,61,27,0.007458851342590888,82
Nadam,25,1,25,1,37,16,0.0024539990532622953,127
Adagrad,24,2,28,2,53,20,0.0018430061523390029,88
RMSprop,29,2,18,1,47,27,0.009004804270318988,87
Adadelta,28,2,25,2,63,24,0.007812879771543605,89
Adam,16,1,16,2,54,24,0.00232944665310409,35
Adamax,31,2,16,2,39,23,0.004491489510174267,109
Nadam,17,2,28,2,32,23,0.009906833509133944,96
Adagrad,24,1,17,1,58,25,0.009391757765338862,109
Nadam,28,1,16,1,34,16,0.006496051022483264,120
AdamW,25,2,24,2,62,17,0.004682746362424513,48
RMSprop,25,2,16,1,45,28,0.006339632419986967,50
Adagrad,29,1,21,2,36,18,0.0019110601005738082,79
Adadelta,27,2,22,1,43,19,0.0014531326327829118,57
AdamW,19,2,17,1,33,30,0.005258096156949686,127
Nadam,17,2,24,1,50,24,0.003332671441461273,82
AdamW,26,2,27,1,46,24,0.002619918579470585,84
Nadam,25,1,25,1,44,21,0.005291783929839188,72
Adamax,27,1,17,1,46,30,0.0056681095884932985,88
Adadelta,21,1,28,1,32,24,0.007481496420943252,101
AdamW,23,2,20,1,44,27,0.004336801253625427,77
Adagrad,19,2,19,2,53,31,0.0002755889871068555,120
Adamax,31,2,27,2,62,22,0.0019902903107429024,67
SGD,23,1,17,1,42,18,0.005914256144338695,98
Adagrad,22,1,23,2,41,24,0.004587085621888722,96
Adam,29,1,20,1,59,25,0.00790390346093199,53
Adam,30,2,23,2,57,24,0.00547072238660538,103
AdamW,28,1,29,1,39,26,0.0037677954018510355,35
RMSprop,22,2,27,1,63,29,0.004436217246090284,85
AdamW,17,1,29,2,50,20,0.006692647588607551,36
Nadam,24,2,30,1,57,21,0.004389298303030917,60
AdamW,25,1,25,2,32,20,0.002483303344569425,127
AdamW,19,2,24,2,47,21,0.008033531490523452,81
Adam,28,2,30,1,54,21,0.00538131462861976,68
AdamW,18,2,23,1,41,29,0.005733636111246686,76
Adam,20,1,25,1,37,20,0.003454217659094427,119
Nadam,26,1,28,1,37,16,0.009083815631746943,122
Adadelta,21,2,25,1,35,30,0.00794566598116656,40
Adadelta,25,1,27,1,32,16,0.0024912341715053223,114
Adamax,18,2,27,1,63,28,0.005524542056831829,58
SGD,28,2,24,1,56,17,0.003851231642529557,108
Adadelta,26,2,21,2,39,30,0.0010784201606170015,73
AdamW,19,2,20,1,58,18,0.0027159237770294506,84
RMSprop,22,2,23,2,56,27,0.005336179853173356,32
AdamW,28,1,19,1,37,25,0.007512679932261567,33
Adadelta,19,2,24,1,60,18,0.008832234879571108,93
SGD,17,2,24,2,46,31,0.0010135232646239925,96
SGD,29,2,20,2,48,19,0.0033906104490419005,119
AdamW,20,2,23,1,32,25,0.007167613067069617,127
Nadam,16,1,16,2,57,20,0.004373320197988511,56
Adagrad,23,2,23,2,37,16,0.0048223305847301615,126
RMSprop,22,1,16,2,35,20,0.004110679691461474,86
SGD,22,1,17,1,43,25,0.004091847813023929,92
Adadelta,21,2,26,1,63,17,0.009180273078009189,100
RMSprop,19,1,28,2,49,26,0.002321196476110354,78
RMSprop,28,1,23,1,43,25,0.007539167065157037,112
SGD,28,2,18,1,35,29,0.0030817759175895297,37
RMSprop,17,1,26,1,41,18,0.0019363683943072858,59
Adam,17,2,21,1,37,18,0.0010040034006395145,70
AdamW,27,2,28,2,52,30,0.002964055924314824,77
Adagrad,21,2,27,2,44,18,0.00819918325842993,49
AdamW,31,2,23,2,32,20,0.005153663123409593,104
Adagrad,20,1,19,1,58,23,0.008953506441133489,42
Nadam,28,1,26,2,41,25,0.005562422439103144,73
Adagrad,31,2,20,1,46,30,0.0014544603775573013,37
Adadelta,16,2,31,2,34,20,0.009805395708012173,84
Adam,24,2,27,2,33,16,0.004370564601179764,113
Adagrad,19,1,17,1,60,27,0.0011699053579424987,112
