Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Adadelta,31,1,20,2,59,24,0.0012141820365743682,65
Adam,22,2,22,2,34,29,0.005911164333851565,94
SGD,26,1,27,1,62,27,0.0018276034661224537,65
SGD,26,1,20,2,50,31,0.009703321814591215,115
RMSprop,23,1,17,1,36,19,0.0034926025075618264,123
SGD,20,2,29,1,41,30,0.003177270880006695,37
Adadelta,22,2,24,2,44,18,0.006499047708160554,40
Adagrad,25,1,25,1,37,22,0.002212246015935235,81
Adadelta,28,1,31,1,52,30,0.009046024400058108,78
Nadam,22,2,21,2,34,29,0.005899295145427275,67
Adadelta,22,2,17,1,49,21,0.00967137360330822,52
Adamax,22,1,18,2,51,24,0.008219000971516215,87
Nadam,17,2,23,2,44,26,0.0038925800577169667,35
SGD,29,1,28,1,54,22,0.0009667900641516662,85
RMSprop,26,1,20,2,36,22,0.00842122750531384,118
AdamW,26,1,27,1,45,25,0.005372615312590723,118
SGD,18,2,19,1,33,26,0.0074258026925696,86
Adagrad,21,1,27,2,45,19,0.009433718872343358,69
Nadam,24,1,23,2,61,22,0.009784035505721288,98
RMSprop,29,1,17,1,50,16,0.004672982420037908,72
AdamW,29,1,28,1,35,26,0.008782291103731162,126
Adamax,16,2,28,1,45,23,0.006326004716652881,98
AdamW,17,1,30,2,33,28,0.0003130412963995127,102
Adadelta,23,1,31,2,59,17,0.0077640886135774525,56
AdamW,29,2,17,2,48,27,0.0019599092833134032,55
SGD,20,1,19,1,36,21,0.003066817403704813,64
Nadam,27,1,25,2,32,28,0.00961395631673885,71
RMSprop,28,1,28,1,36,29,0.0064954779927610135,56
Adam,29,1,20,1,43,20,0.004870588287331271,68
Nadam,25,1,30,2,62,31,0.00998651105524493,90
AdamW,18,2,24,2,61,30,0.002515317761122413,112
AdamW,17,1,28,1,54,25,0.0062151445657755685,84
Adagrad,25,2,30,2,57,17,0.0006683155556341225,43
Adadelta,23,1,24,2,55,24,0.004109483838426086,104
Adadelta,25,2,22,2,33,27,0.009265751765989887,68
Adagrad,28,2,22,2,62,22,0.006581722849826556,70
RMSprop,27,1,18,1,54,23,0.005296117775502803,57
Adam,26,2,25,2,33,16,0.005696634056819532,71
RMSprop,18,2,30,2,45,17,0.0018966932997783043,94
Adadelta,18,1,27,2,46,22,0.004086315092681845,34
SGD,16,2,24,2,48,25,0.0073690675192426705,66
Adamax,27,2,21,1,35,17,0.002274536587676467,122
Adadelta,19,1,25,1,48,17,0.007708631904016292,32
Adamax,31,1,22,1,46,23,0.004279842487697243,125
SGD,27,1,31,1,55,17,0.006984491846408874,42
Adamax,29,2,19,2,59,26,0.0054545261938733595,66
SGD,30,1,27,1,49,30,0.004654510519122014,41
AdamW,23,2,17,1,41,23,0.008366451513695696,39
Nadam,18,2,18,2,48,19,0.008132510134919719,59
RMSprop,23,2,28,2,33,18,0.008972570230921583,55
Adam,28,1,25,1,35,30,0.004531781882007895,98
Adam,22,2,29,2,60,26,0.009815338846970587,90
Adam,29,1,17,2,37,31,0.0068514084457084075,110
Adam,29,2,25,1,49,23,0.0074387243611774,54
Nadam,31,2,21,1,48,17,0.008050101236314383,76
Adadelta,18,2,27,2,52,30,0.006968276812877217,90
Adagrad,20,1,19,1,40,29,0.009903224186403634,68
RMSprop,24,2,29,2,43,24,0.0010033900465823632,101
Adam,28,2,25,2,59,24,0.003763235056017131,67
Adam,25,1,31,2,48,16,0.005148269414729693,56
Adamax,26,1,16,2,45,21,0.0032200944234357406,125
AdamW,19,1,26,2,47,29,0.002330841138541205,67
AdamW,27,1,28,1,43,31,0.007430272557244334,98
Adamax,23,1,31,2,41,20,0.005069219291089765,90
Adamax,26,2,24,2,37,17,0.00530781905873343,93
Adagrad,19,2,28,1,62,25,0.0039009520155259244,86
RMSprop,20,2,18,2,54,19,0.0021088329086959897,121
Nadam,24,1,18,1,41,31,0.0037622377866330737,62
Adadelta,30,1,28,1,49,31,0.002166838824971417,84
Adagrad,16,2,16,1,39,29,0.005802250904616462,95
SGD,24,1,22,2,60,31,0.00506545427821208,34
Adam,29,1,17,2,33,23,0.0018511436143018951,113
Adamax,21,2,29,1,38,26,0.002399111987755395,64
Adamax,16,2,16,1,61,22,0.0009776276999607816,89
AdamW,24,2,31,1,36,31,0.008353048442340048,70
RMSprop,21,1,23,2,60,22,0.006013087554950151,76
SGD,19,1,20,2,54,30,0.0026221549954964637,126
Adamax,26,1,21,1,39,27,0.003609421285284518,62
Adamax,25,1,16,2,45,29,0.00276939151717422,111
Adam,23,2,16,1,42,24,0.005685625486347484,124
Adamax,16,2,17,1,41,25,0.002801622273107443,112
SGD,19,2,21,2,33,16,0.007471202643283752,40
Adamax,24,1,24,1,43,20,0.00224740042157913,76
AdamW,25,2,19,2,45,27,0.009249113044500164,79
Adamax,25,2,20,1,56,24,0.0003846225004744749,38
RMSprop,31,1,22,1,34,17,0.0003721451695571714,110
RMSprop,25,2,29,2,58,18,0.00392462135730036,71
Adamax,17,1,26,2,46,29,0.006394485892823432,58
Adadelta,31,1,29,1,47,22,0.002899016005841786,93
AdamW,29,1,20,2,39,16,0.004420733628597205,83
Adamax,28,2,19,2,50,23,0.007278026847388877,77
SGD,27,2,17,2,55,29,0.0053590346073534014,44
RMSprop,16,1,23,1,50,18,0.0031578141458914652,108
Nadam,17,2,21,1,50,18,0.002466435409956194,117
Adamax,19,1,16,1,33,25,0.007266984615258508,94
Adadelta,22,1,16,2,63,28,0.0007358558763830581,87
RMSprop,25,2,22,2,51,19,0.00928405500129336,67
RMSprop,29,2,17,1,49,22,0.004990971017409988,122
Adagrad,22,2,17,1,61,25,0.0016563301709302059,126
Adadelta,22,2,21,1,46,26,0.002248650899131525,90
Adamax,29,1,19,1,44,18,0.00718666507820475,84
Adam,29,1,26,2,57,19,0.004773665572198569,125
Adadelta,26,2,27,1,59,19,0.005619052999017544,88
RMSprop,29,1,19,2,53,26,0.00985613565784637,112
RMSprop,27,2,27,1,55,21,0.0028211600071126274,80
Adadelta,26,1,31,1,60,16,0.003338119843578534,57
Nadam,18,1,20,2,44,21,0.0092833711458234,66
Nadam,27,2,19,1,36,28,0.0004090263981892361,47
Adagrad,29,2,25,1,38,24,0.003365102420505678,102
RMSprop,27,1,25,1,61,29,0.000991410482788185,126
Adagrad,25,1,24,2,54,17,0.0005058924803799861,100
Adamax,30,2,24,2,48,25,0.00282183523580571,127
Adam,23,2,16,1,41,21,0.0071777741315482355,69
Adadelta,21,2,22,2,43,31,0.0019084211839078815,79
RMSprop,26,2,27,2,46,16,0.009520890722301332,76
Adagrad,20,2,16,2,35,27,0.0021495430780974468,54
SGD,20,1,30,2,62,19,0.0075825249457234,122
AdamW,21,2,31,1,44,30,0.0021677395901588715,123
AdamW,23,1,27,1,59,27,0.004522110676395582,49
Adam,28,2,24,2,35,28,0.0055329626583227026,85
Adam,17,1,23,2,56,26,0.0023939365836757615,49
Adagrad,17,2,19,2,54,23,0.007222464400406489,76
SGD,27,1,19,1,45,21,0.004306081692524523,33
Adagrad,25,1,19,1,60,26,0.009958405687869064,121
Adam,21,2,17,2,35,20,0.0050415500890349215,33
AdamW,27,1,27,2,63,17,0.006464964575066706,69
Adadelta,31,2,31,2,51,22,0.004372212133432265,56
Nadam,22,2,20,2,47,21,0.0029729672494251034,102
SGD,18,2,29,1,39,30,0.005788453523505452,109
Nadam,25,1,20,2,34,30,0.006750269577070569,32
Adamax,22,2,20,1,59,22,0.008668540405586202,107
Adam,21,2,23,1,61,19,0.006176789108678237,111
Nadam,19,2,29,1,60,29,0.003492185663303278,58
Adadelta,29,1,31,2,54,21,0.004408643758450648,114
Adadelta,22,1,27,2,48,20,0.0026384982079564584,99
Adagrad,17,2,27,2,59,21,0.005039009651247458,36
AdamW,19,2,25,1,59,23,0.004164804498576842,74
AdamW,19,1,25,2,40,31,0.006128660601254155,100
Adam,21,1,20,1,37,24,0.0049356302484588966,64
Adamax,21,1,29,1,33,28,0.009262276194041602,99
Adagrad,29,1,31,2,62,20,0.004591028000582878,97
RMSprop,25,2,22,2,36,30,0.004039130375858988,86
RMSprop,29,1,24,2,55,22,0.005643495731304527,53
Adam,21,1,16,2,56,24,0.005335082408924308,65
Adagrad,19,2,27,1,59,28,0.0015950304393879617,104
Adadelta,18,1,23,1,62,23,0.0038378231495310514,123
SGD,24,1,25,1,51,26,0.00957675599968725,74
Adagrad,27,2,25,1,55,30,0.008828485201582578,42
Adam,25,2,16,2,63,30,0.005865566110158333,36
SGD,25,2,27,1,33,21,0.005286620812316351,34
Adagrad,30,1,27,1,43,20,0.004481309905586293,52
RMSprop,28,2,26,1,40,22,0.0024923589344194655,75
Nadam,25,2,18,1,56,27,0.00578486269641625,58
Adadelta,28,2,16,2,42,18,0.008053291834711866,45
RMSprop,17,1,27,2,40,16,0.0013750925729328863,103
RMSprop,28,2,24,2,45,26,0.0037030810849188896,82
Adam,16,1,17,2,42,31,0.008901301791784343,106
SGD,31,1,30,2,57,31,0.0016831780714996252,95
Adamax,22,2,30,1,38,29,0.0044903973944445475,95
Adagrad,26,2,23,2,54,27,0.0077957375343045985,110
Adam,24,2,21,2,36,26,0.006256903144020609,124
Adadelta,19,1,30,2,38,26,0.00728099975355966,62
RMSprop,22,2,25,1,56,23,0.004711592735534213,101
RMSprop,17,1,20,1,39,17,0.006285700753435882,71
RMSprop,31,2,30,1,57,18,0.005560382051571746,113
Adam,22,1,22,2,46,23,0.005276257456799398,110
Adadelta,24,1,19,2,39,27,0.00014019147275688443,113
Nadam,29,2,20,2,56,23,0.0024331742898896355,122
Adamax,22,1,29,2,54,28,0.006633181594469989,82
SGD,22,2,22,2,63,18,0.002197250972779355,92
Adagrad,30,2,17,2,43,29,0.005916887027381893,67
Adadelta,19,2,27,2,49,26,0.008086345087953499,87
Adam,30,1,18,1,60,27,0.007888438026381226,73
SGD,17,2,29,2,57,27,0.00674524171628303,72
Adagrad,23,1,28,2,40,29,0.009742609133083224,118
RMSprop,21,2,23,1,41,17,0.00010485435950837451,112
Adamax,17,1,24,2,34,21,0.006773351371576448,94
SGD,30,2,29,1,41,20,0.0030519256330870086,108
