Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
AdamW,17,1,30,1,51,30,0.0018754718720422807,116
RMSprop,21,2,29,1,59,24,0.0001895991417671355,119
Adam,22,1,29,2,56,24,0.0013044347043151844,119
Adam,23,1,31,2,32,21,0.008129565517579925,82
SGD,27,2,20,2,61,20,0.009592547397549311,85
Nadam,30,2,31,1,40,26,0.0077692798153569526,119
Adam,23,1,24,2,55,27,0.003394951571726031,90
Adagrad,20,2,19,1,55,27,0.006438995954602268,99
Adagrad,29,1,21,2,33,28,0.0032852579311581833,74
Adamax,16,1,17,2,42,16,0.0004988524173612991,61
Adadelta,26,1,28,1,42,28,0.009577365251862317,83
AdamW,17,1,31,2,42,25,0.0005120526383994247,103
RMSprop,30,1,23,1,52,19,0.008212544302535959,87
Adagrad,27,2,21,1,56,20,0.0073746340852308,84
Nadam,30,1,25,1,54,28,0.001872837097833414,104
Adam,28,1,24,1,37,22,0.007687926815846786,127
RMSprop,29,2,23,1,48,18,0.008237955451270871,91
RMSprop,23,2,21,2,41,27,0.009576490140554096,38
Adamax,18,2,22,2,61,19,0.008916729324603346,119
Adam,30,2,16,2,33,24,0.002759074729165238,97
RMSprop,21,1,17,2,34,28,0.0070357407772240685,102
AdamW,27,2,27,2,63,25,0.008489990102491518,126
Adagrad,29,1,17,2,44,20,0.009928419049447277,82
Nadam,27,1,20,2,56,17,0.0035526123534847217,46
SGD,18,1,26,1,50,21,0.008139138945753506,81
Adadelta,22,2,25,2,62,24,0.009779344074847587,58
Adamax,20,1,25,1,58,19,0.0032903399725871247,124
Adamax,27,2,20,2,48,20,0.007597963621766099,105
Adamax,29,1,18,1,57,23,0.00719326165597709,116
Adagrad,19,1,25,2,42,26,0.008354822622348454,124
Adadelta,28,1,30,2,45,31,0.0054372722365631145,53
AdamW,22,1,30,1,59,25,0.004448855143348398,50
Nadam,17,2,22,1,44,22,0.0018255437832257195,116
Nadam,16,1,19,2,41,26,0.008459544035679934,86
Adagrad,24,1,30,1,49,17,0.005599612545799397,106
AdamW,20,2,27,2,34,27,0.0068172397203447015,100
Adadelta,30,2,17,2,54,19,0.0028663700976768154,52
Adamax,24,2,22,1,38,18,0.0069264335069766265,75
Adagrad,25,2,23,1,54,27,0.0038891219086359683,97
Adam,20,2,30,1,62,29,0.002682657873246434,40
Nadam,23,2,27,1,60,25,0.0025278186382760156,88
