Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Adadelta,19,2,26,1,42,24,0.009270073934976015,94
Adagrad,24,1,21,2,38,26,0.008073687543185059,84
Adagrad,19,2,30,1,34,25,0.0009608869750761415,77
AdamW,18,1,24,2,40,22,0.008626570540299564,103
AdamW,26,2,30,1,40,26,0.0006878426615399067,36
SGD,23,1,21,1,46,16,0.0017600869210548477,113
Adamax,19,2,25,2,50,20,0.0045935877987523365,72
AdamW,18,1,24,2,37,20,0.006921704437543918,106
Adadelta,26,1,31,1,51,27,0.00464537731572765,82
AdamW,28,1,23,2,55,27,0.00012235558192388244,34
Adadelta,24,2,28,2,58,21,0.004592053294816335,87
SGD,19,1,26,2,45,21,0.007119914125600821,53
Adadelta,17,1,30,1,61,28,0.005411996636098589,109
Adamax,22,2,19,1,51,18,0.009986502271367796,49
SGD,19,2,20,1,35,29,0.0024859793208966,32
Adagrad,23,1,28,2,54,21,0.0008194889266030649,41
Nadam,16,1,31,1,39,20,0.004591090908615893,49
Adagrad,31,2,17,1,53,28,0.008483662999204878,106
SGD,22,2,17,1,48,31,0.004226598324389953,76
Adadelta,28,1,30,2,33,29,0.00380508399269122,40
AdamW,16,2,19,2,35,24,0.004747471810258953,75
RMSprop,25,2,20,2,61,17,0.0035459243940447614,78
AdamW,29,2,17,2,58,20,0.0036422323588615212,109
RMSprop,28,1,23,1,42,30,0.0029593893388413606,43
Adamax,16,1,26,2,37,30,0.004484359745205707,62
Nadam,18,1,17,2,44,19,0.006731806387289076,52
SGD,29,2,29,1,52,19,0.0076108312117375565,123
Adadelta,25,1,27,1,55,22,0.0050728378875312605,52
AdamW,21,2,22,1,53,29,0.004158918407229068,115
RMSprop,25,1,30,2,62,22,0.007297159402486202,104
AdamW,18,1,28,2,44,23,0.003947848394108811,71
Adadelta,18,2,17,1,52,18,0.008561912476934094,114
AdamW,24,1,22,1,43,25,0.00940950174180728,112
AdamW,22,2,31,1,47,27,0.00441073423184363,95
AdamW,26,2,22,2,40,27,0.008906398167448919,98
Nadam,24,2,27,2,53,18,0.0063051051761565235,101
SGD,18,1,19,1,52,28,0.006087650976629539,126
AdamW,30,2,22,2,39,18,0.0014159721657250165,111
Adam,30,1,28,2,43,19,0.0060818355810936964,58
Adadelta,20,2,27,1,55,28,0.0038962890581471696,126
Adadelta,25,1,19,2,50,19,0.0025198777572202524,78
Nadam,17,2,25,2,44,26,0.004542086404394587,123
Nadam,28,2,23,1,55,27,0.0016354915161516201,47
Adam,17,2,27,2,52,21,0.009022474419814444,58
AdamW,19,2,16,1,50,20,0.0008274637039168289,88
Adam,20,2,25,1,60,30,0.0026243268452721185,70
Adamax,31,2,25,2,47,24,0.006425223615415573,42
Nadam,26,2,21,2,45,22,0.0020893976483928357,53
Adam,20,1,26,2,45,21,0.009432873363139742,47
Adagrad,28,2,29,2,62,17,0.00887860384003348,82
SGD,29,2,19,2,61,22,0.008375963331180148,103
RMSprop,25,2,29,1,48,24,0.001686294825258969,47
Nadam,26,1,31,1,57,31,0.005367938140324763,74
SGD,22,2,18,1,32,30,0.0021422095633848214,80
Adagrad,25,2,19,2,37,20,0.004566763246990119,99
Adagrad,28,1,18,2,59,31,0.00944618166408058,41
Adagrad,31,2,28,2,57,28,0.005065408976815677,120
Adamax,26,1,21,1,53,23,0.00044441567948672,66
Adagrad,19,2,26,2,55,23,0.009461924838067435,99
Adagrad,23,1,18,1,40,27,0.0015476363987900522,48
Adamax,24,1,31,2,54,31,0.0013977239117900881,111
Adagrad,27,2,22,2,34,21,0.005144819362231872,90
Adadelta,22,2,18,1,52,23,0.0001035183032883545,77
Adagrad,28,2,16,2,48,28,0.009126940980070693,74
Nadam,19,2,27,1,57,27,0.0038483348483772193,122
AdamW,28,1,29,2,33,23,0.0035980861436717983,80
SGD,26,2,31,1,54,29,0.009185625625236005,111
Adam,20,1,17,2,37,28,0.002271010215629921,101
Nadam,18,2,17,2,48,19,0.008754764076513485,89
SGD,21,1,22,2,46,18,0.008622024776618211,92
AdamW,25,2,31,2,55,28,0.009623364432477827,127
Adamax,30,1,24,2,58,29,0.004000992181476198,120
Adadelta,27,2,16,1,41,23,0.009238018443146619,41
Adamax,24,2,20,2,54,29,0.00953570714651335,95
Adadelta,16,1,26,2,48,26,0.007026685087694726,89
Adagrad,28,2,23,1,54,20,0.0052023507290253216,54
Adamax,31,1,17,2,53,20,0.0026423659426142274,61
Adadelta,23,1,22,2,44,28,0.001212885389342968,49
Adadelta,16,1,27,2,44,24,0.006845442719489071,48
Adam,21,2,30,1,56,28,0.0029855179090131807,81
Nadam,17,2,29,1,45,21,0.004691605299800947,38
