Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Nadam,20,2,28,2,38,30,0.005652323998574864,102
Adagrad,16,1,19,2,43,24,0.008623091512707789,77
Adadelta,18,2,28,2,53,29,0.006465404532693598,68
Adamax,27,2,16,2,52,23,0.0013133536443040905,105
SGD,22,1,27,1,35,27,0.00024150345579790323,87
SGD,26,1,22,1,41,19,0.004285036772697911,88
Adadelta,30,1,26,1,33,27,0.005163617044046616,37
AdamW,26,2,28,1,60,16,0.006154906343473868,124
SGD,31,2,21,2,39,16,0.006857029988334436,118
Adagrad,16,2,31,2,44,30,0.0012009625587742442,85
SGD,22,1,22,2,33,24,0.001997841625241585,102
Adam,25,2,24,1,60,24,0.0069326615156841175,105
AdamW,17,2,19,2,35,17,0.003752441681571526,83
AdamW,31,1,19,2,44,26,0.005093809093251904,76
RMSprop,26,1,21,1,51,28,0.009635900063196649,50
RMSprop,22,1,16,2,63,18,0.006181003275354627,75
Adadelta,21,1,19,2,34,25,0.005842178860406396,85
SGD,28,1,31,2,54,16,0.001608201905731627,40
Adamax,24,1,25,2,51,28,0.0038597992095305788,66
AdamW,23,1,30,2,59,16,0.0057986125296644354,40
Adamax,25,2,25,1,50,26,0.009599024958906164,72
SGD,19,2,18,1,61,27,0.007445610492592208,88
SGD,25,2,20,1,43,18,0.00029323435888139196,32
Adadelta,21,2,28,2,32,20,0.00769413870192737,35
RMSprop,25,2,20,1,37,24,0.00380374097376529,91
RMSprop,24,2,31,2,54,29,0.0023451394325367737,38
Adam,21,2,26,1,35,21,0.008242289220560257,123
RMSprop,31,1,27,1,36,28,0.007858523238104133,119
Adamax,27,1,24,1,47,25,0.009465182927229346,87
Adamax,27,1,19,1,57,23,0.0022267565473874785,56
AdamW,16,1,22,1,53,29,0.0062248381578621295,36
Nadam,31,2,27,2,52,23,0.0015968795173658804,45
Nadam,26,2,30,2,47,30,0.0019120672709016166,51
Adadelta,22,1,29,2,51,20,0.0034985820775979702,78
AdamW,25,1,26,1,32,20,0.002992358297281691,54
RMSprop,20,2,21,2,40,19,0.006296873486791362,68
Adadelta,26,2,25,2,32,21,0.0008614577548089942,107
Adamax,24,1,16,1,47,18,0.0028685268014166264,59
Adagrad,18,2,24,2,62,27,0.00932517872575851,125
Adagrad,29,1,22,1,48,21,0.001626963427469103,77
Adagrad,20,2,18,2,33,22,0.009983944869736045,111
Adadelta,18,2,26,2,62,19,0.009035656422068413,111
Nadam,22,1,17,1,59,21,0.0042866997268992514,80
Adadelta,27,2,30,2,62,22,0.00043794855063437015,83
AdamW,29,1,25,2,50,30,0.007472304090216755,65
Adamax,17,1,20,2,35,30,0.008664048383699805,60
Adadelta,17,1,19,1,59,25,0.007792734157864769,76
Nadam,31,1,25,1,34,30,0.007531401415895732,107
AdamW,21,1,30,1,38,28,0.0019776068258382847,93
Adagrad,24,2,17,2,41,29,0.006190274415427321,50
AdamW,16,2,23,2,48,19,0.006465068727635868,93
SGD,23,2,21,2,42,21,0.005587000269921622,118
AdamW,16,2,19,2,63,16,0.00915207440062449,43
Adamax,20,1,20,1,48,25,0.009317027011244284,85
RMSprop,20,1,24,2,57,29,0.007343299464896383,122
AdamW,19,1,19,1,50,31,0.003969501468150627,61
Nadam,23,1,23,2,32,27,0.00032309682392395476,36
RMSprop,31,1,23,1,49,30,0.0023794668766527116,95
AdamW,24,2,19,2,55,30,0.007929110941209898,45
RMSprop,16,1,31,2,49,29,0.00998225869530526,80
Adamax,16,2,19,1,46,26,0.004516364765437681,104
Adagrad,21,2,28,2,58,22,0.007610571279400732,103
RMSprop,16,2,24,2,34,17,0.0034199478667457698,101
Adam,28,2,19,2,53,21,0.0015243237956262111,78
RMSprop,25,1,18,2,42,19,0.00040277772664626583,79
Adam,30,2,23,1,46,24,0.006130193768647992,107
Adagrad,31,1,26,2,41,29,0.007330333734801923,96
Nadam,21,1,18,1,40,24,0.0030908693460248355,118
Nadam,18,1,25,1,55,25,0.004106225127205538,76
SGD,28,1,17,1,44,26,0.0007868689380463037,64
Adagrad,16,1,21,1,39,19,0.0034966533952414903,97
Nadam,20,1,26,1,45,26,0.0010053439243954637,79
AdamW,21,2,22,1,40,18,0.004508659519896768,55
AdamW,23,1,26,2,50,20,0.006644206058946461,72
RMSprop,30,1,23,2,49,26,0.00021181909129287617,126
Adagrad,28,1,19,2,45,18,0.0002709723579683263,95
Nadam,31,2,17,1,44,29,0.003600705426289367,77
Adadelta,29,2,22,1,44,16,0.004880121562691992,54
Nadam,16,2,29,2,33,17,0.00845619974142479,68
SGD,29,2,20,1,63,19,0.001250146874075332,62
Adamax,18,1,29,2,44,30,0.006451582693600236,33
RMSprop,31,2,30,1,59,24,0.003874385144121081,85
AdamW,30,1,27,1,62,22,0.008357669293608209,38
AdamW,29,1,21,2,54,19,0.008568540834101199,81
Adadelta,16,1,25,1,33,20,0.009061505910965365,103
Adadelta,29,1,24,2,39,20,0.005573714886727051,106
SGD,30,1,19,2,42,28,0.007519077928541968,78
AdamW,28,1,24,2,41,21,0.006143150221812978,44
Adadelta,28,2,17,2,57,22,0.009544632837500065,68
RMSprop,19,1,22,2,42,27,0.009650861449264803,126
Adagrad,31,1,25,2,40,23,0.00814088691732418,91
Adamax,29,1,30,2,32,18,0.0037357018561025887,74
Adadelta,25,1,20,2,51,25,0.009573792021192438,83
Adadelta,23,2,18,2,57,23,0.00604531261157312,92
Adam,23,2,24,2,41,27,0.00996929605477507,119
Adamax,22,2,27,2,33,22,0.0017811365648051133,49
AdamW,24,2,26,1,33,27,0.003260983614011051,38
Adamax,22,2,22,1,56,24,0.008066115414754941,38
Adadelta,27,1,18,2,63,24,0.003379752543839676,67
Adadelta,30,1,28,1,32,27,0.005022345491235933,120
SGD,24,1,28,2,41,19,0.007397484382225439,108
RMSprop,24,1,29,1,53,21,0.004534620454809588,85
Adagrad,21,1,20,2,34,16,0.0060370865512764165,65
Nadam,23,2,25,2,42,17,0.00823105684494509,42
Nadam,20,2,31,2,46,29,0.006046166362876107,66
AdamW,27,1,29,1,40,26,0.006114652759682645,46
AdamW,26,2,30,2,49,20,0.0027610892562888027,97
Adamax,17,2,27,1,60,28,0.008682310705375453,33
SGD,31,2,19,2,62,22,0.0014933194819681883,127
RMSprop,20,1,31,1,51,21,0.000970427224043943,62
Nadam,27,1,16,2,38,30,0.0023942093248417655,99
AdamW,25,2,16,2,48,23,0.007892701501717562,55
Nadam,21,2,31,2,38,30,0.005164573036949346,37
Adadelta,22,1,30,2,47,17,0.009349493805819288,61
Adam,23,2,26,2,56,28,0.007800206628285613,32
Adam,16,2,27,1,52,27,0.004569493434069964,85
Adagrad,31,2,19,2,62,20,0.004666629952902331,116
RMSprop,26,1,17,1,44,26,0.003757603259205271,112
AdamW,25,1,18,2,42,26,0.007825404959412394,103
SGD,25,2,30,2,46,29,0.008602432663834876,67
Adagrad,20,1,29,2,34,21,0.007343462908059319,71
Adagrad,27,1,18,1,56,29,0.009661974892769544,93
AdamW,22,1,28,2,42,27,0.0005768835627387424,127
Nadam,21,2,27,1,63,22,0.004011392216553617,83
AdamW,31,1,22,1,52,22,0.0001232068715640039,112
Adamax,30,2,19,1,58,31,0.00386169157508814,43
Adamax,22,1,30,1,45,30,0.0028810561690444524,71
SGD,24,1,16,2,37,31,0.004420998120759816,93
Nadam,21,2,25,2,49,18,0.002838490920742165,36
Adadelta,17,1,20,2,58,31,0.0003265873497628493,81
Adadelta,29,1,19,1,53,31,0.00417865631635495,86
Adagrad,25,1,16,2,57,20,0.009050175551798583,76
AdamW,17,2,23,1,42,16,0.00999049638378989,92
AdamW,23,1,30,2,58,19,0.007640340649434951,88
SGD,17,1,31,2,59,28,0.009211024124213638,65
Adadelta,18,1,25,2,34,26,0.008712624460157574,39
RMSprop,23,2,20,2,38,25,0.009632637593934453,116
Adadelta,29,1,29,1,41,28,0.004849202457171537,47
Adagrad,29,2,26,2,36,24,0.0013543143244546508,67
SGD,31,1,25,2,34,24,0.00016171307887840163,59
SGD,16,2,30,1,55,30,0.0041212417693130676,61
Nadam,30,2,30,2,52,19,0.006881356092046561,77
Adagrad,21,2,24,2,36,18,0.008770382249122875,63
Adam,17,1,30,1,39,21,0.00914579927937423,62
Nadam,17,2,25,2,51,23,0.009953348844648909,79
Adam,22,2,26,1,51,20,0.0065382596419086515,61
RMSprop,28,1,23,1,49,20,0.0023617038415559336,79
Adam,29,1,25,1,58,29,0.007638366143114569,115
Adamax,30,1,22,2,43,21,0.0036792679410291057,103
Adam,19,2,27,1,33,24,0.0001224572587296808,71
Adamax,21,2,29,1,43,23,0.006477804842105686,70
RMSprop,21,2,24,2,53,25,0.00889873555574768,57
Adamax,25,1,17,2,36,24,0.006036144292968042,74
Nadam,26,1,16,1,53,16,0.0038398976820944357,39
RMSprop,31,1,22,2,42,21,0.0009374233443489047,50
Adadelta,17,2,16,2,36,29,0.00502011928361736,126
Adagrad,22,1,23,2,47,22,0.004146427041518472,41
RMSprop,25,2,27,2,52,17,0.008758863833227017,67
AdamW,19,2,31,2,48,24,0.006787003610640189,60
Adadelta,26,2,28,2,46,20,0.0008567725694805773,117
Adam,18,2,28,1,44,24,0.008804909550408985,73
Adagrad,25,2,18,1,56,19,0.007837928855923963,39
Adamax,20,1,25,1,39,31,0.007626957571932926,112
Adadelta,19,2,17,2,53,27,0.006846776789594409,54
RMSprop,20,1,21,1,60,26,0.008639593829475448,72
Adam,25,2,26,2,51,26,0.005621614908256158,90
RMSprop,29,2,24,1,50,31,0.004896947460611042,62
Adagrad,30,1,23,1,57,18,0.005923088261668491,126
AdamW,18,1,26,1,50,22,0.0017364236176016746,103
Nadam,25,2,23,1,47,22,0.0074091968619896245,35
Nadam,29,2,26,1,41,24,0.003630716401251337,53
RMSprop,16,1,22,1,62,27,0.0033472903062450815,76
Adadelta,28,2,28,1,32,28,0.003293905565814724,61
AdamW,18,1,28,2,52,16,0.008714612177698842,109
Adagrad,27,2,16,1,57,18,0.001781552047483564,106
Adam,27,2,31,2,55,31,0.006910540251097558,37
SGD,30,1,24,2,46,18,0.0014908373492522073,54
RMSprop,21,1,27,1,40,27,0.0031794710103366084,92
RMSprop,19,1,20,1,33,26,0.006421081265460908,91
Nadam,26,1,31,1,48,22,0.003088034334750168,32
Adadelta,19,1,28,2,56,19,0.007216831579090965,49
AdamW,17,1,30,1,51,23,0.0035910071593661334,84
Adamax,21,2,29,2,33,28,0.007696310520880058,90
Adadelta,22,2,26,1,51,30,0.008200463381881493,116
AdamW,30,2,21,1,53,26,0.008002903071335015,118
AdamW,20,2,27,2,45,24,0.0061095146746566594,62
SGD,18,2,19,1,32,26,0.008477824639346536,119
SGD,26,1,31,2,34,20,0.0014163213577432637,44
AdamW,21,1,30,2,59,28,0.009317250149069471,93
Adagrad,16,1,31,2,38,25,0.003198466265071286,61
RMSprop,19,1,30,1,59,17,0.0055688626734346535,118
Adagrad,16,1,16,1,43,17,0.003934945081024194,115
Adamax,17,1,23,2,41,21,0.007608667588678601,56
Adagrad,21,2,18,2,43,19,0.007382965741392242,45
Nadam,31,2,17,2,54,26,0.008436586562527507,96
Adam,19,1,17,1,41,22,0.0015670526716971122,50
Adagrad,18,1,19,1,49,16,0.003811577680628016,59
RMSprop,28,2,27,1,45,24,0.009260954447784416,106
RMSprop,17,2,22,1,52,29,0.009555443260862008,88
Adagrad,22,2,22,1,33,19,0.002513938143325495,80
SGD,23,2,23,1,56,30,0.007593738351414795,115
Adamax,26,2,23,1,38,19,0.0010299181661990932,109
AdamW,28,2,24,1,42,27,0.0014901935857537616,40
RMSprop,24,2,17,1,43,27,0.0038125029980002993,32
SGD,31,1,25,2,43,27,0.003857092439452853,47
Adamax,29,2,21,1,52,18,0.0046195389701696255,117
AdamW,29,2,26,1,40,23,0.0030975501199862077,88
Adagrad,28,1,18,2,36,24,0.0039580427704200855,113
AdamW,19,1,23,1,63,24,0.0025217214814438056,63
SGD,19,2,31,2,40,18,0.006936711350692659,32
SGD,26,2,21,1,42,21,0.0003536722523388684,104
AdamW,18,2,26,2,46,20,0.006564092315645625,63
Nadam,18,1,19,1,60,24,0.0034537928193466754,93
AdamW,27,2,29,2,32,27,0.00042505013455318446,47
Adamax,20,2,18,1,62,21,0.0012694184540133055,92
SGD,22,1,26,2,48,23,0.0008752012898742928,46
Nadam,25,1,24,2,57,29,0.007108444350229712,94
Adadelta,25,2,16,2,38,20,0.0082178764865027,66
RMSprop,19,1,29,2,46,19,0.003279257884019442,127
RMSprop,27,1,28,2,41,26,0.005785815108887296,68
Adadelta,22,2,24,2,34,23,0.009322673009176977,46
Adam,30,1,21,1,38,31,0.00975872151309516,116
SGD,27,1,26,1,38,17,0.004293231656884929,40
Adadelta,31,1,22,1,62,29,0.0017914626975016554,121
Adagrad,28,2,21,1,35,30,0.009066443791198643,102
SGD,29,2,21,1,44,25,0.0026726601830412504,112
Adagrad,18,2,17,2,48,29,0.0017202595273282534,114
Nadam,23,1,22,2,47,19,0.007045288397891573,54
Nadam,31,1,16,2,50,31,0.008018218773046969,41
Adamax,22,1,22,1,61,17,0.007996932072110736,105
Adagrad,19,1,18,2,45,19,0.0031276296907673013,53
Adadelta,26,2,17,2,59,24,0.002588927871157534,103
Adadelta,21,2,28,2,61,24,0.0050411850079145875,80
Adam,26,1,20,1,53,16,0.00045952704103339434,59
Nadam,19,2,24,2,46,18,0.009890416647899917,71
SGD,28,1,30,1,51,28,0.003542612294659154,109
AdamW,29,2,18,2,48,28,0.0032571360840514332,40
SGD,21,1,31,1,47,30,0.004508423141077076,111
AdamW,29,1,22,1,50,20,0.005526046571060623,89
Adamax,26,1,27,1,60,25,0.00542099256502809,57
Adamax,30,1,21,1,47,22,0.009683326128840587,34
SGD,24,2,18,2,38,30,0.006748525617499509,101
AdamW,20,1,20,1,51,16,0.0010436514780795012,59
RMSprop,16,1,22,1,38,16,0.006151396132101024,35
SGD,21,1,26,2,39,28,0.005849329632571854,88
Nadam,30,1,18,1,42,20,0.0038555303222622466,109
Adam,20,2,28,2,48,24,0.002061912134568824,52
Adamax,30,1,26,1,54,31,0.009251832843748595,112
Adadelta,17,1,26,1,45,26,0.004612355210848707,94
RMSprop,22,2,30,2,60,23,0.003856959538830199,102
RMSprop,19,2,24,1,60,28,0.004935591371883834,81
SGD,31,1,30,1,50,21,0.0024580054073554923,92
Adadelta,20,1,16,2,57,18,0.007690308636192974,47
AdamW,17,2,19,2,62,17,0.005157883845371867,65
Adadelta,23,2,20,1,34,25,0.0039622104655678,38
Adam,21,2,17,2,50,24,0.009924935193690202,51
Adadelta,19,1,21,1,44,24,0.0013025609262781927,51
RMSprop,26,2,26,2,60,29,0.008478457916946219,112
AdamW,22,1,26,2,54,30,0.00400049491467685,89
Adagrad,30,1,18,2,58,17,0.007188418304904879,96
Nadam,28,1,18,1,35,18,0.004168135133201502,72
SGD,18,1,21,1,41,30,0.009090591749629803,96
Adadelta,23,1,18,1,46,17,0.0008192837604765332,110
RMSprop,20,2,25,2,39,17,0.005752063930893677,49
Adadelta,20,2,28,1,53,28,0.0010816660232948183,68
SGD,26,2,21,2,47,31,0.0015662938141005152,39
SGD,21,2,24,1,58,25,0.00588192562944387,42
Nadam,28,2,28,1,51,26,0.008112425361222543,120
AdamW,20,2,24,2,47,26,0.006134046721397569,101
Adagrad,31,1,16,1,52,21,0.006815125334934918,56
Adadelta,28,1,16,2,60,29,0.008078522224176226,104
AdamW,23,1,19,2,62,18,0.004468591989588065,33
SGD,30,1,25,1,43,26,0.004567324556843438,117
RMSprop,27,2,17,2,46,17,0.008328507255007342,47
AdamW,25,1,30,2,62,22,0.0020495430645475193,40
Adam,18,2,23,2,54,31,0.009074966542449499,46
Nadam,16,1,17,1,47,22,0.0027098466344350424,53
Adamax,27,1,28,2,53,29,0.000811059228718947,52
Nadam,23,2,24,2,39,22,0.003067525215305459,99
SGD,25,2,22,1,35,27,0.008106874570719437,101
Adam,21,2,24,1,58,24,0.0007786128808305806,33
Adadelta,29,1,20,1,48,21,0.0012250654641240341,101
Nadam,21,1,24,2,59,17,0.00032079569363499256,124
Adagrad,27,2,31,2,61,20,0.0011281362382043404,49
Nadam,18,1,17,2,50,27,0.0005881114794369343,57
Adamax,30,1,30,2,39,29,0.009639366563799481,95
RMSprop,23,2,22,1,54,29,0.0017424278534749274,44
Adamax,22,2,29,2,55,29,0.0010350861948367675,40
AdamW,18,2,30,1,54,26,0.004854515745637581,121
SGD,28,1,27,1,48,26,0.00587327832226726,43
Adadelta,18,2,18,2,44,16,0.002330345436710696,44
Adamax,31,2,18,1,63,21,0.0010047059811644026,101
AdamW,19,2,17,1,40,29,0.006183219205513724,109
Adam,31,1,18,1,38,24,0.007784559353491531,42
Adagrad,25,1,18,1,45,25,0.009023967290750926,122
Adam,31,2,18,2,36,23,0.0078809528575189,56
Adadelta,28,2,24,2,51,20,0.006115154228137494,68
Adagrad,30,1,29,1,56,30,0.006777768210044526,100
Adam,29,1,17,1,46,16,0.0024840973909907426,120
SGD,31,2,29,1,41,19,0.009765159005927124,73
Nadam,23,1,18,2,42,26,0.00957523418248867,67
AdamW,27,2,25,1,50,25,0.004934463373403526,115
SGD,29,1,18,1,44,31,0.005848082769917634,124
RMSprop,31,2,20,2,54,20,0.0063128385323425115,87
Adam,31,2,27,1,54,24,0.009202560856647604,113
SGD,30,2,26,1,45,25,0.00784723351405333,40
RMSprop,31,2,29,1,35,20,0.008783892475867234,53
Nadam,24,2,27,2,40,27,0.004215824437243527,84
SGD,22,1,17,1,60,20,0.002253365757752754,124
Adagrad,18,2,31,2,55,31,0.0072238425563932685,77
Adamax,21,1,30,1,35,22,0.007039131002516397,41
Adamax,30,1,20,2,59,18,0.002848080431759155,113
SGD,22,2,25,1,54,27,0.009230784145536054,79
Adamax,26,2,30,1,34,18,0.0020579530595945493,42
AdamW,28,2,18,2,62,30,0.004855612890169256,33
SGD,26,1,30,2,57,29,0.00783587654083515,123
Adamax,18,1,27,1,61,19,0.009781682821585954,79
Adam,18,2,30,2,51,27,0.0018705796743145116,41
Adamax,23,2,21,1,40,23,0.0012519427493031896,43
Adamax,27,1,16,2,33,21,0.008599742921927396,47
AdamW,30,1,29,2,47,25,0.008394812627244728,80
AdamW,28,1,16,1,63,20,0.008279664792297532,92
RMSprop,21,1,18,2,42,28,0.008983472362609624,87
SGD,27,2,31,2,58,28,0.004656537061734533,58
Adagrad,25,1,20,1,57,18,0.005304961192100824,84
AdamW,20,2,22,2,59,17,0.00031547211747015976,71
Adamax,19,1,20,1,60,26,0.007526054609365689,39
Adamax,18,2,28,1,56,16,0.002375303004829785,90
AdamW,22,1,27,1,38,30,0.0028278739374227265,68
Adamax,21,2,27,1,35,18,0.00992403360170823,35
