Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
RMSprop,23,2,25,1,38,26,0.006046333241196258,116
Adadelta,23,2,19,1,58,22,0.007468855480084452,61
Adam,28,2,16,1,42,16,0.005876186163472294,112
RMSprop,16,1,25,1,49,31,0.005315207899348818,76
SGD,18,2,29,1,53,18,0.007081380686843739,57
Nadam,31,1,24,1,51,31,0.0015089817242619988,40
Adadelta,21,2,24,2,49,26,0.004664823358381862,63
RMSprop,24,2,29,2,44,18,0.0037582884948127154,32
Adagrad,29,1,26,2,58,16,0.0027853066230936188,85
Adagrad,17,2,28,1,32,23,0.0015498365054701319,119
Nadam,17,1,25,1,54,30,0.006496328308157807,117
SGD,28,2,30,1,43,18,0.004392301172226603,41
Nadam,17,1,26,2,43,17,0.008338945291545042,106
Adamax,21,2,20,2,57,28,0.007068846923156401,103
Adadelta,27,2,16,1,42,22,0.004402709337002007,62
Nadam,29,1,30,2,47,31,0.0014395628879463088,90
Nadam,31,1,21,2,34,26,0.0035703944233688423,90
Adadelta,20,1,24,2,48,21,0.00922971949259714,55
RMSprop,21,1,27,1,60,25,0.0017645872583941875,115
Adamax,17,1,20,2,51,22,0.006802457647668524,75
SGD,31,2,16,1,33,28,0.007812264473615311,51
RMSprop,24,1,22,2,53,31,0.0025698472694086595,66
Adamax,30,2,25,2,39,29,0.0028827528482805406,70
Adam,17,1,19,2,41,17,0.006120786350911671,98
AdamW,18,1,20,2,63,27,0.0005031325812268452,44
Adadelta,24,2,27,1,34,29,0.008592793203093614,39
Adam,24,2,19,2,41,25,0.00834258422483429,58
SGD,29,2,24,2,58,24,0.008852423484802589,114
AdamW,31,2,26,2,39,22,0.005179702054787911,35
RMSprop,29,2,31,1,54,20,0.008496936483770631,115
SGD,28,1,25,1,39,24,0.00475811744959619,124
Nadam,19,1,23,2,37,25,0.007468588761396659,112
Adagrad,25,1,21,2,49,24,0.0006823859635086657,51
Adagrad,27,2,19,2,39,27,0.004834478568864896,92
AdamW,23,1,24,1,57,26,0.002139544522787269,59
Adadelta,21,2,19,1,37,17,0.0034473652276613273,117
RMSprop,20,1,23,1,45,25,0.00011905461941567819,53
Adam,24,2,28,2,61,30,0.0006748550666713037,79
SGD,28,2,22,2,49,21,0.0053444471360304365,78
SGD,24,2,16,1,44,24,0.0006728518495147226,114
AdamW,29,1,26,2,40,20,0.0068960587004553865,85
Adagrad,18,1,28,2,48,19,0.005658008980234112,105
Adadelta,23,1,22,1,56,28,0.003946073853712012,124
Adamax,21,1,17,2,39,27,0.0023154854874503903,82
SGD,23,2,30,1,41,23,0.009641137557449702,70
SGD,22,1,29,1,54,31,0.001634552100746893,79
SGD,16,1,18,2,49,30,0.005796840885645632,125
