Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Nadam,19,2,18,1,49,16,0.007500242792167908,70
Adamax,20,1,18,2,53,27,0.005051027126548745,108
Adadelta,19,1,31,2,36,18,0.006090060288495311,61
SGD,28,1,19,2,54,21,0.0049368602734284886,44
Nadam,28,2,20,2,47,29,0.002241388012900158,54
Nadam,28,1,30,1,56,28,0.0036002739552437016,46
Adagrad,23,1,24,1,51,24,0.0034835188720781602,109
Adagrad,21,2,26,2,55,30,0.006966359893242133,46
Adamax,21,1,16,2,63,23,0.0036761967771439686,38
AdamW,30,2,23,2,58,26,0.0041347432279311685,63
Adagrad,23,2,24,2,51,27,0.0016000947114181042,113
Nadam,25,1,22,2,52,25,0.005929963704879746,71
Adadelta,23,1,16,1,55,21,0.002753631682852618,60
RMSprop,18,2,18,2,35,21,0.005131004838968074,72
Nadam,23,2,31,2,48,24,0.007542321747098424,88
Adagrad,20,2,19,2,53,28,0.008436924681276494,109
SGD,25,1,24,1,35,19,0.006058427593493218,85
Adamax,18,1,26,1,52,22,0.003947016336858706,42
Adadelta,28,1,30,2,54,30,0.006447492713577401,93
SGD,23,2,23,2,48,26,0.008694647277657572,104
Nadam,17,2,22,1,39,24,0.009386617722558912,42
Adamax,24,2,26,1,60,28,0.003433207294325555,102
SGD,20,1,23,2,54,27,0.0072944696825759,42
Adagrad,27,2,23,1,61,31,0.005446271438431457,125
SGD,18,1,22,1,36,18,0.006868762172169867,102
Adamax,23,1,22,2,32,18,0.008009444565937213,84
Adamax,21,2,26,1,50,31,0.0024814527083890973,50
Adagrad,29,1,30,2,37,23,0.009014936527548723,120
Adamax,27,2,29,2,55,19,0.007790039204387506,65
Nadam,19,2,28,2,56,23,0.002417304802910249,38
Adagrad,30,2,20,1,43,25,0.002247812595894581,57
Adagrad,23,2,29,1,53,19,0.0038683375297885406,34
Nadam,17,2,30,2,41,29,0.004779826310898908,50
Adam,20,1,24,1,49,27,0.003427936059075707,113
RMSprop,30,2,26,1,45,19,0.007217306635882236,61
Adagrad,18,1,16,1,58,25,0.007031657318160312,100
Nadam,31,1,30,1,40,31,0.0033706352788085833,74
Adagrad,26,1,28,1,58,22,0.0033677367002520665,96
AdamW,21,1,21,2,59,18,0.00041256285306957526,46
RMSprop,20,1,22,1,34,20,0.0010478037009170938,33
AdamW,22,1,23,2,33,29,0.005636350344795073,90
Adadelta,19,2,23,1,35,27,0.007854336849153588,112
Nadam,30,2,27,2,41,24,0.0066935652173524575,32
SGD,31,1,26,1,47,19,0.008963742774005076,118
Adagrad,23,1,30,2,33,30,0.0075527875692300815,106
Adam,16,2,31,1,50,21,0.0017416188556911559,101
Adam,16,2,29,1,38,24,0.008919439859956878,64
Adagrad,22,2,17,2,48,22,0.003769801700343839,90
Adamax,20,2,25,2,62,29,0.007391008641620552,86
Adamax,26,2,21,2,60,29,0.003003465730549806,34
Adamax,17,2,20,2,49,21,0.00036347976445824355,113
Adamax,17,1,23,1,34,29,0.002375494679301023,67
Adam,23,1,16,1,42,22,0.002774460870540016,36
Nadam,24,1,29,2,41,23,0.0040952374130680215,48
RMSprop,21,1,19,1,63,25,0.00942861648915163,125
Adadelta,21,1,26,2,61,17,0.008647143305092204,53
Adadelta,24,1,23,1,57,24,0.005508187673267663,109
SGD,16,2,28,2,40,23,0.007434326839235408,49
Adagrad,27,2,24,1,42,27,0.0012109992116883929,78
Adamax,26,2,23,2,46,27,0.009557774713246139,101
RMSprop,22,2,26,1,59,31,0.007954281619837616,123
Adamax,29,2,18,1,62,25,0.006851281769698716,103
Adagrad,26,2,18,2,57,31,0.004252313473530428,46
Adadelta,16,2,28,1,60,23,0.004635491139172559,36
Adam,19,1,28,1,57,26,0.008358744788490987,42
Adagrad,29,1,31,2,48,16,0.004332871619048383,39
RMSprop,19,2,25,1,50,16,0.0013691599694157647,56
AdamW,24,2,21,2,59,16,0.006737462837941848,118
AdamW,25,2,26,2,62,24,0.0068161969098687976,102
Adadelta,19,2,30,1,37,29,0.0004902957325874275,93
RMSprop,23,1,24,1,44,23,0.005029877110491423,106
Nadam,25,1,30,1,58,21,0.006233831640596932,82
Adam,27,2,29,1,35,17,0.007102117276103166,64
AdamW,26,2,29,2,50,30,0.0023082529074561074,93
RMSprop,25,1,16,2,34,25,0.006584563078322624,42
AdamW,29,2,16,1,42,17,0.000879915323089993,72
RMSprop,28,1,26,2,57,30,0.004791731678859123,37
SGD,30,1,30,1,54,24,0.003673782313124409,114
Adagrad,16,2,19,1,43,31,0.001671631346761154,33
Adagrad,16,2,22,2,33,28,0.009587632420422737,105
RMSprop,25,2,16,1,44,25,0.009596773047115065,79
Adamax,25,1,30,1,47,19,0.004131279271327774,55
Adam,20,1,30,1,60,23,0.007422610997022237,117
Nadam,17,1,20,1,32,17,0.0036156613598472527,53
Adagrad,30,2,24,2,38,22,0.003651143179159115,99
AdamW,19,1,23,2,40,22,0.002442228033986589,53
SGD,19,1,19,2,36,26,0.0053085413794644355,68
Adam,27,1,17,1,59,21,0.006133328599242764,54
Adam,25,2,31,2,60,20,0.006412719315010555,37
Nadam,22,2,27,1,39,22,0.0009986415399525028,103
SGD,20,2,18,1,41,25,0.00961823030206715,72
Nadam,27,2,18,2,61,30,0.0024220883913926147,66
Adam,26,2,25,2,58,29,0.004611671996040416,37
Nadam,26,2,31,2,57,25,0.006921486468946406,86
Adagrad,19,1,18,2,47,27,0.005591522278078529,71
Adadelta,26,1,17,2,59,18,0.0015394601917597132,89
Adagrad,17,2,29,1,54,17,0.00883437729539525,43
SGD,25,1,30,2,51,18,0.004058928226243281,104
RMSprop,28,1,18,1,37,19,0.0021990137414791048,75
RMSprop,16,2,23,2,50,16,0.007438876729837323,116
Adam,17,2,22,1,42,21,0.004466635240692266,56
Nadam,17,1,17,1,48,31,0.0009523286918605958,45
SGD,26,1,24,2,35,24,0.005709512648060682,111
Adam,22,2,26,2,41,23,0.004045220714861137,48
Adagrad,17,2,25,1,60,28,0.006160463254726049,49
Adagrad,17,2,31,2,53,24,0.005719678362164007,103
Adadelta,27,1,20,2,52,26,0.004963401159540089,78
SGD,25,2,21,1,40,31,0.0015687251900919211,32
Adamax,24,2,24,2,48,30,0.00017380391885794943,49
Adamax,30,1,23,1,58,18,0.005187508506402716,83
Adadelta,17,2,16,2,48,18,0.007212702709832264,60
Nadam,30,1,25,1,35,30,0.008483655036193149,71
Adagrad,29,1,16,1,54,25,0.008772971957075631,55
Adamax,18,2,27,2,37,30,0.005484222292828144,108
Adam,18,2,26,1,36,31,0.007358209915371356,55
Nadam,19,2,18,1,50,19,0.005907796765044286,114
Nadam,30,1,26,1,52,27,0.007468102353795808,98
Nadam,24,1,18,1,57,23,0.003675711708142079,126
Nadam,30,1,16,2,57,23,0.006243178481963502,53
SGD,29,2,20,1,53,31,0.0011857865070616202,107
Adagrad,19,1,23,1,41,16,0.0024705055483516245,81
Adamax,21,2,24,1,34,25,0.003073567637953919,95
SGD,24,2,25,2,52,21,0.009239302878687364,45
RMSprop,29,1,30,2,47,21,0.0068473940581450865,66
SGD,29,1,23,1,57,19,0.0011487779185978399,39
Nadam,18,2,17,2,44,30,0.009761841879756619,117
Adam,26,2,31,2,48,31,0.009264323641223121,126
RMSprop,24,2,29,1,52,20,0.002234008180352184,73
Adadelta,23,2,21,2,43,23,0.0017327851956353366,90
Adagrad,28,1,20,1,42,22,0.0034105152065604487,99
Nadam,31,2,23,2,51,30,0.00748510911171864,72
Adam,21,2,21,2,37,21,0.000739710149163375,62
Adamax,29,1,29,2,62,27,0.004066992802861724,101
Adagrad,20,2,17,1,48,18,0.00658324389342971,103
RMSprop,26,2,26,1,40,26,0.008167122592320495,56
Adam,27,2,18,1,55,19,0.007883282963641072,80
RMSprop,25,2,23,2,45,19,0.001601235243977912,115
SGD,18,1,16,1,58,21,0.0067057570979815505,120
Adagrad,17,2,17,1,62,31,0.004055200456456874,117
RMSprop,19,1,22,2,44,17,0.006468989773526115,123
Nadam,30,2,20,2,57,17,0.006826085214836872,34
SGD,22,1,23,1,55,30,0.0015782002372631667,73
AdamW,18,1,29,2,62,27,0.005814104772069541,110
Adagrad,28,2,19,2,34,28,0.0033321433317799573,97
Nadam,17,1,17,1,32,20,0.0021809330895424727,95
Nadam,31,2,29,1,56,17,0.001694730262587069,85
Adagrad,20,2,20,2,32,18,0.0011275447252824236,58
Adagrad,18,1,20,1,55,21,0.004827103770879957,44
SGD,22,2,17,2,52,24,0.0010229054788319755,40
Nadam,22,1,21,1,46,27,0.0004655084100089479,64
Adagrad,21,1,27,2,63,16,0.002398757983239542,62
Adadelta,21,1,16,1,63,30,0.0010810595527480779,98
SGD,30,1,30,2,59,20,0.0018950901174749064,72
