Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Adagrad,22,2,21,1,34,29,0.0001348210610160865,125
AdamW,31,2,25,1,40,31,0.00913672697034501,99
AdamW,30,2,28,1,55,23,0.009263604905603927,34
AdamW,20,1,19,2,56,29,0.0008933583747352287,40
SGD,24,1,16,1,42,25,0.007737880332247132,66
Adam,29,2,18,2,57,20,0.004245370470238293,115
SGD,27,2,21,1,54,28,0.00338529158707556,64
Adam,25,1,25,2,37,19,0.0046731909269675295,108
Adagrad,18,1,29,1,50,19,0.007172272224725798,81
SGD,17,2,23,1,56,20,0.006382016477372041,84
Adadelta,28,2,23,2,55,23,0.005972142083532119,85
Adadelta,25,2,19,2,58,23,0.009584493119064851,116
Nadam,28,1,16,2,54,16,0.002564669402892573,59
Adadelta,18,1,17,1,44,16,0.0033275131041819463,76
SGD,31,1,22,2,40,18,0.007279722237205449,119
Adagrad,22,1,30,2,47,28,0.0020854185847428305,113
Adagrad,20,2,28,2,41,27,0.008914029995646467,42
Nadam,21,2,25,2,34,30,0.008937642383103465,85
Nadam,22,1,30,2,43,21,0.006184709831721384,103
Adagrad,22,1,25,1,41,20,0.009993683663151289,44
Adam,31,1,23,1,38,30,0.009286291275377901,115
AdamW,23,2,18,1,54,28,0.0015833978565928737,62
Adadelta,24,1,29,1,54,24,0.0008817052100303902,78
Adamax,26,1,28,1,32,22,0.008344958295988332,57
Adam,23,1,28,1,36,29,0.0034499638627055284,55
Adamax,28,2,18,2,33,17,0.00933263351680045,84
Nadam,17,1,18,1,50,20,0.0020049438104958336,97
AdamW,29,2,17,1,36,25,0.00323189084706713,103
RMSprop,30,1,26,1,50,25,0.0023243876011817192,70
Adadelta,27,1,20,2,63,25,0.007286760579552867,103
Adamax,30,1,28,2,57,29,0.00910367190965122,109
Nadam,23,1,25,1,42,27,0.008814708214932368,100
Adadelta,27,1,22,1,54,27,0.0071923664063942485,75
SGD,19,2,18,1,34,21,0.002047457205259721,65
Nadam,29,2,17,2,32,25,0.0074852620121436215,43
SGD,28,2,30,1,63,31,0.007009336177433769,126
Adadelta,27,2,26,2,60,23,0.009308295108554632,57
Adadelta,31,1,28,1,32,22,0.005080966937498108,122
Adagrad,24,2,21,1,40,29,0.0067366531703898025,58
Adam,17,2,26,2,60,18,0.009338257124176838,115
AdamW,18,1,27,2,33,20,0.008855413639512442,122
SGD,23,2,29,2,50,19,0.0003341256688392137,78
Adadelta,16,1,27,2,50,31,0.006132557098081132,63
Adadelta,26,2,26,1,47,19,0.00833353779010333,114
Adam,18,1,25,2,54,16,0.0020577808950445783,54
SGD,21,2,23,2,48,26,0.007166950778611124,115
Adamax,16,2,30,2,61,17,0.0013576511957223655,121
Adamax,20,2,27,2,55,16,0.004490790843406235,77
Adadelta,18,1,20,1,41,29,0.0076980902161924,73
AdamW,16,2,28,2,61,23,0.009739642501619298,72
Adam,28,1,21,2,47,23,0.0006219543242458233,75
Nadam,22,2,16,2,60,26,0.003570691496178388,110
SGD,19,2,19,1,42,16,0.006851562445337438,121
Adagrad,31,2,27,1,50,18,0.002199489612235525,93
SGD,31,2,21,1,50,25,0.0039811893709340565,69
Nadam,22,1,31,1,60,30,0.009257709130788787,104
Adagrad,25,2,26,1,63,22,0.008203767996501044,107
Adadelta,30,1,30,2,59,18,0.009528290772641205,114
Adadelta,24,1,21,2,62,22,0.0018919313500126332,41
RMSprop,22,2,27,1,61,20,0.007494075744001425,106
Nadam,30,1,29,2,35,20,0.0032731063049625453,98
Adadelta,21,1,23,1,54,16,0.0070152567362965065,55
SGD,24,1,24,2,32,31,0.00817911813450703,33
Adamax,25,1,19,2,55,21,0.005961582545915436,38
SGD,24,1,25,1,56,19,0.001165764606203497,84
AdamW,16,1,17,1,51,22,0.008851686210784644,92
AdamW,19,2,24,1,60,26,0.0019235611247286476,97
RMSprop,28,1,22,1,51,28,0.0054903960390119706,112
SGD,17,2,22,2,46,20,0.006669526013404943,105
RMSprop,24,2,17,1,55,16,0.0045127258691490466,86
SGD,30,1,20,1,53,26,0.0027389491227988476,105
Adam,16,2,25,1,56,18,0.007498862429254544,34
Adadelta,29,2,23,2,43,16,0.007821171097492358,104
Nadam,27,2,27,2,51,16,0.002533319598087574,67
AdamW,18,2,25,2,32,31,0.005299123089692625,39
RMSprop,22,2,21,1,41,31,0.0010855157114859784,44
AdamW,20,1,23,2,59,30,0.00784402182843319,104
Adagrad,24,2,27,1,57,20,0.00978980129560121,56
RMSprop,25,2,27,1,40,25,0.003301874251804967,82
Adadelta,27,1,20,2,50,19,0.0053207713421013925,52
Nadam,30,2,27,1,49,21,0.0016096890530127963,75
Adamax,27,1,29,1,42,16,0.00739390671691503,111
SGD,21,1,25,1,34,28,0.006710124638328247,53
Adagrad,27,1,27,1,57,26,0.008619575594561293,98
Nadam,31,1,17,1,33,21,0.004794148646964497,96
AdamW,20,1,30,1,53,18,0.008416520434554018,60
Nadam,24,1,22,2,41,27,0.005740712223637501,60
AdamW,21,2,31,2,58,20,0.004322114221480084,80
SGD,29,2,31,2,50,21,0.008208594345646768,90
Adam,17,1,18,1,46,26,0.004905684961787484,78
Adam,31,1,31,2,58,20,0.00558637020383564,39
Adam,19,2,19,1,43,20,0.008023666578236286,52
RMSprop,18,1,31,1,33,17,0.0029506422160473235,68
Adamax,30,1,19,2,43,25,0.0021466552617753166,56
RMSprop,23,2,27,1,41,24,0.0042371306347075794,48
SGD,16,1,16,1,52,22,0.005949634459521835,53
Nadam,27,1,31,1,37,25,0.005019521924227858,125
Adadelta,27,1,27,2,47,29,0.0020290155787397453,63
Nadam,16,1,19,2,40,25,0.00794265149478472,69
SGD,17,2,29,1,42,25,0.0033378204104027804,92
Adadelta,30,2,22,2,33,17,0.003680413360248181,88
RMSprop,16,1,23,1,57,22,0.0027475575019173543,120
Adagrad,27,1,31,2,44,30,0.002824114777531313,126
Adam,23,1,17,1,39,16,0.00957603469550839,49
Nadam,17,1,18,2,61,16,0.006309662640324109,117
SGD,25,1,20,1,51,18,0.0017010221244982934,65
RMSprop,18,2,19,2,40,17,0.006493559932251403,122
Adamax,21,2,16,2,45,25,0.00023976505839486183,120
SGD,29,2,23,2,50,30,0.006038914981307065,89
RMSprop,19,1,21,1,49,17,0.00711205201835689,34
Adagrad,31,1,25,1,45,31,0.0013459795301542985,48
RMSprop,24,1,27,1,37,25,0.0052908616773727195,123
RMSprop,23,2,16,2,45,30,0.003928481552770095,92
Adam,25,2,31,2,55,23,0.00778033517617085,67
Nadam,23,2,21,2,58,16,0.0045073848659399245,126
RMSprop,16,2,27,1,48,24,0.00011277959317083705,116
Adagrad,20,1,23,2,33,22,0.0007461157034954111,115
Adagrad,21,2,24,1,55,26,0.00394209729197153,71
Adam,31,1,16,2,43,30,0.00922324508962741,98
Adam,22,2,29,1,50,27,0.001289007256524943,75
Adagrad,23,2,25,1,58,20,0.0019951633871269693,52
AdamW,18,2,26,2,42,18,0.002960280235706667,48
SGD,27,1,18,2,48,27,0.0015996056106115698,38
SGD,18,1,28,1,42,27,0.00012200663768141316,122
SGD,28,1,26,2,51,17,0.005478885773729718,126
Adagrad,16,1,17,1,60,30,0.004503766630764805,60
Adadelta,19,2,25,2,63,30,0.007992718012368106,68
Nadam,25,2,24,2,47,22,0.001884804632655455,92
Nadam,26,1,19,2,38,19,0.0032622817674143718,115
Adagrad,29,2,26,2,47,20,0.006780222837298583,67
Adagrad,24,1,26,1,39,29,0.00043132129502145364,72
Adadelta,18,2,24,2,57,30,0.005601038908846352,70
SGD,29,2,21,1,49,29,0.005902355367186457,39
SGD,20,1,30,1,59,29,0.001104639702573347,37
AdamW,26,2,27,1,47,16,0.006452738178065666,79
Nadam,17,1,28,2,63,18,0.0026003113502745087,108
Adadelta,18,1,18,1,49,16,0.0043692704382345795,123
AdamW,26,2,16,2,45,18,0.006820285857412286,109
Adadelta,30,2,18,2,45,31,0.0007772557461378019,48
Adamax,27,1,19,2,60,23,0.000450087137506004,120
