Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Adadelta,24,2,26,1,55,21,0.0010850572011065745,88
Adagrad,22,2,17,1,45,27,0.0011908109366256811,73
Adadelta,16,1,24,2,62,18,0.008668217327131,73
SGD,18,1,22,2,35,31,0.003945975351129392,89
SGD,28,1,17,2,61,24,0.009728243998754615,37
Adam,25,2,21,1,62,27,0.002419060324843224,76
RMSprop,23,2,16,2,62,25,0.004350351686433493,93
Adadelta,20,2,29,1,58,28,0.0015103422607297167,116
Adadelta,28,2,31,1,63,30,0.00912715645603255,112
RMSprop,18,2,17,1,32,17,0.007455548182250844,76
RMSprop,29,2,16,2,56,30,0.00399092400344448,49
Nadam,30,2,21,1,33,17,0.007575635048676258,59
Adagrad,27,1,19,1,60,19,0.006622676790128053,65
RMSprop,28,1,31,2,38,17,0.000977494521409541,104
Adam,18,1,16,2,38,24,0.00831426456440772,127
Adagrad,17,2,25,2,44,22,0.00010581520670675325,105
Adadelta,24,2,27,1,37,16,0.008977975259900614,112
RMSprop,18,2,25,1,39,18,0.005678955864870641,47
SGD,31,2,30,1,40,23,0.0007275680821695297,99
Adagrad,23,2,23,1,48,27,0.007257586378341382,71
SGD,28,1,25,2,54,24,0.0014545139467373866,101
RMSprop,30,2,24,2,35,21,0.0004896534760928349,54
AdamW,18,2,27,2,62,20,0.0033560308953660667,98
Adagrad,31,1,30,1,34,17,0.005052170505308355,61
Adadelta,25,1,31,1,44,26,0.007875313355495519,39
AdamW,29,1,28,2,39,24,0.00747987316978963,124
Adadelta,22,1,28,1,58,27,0.006570192560183431,96
Adagrad,16,1,17,1,56,21,0.005927342967410824,60
Adamax,29,2,22,1,50,31,0.00220530784300905,44
Adamax,19,1,23,1,40,28,0.0012992570343000518,125
Adagrad,21,1,24,1,34,22,0.009758593104522996,110
Nadam,31,2,30,2,33,29,0.007860964197541788,111
Adadelta,27,2,22,1,63,17,0.007963214898421287,60
SGD,24,2,19,2,53,26,0.00512617500852223,97
Adagrad,31,2,25,2,60,16,0.007556398398694411,72
AdamW,19,1,21,2,62,31,0.004814362423594698,35
Adamax,23,1,17,2,43,17,0.0019420983916407387,112
AdamW,28,2,19,2,50,25,0.007094697018293063,90
RMSprop,19,2,16,1,57,24,0.006075943939244094,67
AdamW,21,2,23,1,52,26,0.009710569914039409,84
Adam,22,2,19,1,32,26,0.00020061031854969188,120
Adamax,16,2,19,2,51,19,0.0010478214597732332,117
Adamax,28,2,28,2,47,24,0.0013313395238249643,117
Adagrad,19,1,24,1,39,18,0.0021783078052059765,48
AdamW,18,1,23,2,54,27,0.006402145173700552,121
SGD,30,1,21,2,52,29,0.006332677894523927,115
RMSprop,23,2,30,2,53,23,0.005289857875904521,64
Adam,21,1,21,2,56,20,0.0007803085877764942,80
SGD,26,2,24,1,36,21,0.0017192238634700942,72
Nadam,19,2,16,2,36,19,0.007185612414199876,117
AdamW,29,1,27,1,37,24,0.007525686415494238,115
RMSprop,23,1,21,1,38,27,0.0015720809869219081,56
Adadelta,25,2,24,2,36,30,0.009725693930828429,117
Adagrad,21,2,17,1,62,22,0.005577610201373994,57
SGD,26,1,30,2,45,30,0.000581395953857635,66
Adamax,16,1,20,2,59,27,0.006885190564132388,119
RMSprop,23,2,25,2,53,27,0.008816850758489923,108
Adamax,25,1,16,1,56,20,0.0004759576699816426,48
Nadam,23,2,26,1,59,23,0.003061742624148349,79
Adagrad,19,2,20,1,49,23,0.0005170462945945429,98
Adagrad,28,2,16,1,42,31,0.007228554257518568,120
Nadam,30,1,29,1,32,28,0.004889088625112159,106
Adamax,19,2,31,2,52,23,0.007043030088080511,73
Adamax,31,1,23,1,34,26,0.006138168784096027,41
Adamax,27,1,19,2,46,26,0.003455027358330809,70
Adagrad,31,2,16,1,51,17,0.0037082551706096186,55
Adagrad,17,2,17,2,50,22,0.006175637557385546,69
SGD,30,2,21,2,35,20,0.004541996459289475,119
AdamW,26,1,25,2,63,26,0.004910434343112339,91
Adagrad,31,1,16,2,50,18,0.008724612556097484,125
AdamW,26,1,21,1,45,28,0.009067792081819523,86
RMSprop,31,1,31,2,42,16,0.0037090807174843155,105
RMSprop,22,1,27,1,54,19,0.009245874655729836,42
SGD,29,2,16,2,53,22,0.002232373435755159,41
Adamax,28,1,22,2,47,17,0.0014349263050165199,38
RMSprop,17,2,16,2,34,27,0.007440036986442301,63
AdamW,26,2,30,1,43,23,0.004709480187854072,80
Adadelta,26,1,23,2,41,27,0.003269049754067663,94
RMSprop,19,1,26,2,58,17,0.0016835148887635475,65
RMSprop,16,1,22,1,54,20,0.0006370086849070358,108
Adagrad,19,2,26,1,51,20,0.0002831451727351536,105
AdamW,30,1,23,1,52,25,0.007473272540302745,103
Nadam,21,2,29,2,50,31,0.008447392905651037,85
SGD,26,2,17,2,63,21,0.0033022953484785605,36
Nadam,19,1,22,2,44,29,0.00976153187915979,51
SGD,18,2,25,2,33,21,0.008619715824278755,67
RMSprop,31,1,26,1,42,28,0.004197092824214358,102
AdamW,30,1,20,2,63,18,0.001108791492760474,76
Adamax,17,1,28,2,59,29,0.004955332172849022,67
Nadam,17,2,29,1,42,16,0.008293737797376367,124
SGD,22,2,23,1,52,23,0.004149034710109484,57
Nadam,21,2,28,1,35,27,0.007077180926933015,104
RMSprop,16,2,23,1,44,28,0.008797841478182985,63
SGD,25,1,20,2,37,16,0.0022946963266351557,54
Adagrad,24,1,18,1,57,28,0.00548624203291049,123
Adadelta,19,2,25,2,41,21,0.0031264863730054134,93
AdamW,23,2,21,2,62,22,0.00018777288884886192,57
Nadam,20,2,21,1,50,19,0.003652478157322417,66
Adam,30,2,31,2,37,29,0.002899118919282688,42
Adam,16,1,22,2,51,27,0.0037423228174456994,94
Adamax,25,2,31,2,42,31,0.0015238349578028884,48
Nadam,20,1,20,1,37,27,0.008773430566041514,108
Adam,16,2,26,2,36,16,0.0016249309586252277,83
RMSprop,21,2,30,2,49,27,0.001984575495399708,36
Adadelta,17,2,30,2,37,17,0.003875714167255169,56
SGD,19,2,19,2,41,25,0.009473024355817896,125
SGD,30,1,27,1,35,27,0.00041293017522389257,85
AdamW,27,2,19,2,51,18,0.007642071256965213,123
SGD,30,1,27,1,49,29,0.009086664828285377,75
Adam,23,1,21,2,38,22,0.006420347500381217,81
Adam,27,1,16,2,42,16,0.003891518942249467,115
RMSprop,26,2,17,2,46,26,0.008009982976134259,45
Adamax,17,1,22,2,59,30,0.0021179128591115983,32
Adagrad,20,2,28,2,44,21,0.008305329881815105,39
SGD,18,2,22,1,54,20,0.003395231237330813,81
Nadam,22,1,24,1,47,23,0.0008431724902705025,43
Adagrad,19,2,27,2,49,17,0.007026615709895001,73
Adadelta,29,1,22,1,51,24,0.008041496653644056,85
SGD,26,2,23,2,40,31,0.0058074815165003735,45
SGD,31,2,17,2,43,29,0.0027362709803736077,102
Adadelta,19,1,25,2,63,19,0.009224388480079431,33
AdamW,17,2,18,2,61,22,0.0023683571179127514,63
Nadam,17,2,17,1,33,24,0.003090463334379481,34
Nadam,28,2,16,2,52,16,0.0017144142479639632,126
Adagrad,17,2,22,1,62,30,0.003318389984484423,69
SGD,26,2,23,2,45,23,0.007275162679054159,95
Nadam,23,1,17,1,50,20,0.007836248395445961,85
AdamW,20,2,25,2,54,20,0.004213170529579934,33
SGD,31,2,24,2,53,22,0.00702436908191227,91
SGD,30,2,22,2,38,20,0.0010589789832801334,92
SGD,21,1,21,1,54,31,0.003220711317433596,85
Adam,21,1,26,2,33,19,0.002775998241845251,62
Adamax,25,1,19,1,34,27,0.004931149078319335,114
AdamW,16,2,21,2,55,19,0.006074660872706608,71
Adamax,22,2,17,1,42,21,0.003936133681925584,41
Adam,24,2,19,1,33,20,0.0017600493211152796,110
Adam,24,1,28,1,49,27,0.005390252255480351,95
AdamW,28,1,30,2,36,26,0.00014205180529778147,79
RMSprop,28,1,20,2,48,20,0.005122986804363352,103
RMSprop,16,2,28,1,47,31,0.00010662640917114382,123
Adam,20,1,26,1,37,31,0.001679542152716191,49
Nadam,18,2,22,1,32,21,0.000519899960690285,125
Adagrad,27,2,21,2,35,25,0.004265237129500263,83
Nadam,27,2,16,2,43,21,0.0053243876656552695,38
AdamW,25,2,24,2,34,17,0.0013020804100301166,47
RMSprop,18,1,16,2,55,30,0.0016870350334475838,89
Adamax,31,2,21,1,45,28,0.00461482258572655,85
Adadelta,18,2,22,2,55,23,0.0019591638766008547,124
SGD,26,2,29,2,32,22,0.005203987170817221,104
SGD,17,1,23,2,40,30,0.0033195647735202176,83
RMSprop,28,1,31,1,38,24,0.007473999438777042,51
RMSprop,24,1,18,1,33,26,0.0018681646370457383,119
Nadam,17,2,18,2,38,21,0.008787452795919266,109
Adagrad,21,1,22,1,50,16,0.00019202408781151972,63
SGD,31,2,23,1,46,17,0.007916017902294058,99
AdamW,30,2,29,1,46,31,0.005582714259764027,57
Adam,19,2,31,2,57,26,0.00283635859235958,61
SGD,25,2,28,1,56,27,0.00449026446538844,83
Adam,30,1,29,2,34,16,0.009594865891306661,41
Adagrad,17,2,29,1,48,27,0.0012870752971941032,67
Adam,19,2,20,1,51,19,0.003017786688631592,72
RMSprop,20,1,31,1,50,20,0.0010097155850780893,83
Adamax,20,2,23,1,62,30,0.008009987474916042,63
RMSprop,28,1,19,1,33,31,0.0042974200679592196,57
Adamax,28,2,19,2,44,24,0.008127102170114807,84
Adam,22,2,22,1,42,27,0.0016132288612061203,35
Adagrad,21,2,24,2,46,18,0.009856239085103377,34
