Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
AdamW,28,1,16,1,46,29,0.007063278471167158,63
Adamax,20,2,31,2,50,29,0.009006587412495685,92
Adadelta,19,1,27,1,43,18,0.009494639345118074,125
RMSprop,31,1,30,1,45,27,0.007311602424613771,54
Adam,25,2,21,2,53,27,0.005927638324909188,124
Adadelta,21,1,25,1,39,29,0.0026026940814694818,86
Adamax,31,2,28,2,35,19,0.003843003034228751,110
SGD,17,1,26,1,58,29,0.00726119781241418,110
Adagrad,23,2,18,2,32,18,0.0055898086184938845,101
SGD,30,1,24,2,34,27,0.009293683624158739,42
Adam,20,2,21,1,43,23,0.0004732175713612962,33
RMSprop,16,1,16,2,36,26,0.001522088321552526,104
Adam,29,2,19,1,62,19,0.0047425150589940675,108
RMSprop,24,1,17,1,40,30,0.00381497113094965,52
Adadelta,28,2,18,1,37,21,0.005691630813224817,113
Adagrad,21,2,30,1,49,29,0.0023070844394905855,104
AdamW,23,1,30,1,37,19,0.006260762102786131,101
Adamax,26,1,26,1,35,26,0.002584557522474473,98
AdamW,29,1,20,2,39,17,0.0029666535583331814,69
Adam,25,2,19,2,35,31,0.005243445460670786,56
Nadam,17,2,27,1,62,23,0.00894136939190692,44
RMSprop,16,2,28,1,40,27,0.006753576226313038,51
AdamW,17,1,19,1,41,30,0.009099368557253906,126
Adamax,17,2,25,1,50,16,0.001651310995979657,124
SGD,21,2,27,2,57,31,0.001958917028496379,99
Adagrad,23,1,20,1,46,22,0.005582681109956392,33
Nadam,27,2,31,2,33,23,0.00468591917962811,125
Adamax,19,2,26,2,34,23,0.008096903601612747,123
Adadelta,30,1,31,2,32,29,0.005694589559266166,78
Adagrad,26,1,23,1,41,19,0.0075050485278406074,91
Nadam,19,1,23,2,49,24,0.0071325241260282385,36
RMSprop,25,2,24,1,48,31,0.00010289650447174037,45
Adam,20,1,19,2,45,17,0.0016087815811731774,51
Adam,24,1,31,2,48,17,0.0005987129302120884,77
Adagrad,23,1,16,1,38,18,0.004373725299781088,117
RMSprop,28,2,24,2,41,30,0.002813241060431458,124
