Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Adadelta,19,2,22,1,59,27,0.00201673054145236,36
SGD,20,2,25,2,56,19,0.003969327803190825,101
RMSprop,26,1,17,2,50,28,0.009441053317177404,57
Adagrad,30,2,16,2,34,16,0.003377517811156362,47
Nadam,25,2,26,2,40,30,0.0009224204610876926,75
RMSprop,28,2,29,2,59,21,0.007685451619657773,71
RMSprop,28,2,27,1,61,30,0.002042268411821622,125
Adam,28,2,17,2,39,18,0.00044341116514396973,57
Nadam,16,2,26,2,42,22,0.009545037770123527,45
Adamax,23,1,18,2,41,28,0.009264455336324707,35
Adadelta,28,1,19,1,43,29,0.006081835587490452,51
Adamax,20,1,28,2,52,23,0.001601887289988155,127
Adamax,17,1,26,2,51,21,0.0047055730783616195,87
Adam,17,1,19,2,60,21,0.005965291738994868,54
Adamax,31,1,28,2,44,16,0.0026267373003143945,32
Adam,25,2,21,1,37,19,0.008802599795805503,39
Adam,21,1,18,1,59,27,0.009209959573705212,70
Nadam,21,2,29,1,38,29,0.007620449145207698,104
Nadam,20,1,20,1,39,22,0.00030401150182528025,34
SGD,28,2,16,1,62,17,0.007246340531290817,100
Nadam,18,1,19,1,43,28,0.00888360244915337,34
Adagrad,16,1,23,2,59,16,0.0028991688840559722,106
Nadam,21,1,30,2,35,25,0.009431489093998721,35
Nadam,31,2,24,2,52,19,0.00690080562776624,58
Adagrad,31,1,31,2,46,23,0.002735824570634575,92
AdamW,20,1,24,1,47,22,0.0030384710814160888,47
Adam,31,1,22,2,54,20,0.009531749463323504,121
AdamW,17,2,23,1,39,22,0.00149555207892931,86
RMSprop,29,2,19,2,54,22,0.009958521348560621,127
Adam,23,2,16,1,50,31,0.009506476108565835,95
Adam,28,1,21,1,45,22,0.008409285857032966,51
Adamax,16,2,16,1,55,29,0.007402753649307655,40
RMSprop,16,2,26,1,52,16,0.000417650025104188,51
AdamW,17,2,26,1,33,28,0.004305591036615111,54
Adam,21,2,29,2,56,18,0.004943519591012919,60
RMSprop,31,2,24,1,41,23,0.005318126450800369,77
SGD,21,2,22,1,37,21,0.0014036820934170049,123
Adagrad,30,1,31,1,42,20,0.005933680017205115,86
Adadelta,17,2,30,2,52,23,0.006888168517785868,95
Adam,22,1,27,2,57,28,0.0004815880658344796,100
SGD,17,1,20,1,54,25,0.002617445633654754,51
AdamW,18,1,31,1,40,21,0.0035156595039120605,61
Adadelta,19,1,17,2,44,22,0.0061608983169839935,126
Adadelta,25,1,19,1,47,25,0.009949537366920318,71
Adadelta,22,1,19,1,41,30,0.0036653733552884523,44
AdamW,16,2,19,2,63,26,0.008633277965980424,43
Adadelta,30,1,29,2,57,18,0.004616415591943797,96
Nadam,30,2,22,2,61,31,0.008010003912145972,119
AdamW,31,2,18,1,44,26,0.005920528060415686,36
SGD,17,1,17,2,53,19,0.00964415366362875,112
RMSprop,27,1,17,2,40,20,0.007602114922646242,122
Adagrad,21,1,24,2,58,19,0.0010709871174851078,79
AdamW,20,2,24,2,44,25,0.007029417104280416,46
RMSprop,28,2,26,1,52,28,0.0042014194602111934,46
Adam,23,1,22,1,57,29,0.00460123301398454,85
Adagrad,29,2,26,2,34,20,0.00012875524109134153,111
Adadelta,19,2,16,2,56,21,0.002232269847057154,39
Adam,28,1,25,1,53,17,0.007772807727831758,75
Adadelta,24,1,30,2,40,20,0.005120060040838453,64
Adamax,18,1,31,2,62,24,0.0011782242710853103,75
Nadam,18,1,18,1,60,29,0.004952354925329144,89
RMSprop,26,2,24,2,36,19,0.005291273520987459,85
RMSprop,28,2,29,1,55,18,0.0018503606357410248,125
Adam,17,1,26,2,34,18,0.006133304897725751,73
AdamW,29,1,26,2,37,23,0.0075300452168212476,101
Adagrad,16,1,23,1,53,29,0.0012468473736773138,58
Adamax,17,1,27,2,55,17,0.004658813008743342,91
RMSprop,30,1,24,2,35,23,0.009488482954834248,79
AdamW,25,2,26,1,61,26,0.00636489669656649,114
Adamax,27,1,19,2,32,17,0.007446064669201322,107
