Name,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
Adagrad,49,29,0.0090082306428653,70,0.2893430292606354
Nadam,42,26,0.0021835324080241,32,0.07404094934463501
Adadelta,63,28,0.0052704435011935,110,1.8430798053741455
Adam,52,17,0.00256530885346,119,0.07770973443984985
SGD,32,25,0.0046559960276136,120,0.8804033398628235
Adam,57,31,0.0005757057838009,35,0.09910944104194641
Adadelta,37,27,0.0089558742233753,78,1.4752287864685059
AdamW,62,31,0.0095918216990525,55,0.09308578073978424
AdamW,41,17,0.0091866327416902,63,0.09649311751127243
Nadam,55,29,0.0034738996059216,113,0.07100450247526169
SGD,41,16,0.0066544378982682,108,0.6593372821807861
Adagrad,33,28,0.0028639167950115,52,0.48402896523475647
AdamW,57,21,0.0022709825750195,40,0.06955248862504959
SGD,59,24,0.0008457070153611,118,2.1887688636779785
RMSprop,46,24,0.002305834066064,44,0.08260849118232727
RMSprop,34,25,0.0098559555787132,93,0.11593867838382721
Adadelta,48,19,0.0027079111694242,88,2.1020870208740234
Adamax,60,22,0.0005480278496122,94,0.26387783885002136
Adagrad,54,17,0.009569005923129,55,0.26477375626564026
Adamax,56,26,0.0023215823397969,118,0.14465156197547913
SGD,52,29,0.0037036874417764,94,0.8901341557502747
Adadelta,57,27,0.0038549699576619,55,1.7816660404205322
AdamW,41,17,0.0048425379092043,88,0.08625762164592743
Nadam,44,18,0.0026871828295201,127,0.0951329842209816
SGD,32,28,0.0030861557301603,101,1.146487832069397
Nadam,52,16,0.0016901357161368,99,0.09461415559053421
Adamax,39,31,0.0021046526521016,77,0.15345478057861328
Adam,59,19,0.0081299216636968,107,0.07505177706480026
Adam,34,17,0.0067775597889768,122,0.1045064777135849
Adagrad,33,31,0.0066543611314694,77,0.343103289604187
AdamW,44,16,0.0079430976464891,125,0.07868506014347076
RMSprop,51,23,0.0047265611736454,54,0.08114897459745407
Nadam,46,28,0.0093370519073186,115,0.07843301445245743
Adadelta,54,26,0.0050012163552932,122,1.9871079921722412
SGD,47,23,0.0020552460172271,39,0.6271423101425171
Adam,57,20,0.0084529913086966,85,0.07702989131212234
SGD,63,27,0.0005712005976497,113,2.2142651081085205
RMSprop,48,19,0.0005074685989718,102,0.18115375936031342
Nadam,46,16,0.0002848140121571,119,0.23813514411449432
Adamax,37,21,0.0030361431000966,54,0.13902130722999573
Nadam,51,25,0.0016391717098596,91,0.09097500145435333
AdamW,42,23,0.0063667306024916,50,0.08690103888511658
AdamW,45,28,0.0073029222998988,107,0.07563792914152145
Nadam,35,20,0.0080849570263377,54,0.09408628940582275
Adagrad,41,30,0.0032652205482562,105,0.4976426362991333
Nadam,62,19,0.006932751366624,62,0.07258476316928864
Adam,32,18,0.0072340848831846,122,0.09124008566141129
SGD,52,29,0.0056951850986525,63,0.4411185681819916
Adagrad,51,17,0.0037297223014101,125,0.5543236136436462
SGD,47,27,0.0029060110686341,73,0.8629377484321594
SGD,45,26,0.007291601418384,58,0.3890853822231293
Adagrad,41,20,0.0069071316804441,85,0.3518444895744324
Adagrad,61,20,0.0071242847318283,106,0.38541024923324585
SGD,58,31,0.0064887274066876,70,0.4218071401119232
Adamax,62,16,0.0025479989800582,68,0.12876085937023163
Nadam,42,29,0.0014564332166762,55,0.08703558146953583
Adamax,35,22,0.0033117368596531,126,0.15283669531345367
SGD,52,27,0.0063572794923064,49,0.37143340706825256
Adadelta,49,19,0.0016650741626573,85,2.203575611114502
RMSprop,39,21,0.0047499187731697,100,0.08661877363920212
Adadelta,50,17,0.0084585836659321,123,1.8093163967132568
Adam,58,28,0.009000592522215,118,0.0752578154206276
Adam,59,26,0.001783871308243,35,0.06282668560743332
Adagrad,50,16,0.0087649968966912,108,0.35249248147010803
Adagrad,60,26,0.004136150985868,43,0.3525347411632538
Adamax,42,23,0.0065596019335184,86,0.095551036298275
Nadam,42,21,0.0006903191789292,109,0.15197283029556274
Adadelta,55,16,0.0016005877556978,94,2.216688394546509
Adam,37,22,0.0025517337443728,117,0.0991065576672554
Nadam,48,20,0.0020454254247804,50,0.07529544830322266
RMSprop,61,25,0.0093111026535948,53,0.11419111490249634
Adadelta,34,18,0.0076054030188314,80,1.5618904829025269
Adadelta,60,29,0.0086122214763614,102,1.4238234758377075
AdamW,40,22,0.0085001501722815,91,0.09510136395692825
Adam,52,28,0.0066061318598412,55,0.08255254477262497
Adadelta,47,24,0.0092317619755459,53,1.072027325630188
RMSprop,39,31,0.0049244028029795,51,0.0955793708562851
SGD,56,16,0.0056008202109879,102,0.6714397668838501
AdamW,40,26,0.006508778763863,109,0.08914055675268173
Adadelta,48,16,0.0072173161167078,113,1.806128978729248
Adadelta,53,20,0.0038743660343839,115,2.1119725704193115
AdamW,36,20,0.0026671194503113,77,0.10208223015069962
RMSprop,62,24,0.0045806032306989,81,0.06536665558815002
