Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
SGD,20,1,22,1,39,23,0.0036596777753255356,107
SGD,29,2,30,1,37,22,0.007847428823659236,90
Adadelta,28,2,21,1,62,19,0.007187375855219599,95
Adagrad,22,1,22,1,36,21,0.003817987199293754,35
Adamax,31,1,26,1,45,30,0.007739969101743545,63
AdamW,22,1,22,2,36,16,0.009839704259545355,113
Adadelta,22,1,22,1,37,17,0.007782079011255794,36
RMSprop,24,2,19,1,56,29,0.003874597219156919,50
SGD,25,2,29,1,51,28,0.007783668064444936,38
Adamax,20,1,19,1,36,30,0.009479187817258884,112
AdamW,31,2,22,1,60,22,0.007428514676671817,119
Adagrad,23,2,28,2,43,28,0.004419642463032444,110
Nadam,20,2,20,2,58,16,0.005021694990068418,56
SGD,29,2,24,2,47,20,0.002939042154049879,75
Adamax,30,2,17,1,52,18,0.004188236592363718,81
Nadam,29,2,25,1,33,23,0.008385919223129552,81
Adagrad,31,2,23,2,59,20,0.002652615316707129,82
AdamW,20,2,28,2,56,19,0.007645619068638271,95
Nadam,20,1,19,1,56,30,0.0007534981240344296,116
Adamax,20,1,19,2,44,20,0.00786391525049658,59
Nadam,26,1,19,2,38,28,0.001455462370337674,120
Nadam,29,2,22,1,50,18,0.0019850143456190687,64
Adagrad,29,2,16,1,44,28,0.0032260648863385566,103
Adagrad,28,1,30,2,43,16,0.007227300816596779,49
SGD,22,2,24,2,37,23,0.007671838446259105,81
RMSprop,16,2,21,1,41,20,0.003694438313838005,93
AdamW,23,1,24,1,47,31,0.006862215846391526,95
AdamW,17,2,21,2,44,31,0.009561024056499669,45
Adagrad,18,2,29,1,58,20,0.00893195762524829,112
Adam,18,1,20,1,35,29,0.0006144559699845509,110
Nadam,27,2,24,1,37,18,0.00898538953873317,124
AdamW,16,1,23,2,63,16,0.007898675789009048,67
Adam,19,1,28,2,47,21,0.006539240785698522,103
Adadelta,23,2,17,1,63,19,0.00860779077466343,116
Adamax,24,1,26,2,35,22,0.008382343853453983,79
RMSprop,29,2,27,1,42,30,0.009733237695872875,71
RMSprop,30,2,22,1,44,31,0.0011348708894283824,103
Adamax,16,1,25,2,34,28,0.0008617523725446923,57
RMSprop,21,2,21,2,53,29,0.007335952328404327,35
AdamW,22,1,16,1,38,28,0.005054270580445818,95
AdamW,31,2,23,1,37,24,0.008461597881262415,44
AdamW,31,2,21,2,37,17,0.004481814169057604,78
Adadelta,22,1,18,1,34,22,0.003494416243654822,94
Adadelta,28,2,26,2,61,20,0.009476406974177886,120
RMSprop,29,1,25,1,46,29,0.0027618627234606047,68
Adamax,23,2,30,1,50,20,0.006931538291767823,122
Adagrad,20,1,21,2,58,30,0.007049326859412934,51
Adam,21,1,19,2,57,18,0.009721319796954316,117
Adagrad,28,1,25,2,53,24,0.0005808872213639374,119
AdamW,17,2,31,2,47,24,0.006996888104171265,120
RMSprop,17,2,27,2,52,18,0.0015088942838225557,75
Adam,16,1,20,2,55,21,0.005387177223570957,86
Nadam,27,2,26,1,56,30,0.0076619068638269705,85
SGD,26,1,24,2,36,16,0.008873957183844627,117
Adagrad,22,1,16,1,54,21,0.0021896049437210327,89
RMSprop,26,1,22,1,48,23,0.009477598764069742,73
Adadelta,18,1,29,1,62,19,0.0017448686824100641,100
SGD,22,1,30,2,44,18,0.008497152946369456,86
Adamax,25,1,16,2,61,26,0.003881549326859413,111
SGD,23,2,21,2,37,27,0.0027789450452438756,100
Adagrad,22,2,25,1,48,16,0.009889958066651954,124
Adadelta,27,1,25,1,62,18,0.0037506510704038844,50
Adadelta,25,1,27,2,62,22,0.003144824542043699,123
Adagrad,30,1,24,1,38,28,0.004118715515338778,112
Adadelta,23,2,30,2,53,19,0.005232244537629663,118
Adamax,19,1,20,2,51,17,0.005833105274773781,52
Adadelta,21,2,27,2,45,22,0.002913021408077687,114
Adadelta,22,2,20,2,54,20,0.008657051423526815,86
SGD,23,2,17,2,43,28,0.002688369013462812,98
Adam,27,2,24,2,33,28,0.004277620834252925,56
RMSprop,17,1,18,2,35,17,0.008768682410064003,100
SGD,29,2,29,1,53,30,0.00969807989406312,127
Adam,18,2,21,1,62,27,0.00655314500110351,103
Adamax,25,2,22,2,38,27,0.006061531670712868,92
Adagrad,16,1,25,2,42,30,0.005350231736923417,66
Nadam,30,2,19,2,53,21,0.006918229971308762,54
SGD,28,2,23,1,32,31,0.00011191789891856103,63
Adagrad,25,1,23,1,50,30,0.006986360626793203,47
Adadelta,17,2,16,1,47,26,0.003697417788567645,83
Nadam,31,1,23,1,43,16,0.009717744427278747,117
Adadelta,23,1,27,1,58,23,0.005654336790995366,35
Adam,26,1,31,1,53,27,0.0003542485102626352,59
RMSprop,27,2,23,1,48,29,0.008998697859192231,93
SGD,29,1,30,2,57,30,0.0008998896490840874,68
Adagrad,23,2,23,1,47,26,0.004375943500331054,71
Adamax,22,2,25,2,41,29,0.009094239682189363,37
AdamW,26,2,25,2,59,26,0.006575987640697419,94
RMSprop,28,2,30,1,61,24,0.004558088722136395,54
RMSprop,21,1,23,1,58,27,0.007297417788567646,35
RMSprop,26,2,19,1,32,23,0.007036217170602517,75
SGD,25,2,26,2,50,18,0.00660200838666961,123
Adadelta,20,1,29,2,58,23,0.002480203045685279,52
SGD,27,2,23,1,45,27,0.008209732950783491,104
Adagrad,16,1,19,2,62,25,0.008044074155815492,51
Adamax,29,2,17,2,35,24,0.0053291767821672924,104
RMSprop,25,1,28,1,40,31,0.006113175899359965,127
SGD,25,1,22,1,41,25,0.00014071948797175017,102
Adadelta,18,1,16,2,59,27,0.007767777532553521,56
Adam,20,2,21,2,51,20,0.0007352240123593026,74
AdamW,20,2,27,1,56,26,0.005504965791216068,102
SGD,26,1,27,1,36,28,0.007622379165747077,44
Adam,21,2,28,1,53,27,0.009239439417347164,86
SGD,22,1,27,1,42,25,0.008432597660560584,53
SGD,24,1,17,1,57,27,0.00675515338777312,69
SGD,24,1,18,1,40,26,0.002752924299271684,87
Adamax,22,1,24,2,58,30,0.0017271904656808654,110
Adagrad,27,1,18,1,61,28,0.0038120282498344737,53
Nadam,31,1,19,1,35,25,0.0017691017435444716,118
Adagrad,22,2,25,2,61,20,0.00732363716618848,75
Adam,27,1,21,1,53,27,0.005501787684837786,81
AdamW,29,2,21,1,34,24,0.004733281836239242,47
Adam,26,1,19,1,37,16,0.0050079894063120725,96
Adagrad,23,2,26,2,41,28,0.00437792981681748,121
SGD,31,2,27,1,48,31,0.004654623703376739,35
RMSprop,23,1,17,2,35,24,0.005763584197748842,126
SGD,18,2,24,2,61,29,0.007849216508497021,97
Adagrad,17,2,19,2,56,17,0.008291370558375635,98
Adagrad,28,2,20,1,34,18,0.00437276539395277,117
RMSprop,18,2,29,1,55,24,0.0007020525270359744,70
Adadelta,17,2,25,1,39,31,0.006101059368792762,93
Adadelta,25,1,18,2,62,24,0.008622886779960273,103
Adagrad,24,1,20,2,41,17,0.009750717280953433,88
RMSprop,23,1,31,2,61,29,0.0016699845508717725,122
AdamW,16,1,21,2,40,18,0.008664202162877952,67
RMSprop,18,2,26,1,51,22,0.0023185168836901346,90
SGD,23,2,25,1,38,24,0.0007048333701169721,76
Adam,20,2,19,2,34,31,0.008112800706245862,43
Adamax,28,2,27,1,54,22,0.005448355771352903,113
Nadam,31,2,20,2,53,18,0.003972125358640477,96
RMSprop,22,1,28,1,58,16,0.009611277863606268,33
SGD,21,1,18,1,55,20,0.0021461046126682853,102
AdamW,31,1,18,1,33,17,0.007333966011917901,100
Nadam,17,2,18,2,58,19,0.0008573824762745532,121
Adam,18,1,23,2,44,18,0.0017190465680865152,39
AdamW,19,2,19,1,57,24,0.005380225115868462,68
Adagrad,20,1,21,2,52,31,0.0010143014787022734,110
AdamW,18,1,21,2,54,20,0.009955903774001323,99
Adam,24,2,23,1,57,31,0.0040613109688810425,88
RMSprop,20,1,20,2,35,18,0.009415625689693225,95
Adagrad,29,1,17,1,54,25,0.005777885676451116,93
Adamax,30,1,19,2,52,27,0.003412580004414037,101
Adagrad,25,2,19,1,56,22,0.006639152504965792,36
AdamW,28,2,26,1,55,22,0.005870646656367248,96
Adagrad,18,1,22,2,41,24,0.0038171926726991833,90
Nadam,25,2,23,1,40,21,0.0007715736040609138,87
