Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
RMSprop,28,1,16,2,36,28,0.008165835356433459,76
Adamax,26,2,16,1,53,27,0.009782895608033547,79
Adagrad,23,1,29,1,54,21,0.0041056058265283605,106
SGD,24,1,23,1,32,18,0.009472434341205031,91
Adadelta,20,1,18,2,46,21,0.0031122489516662985,77
Adadelta,17,2,16,2,45,17,0.003034981240344295,45
Adam,17,1,28,2,49,23,0.0005896270139042155,97
RMSprop,28,2,27,1,57,16,0.0013088722136393733,77
Adadelta,23,1,24,1,53,22,0.0013567424409622602,98
Nadam,17,1,27,2,42,22,0.007424343412050321,67
Adadelta,28,1,18,2,59,27,0.00020249393069962483,83
AdamW,22,1,16,2,37,30,0.007715537408960495,127
Adam,21,2,30,2,46,29,0.001205981019642463,41
Adam,21,2,24,2,36,31,0.003722644007945266,84
Adagrad,17,2,21,1,47,31,0.009425954535422644,67
Adam,26,2,26,1,50,19,0.0007977929816817481,68
Adam,22,2,16,1,44,21,0.003861487530346502,63
Adam,24,2,22,2,45,25,0.004903111895828736,100
Adamax,21,2,24,2,41,18,0.0014085853012580007,61
Adamax,23,1,16,1,62,19,0.003709534319134849,43
Nadam,20,2,24,2,34,31,0.008227013904215406,37
Adadelta,21,2,30,2,42,27,0.001677731185168837,35
Adamax,18,1,16,2,35,28,0.003083050099315824,101
Adagrad,23,2,22,2,62,17,0.0029698300595894945,44
Adagrad,25,2,22,1,60,30,0.0013118516883690136,125
Adam,29,1,22,2,55,27,0.002268064444934893,71
Adadelta,21,2,16,1,57,17,0.009128602957404548,33
AdamW,30,1,25,1,52,26,0.009026506290002208,114
Nadam,21,1,28,2,37,16,0.0024291547119841095,34
Adam,21,2,26,1,45,26,0.009100595894945928,100
AdamW,18,2,18,1,45,17,0.002349503420878393,120
RMSprop,24,2,27,2,52,31,0.006271485323328185,66
Adadelta,28,2,28,2,43,17,0.009830765835356433,66
Nadam,22,2,24,1,38,20,0.002142330611344074,67
Adagrad,19,2,20,1,34,18,0.005948708894283824,121
RMSprop,16,1,26,2,54,19,0.005332950783491504,100
Adadelta,27,2,27,2,32,23,0.0019027808430809976,50
Adam,28,2,29,2,59,23,0.007855175457956302,39
Adadelta,26,2,17,1,44,26,0.0007473405429265065,56
Adamax,17,2,25,1,42,29,0.009813087618627234,93
Adadelta,20,1,24,1,63,17,0.005841249172368131,55
Adam,22,2,24,2,49,23,0.0011821452218053411,104
Adagrad,20,1,16,2,36,30,0.006108210108143898,87
Adam,25,1,23,2,38,19,0.006621275656587951,107
AdamW,16,1,20,1,60,24,0.005814433899801369,119
Adadelta,20,1,20,2,53,17,0.0007092032663871111,122
Adadelta,26,1,18,1,46,28,0.0012909953652615318,70
AdamW,25,1,20,2,39,22,0.006205539615978813,75
SGD,29,2,20,1,60,22,0.0064502538071066,123
AdamW,21,2,20,2,40,17,0.007885764731847274,43
SGD,19,2,26,1,53,20,0.006248841315382919,47
AdamW,23,1,17,2,63,30,0.001116795409401898,73
Adagrad,24,1,17,1,54,27,0.008146965349812404,66
Adamax,20,1,19,1,52,16,0.009113904215404988,124
Adagrad,18,1,24,1,44,25,0.0029507614213197973,90
Adam,17,1,25,2,44,24,0.0064291988523504755,98
Adamax,20,1,24,2,32,20,0.003934186713749724,63
RMSprop,25,1,16,2,63,31,0.0005898256455528582,78
RMSprop,26,1,22,1,59,20,0.006225204149194439,66
RMSprop,26,1,20,1,39,28,0.00556952107702494,88
Nadam,24,1,17,2,37,22,0.007307746634297066,49
AdamW,21,2,27,1,40,18,0.003950673140587067,61
SGD,21,1,16,2,33,20,0.004994879717501656,118
RMSprop,29,2,20,1,32,28,0.001738115206356213,64
AdamW,24,1,24,2,32,26,0.009336967556830722,106
Nadam,18,2,19,1,33,29,0.006394835577135292,119
Nadam,21,1,21,2,45,19,0.0011253365702935335,115
Nadam,26,1,20,2,50,27,0.00029604943721032886,110
RMSprop,21,2,24,2,40,18,0.0004503862282056941,61
Adamax,25,2,30,2,32,23,0.0007298609578459503,75
SGD,26,2,24,1,32,19,0.004394018980357538,102
Adagrad,16,1,16,1,32,24,0.003649547561244758,89
RMSprop,21,2,23,1,46,27,0.003916309865371883,68
RMSprop,22,1,29,2,53,19,0.005447759876406975,103
RMSprop,27,2,20,1,54,30,0.006327102184948136,95
Adamax,31,2,29,2,47,26,0.006236128889869787,59
RMSprop,26,1,18,1,52,16,0.009343721032884573,117
Adagrad,22,2,18,2,63,26,0.006505274773780624,119
AdamW,31,1,29,1,43,17,0.007328602957404547,62
Adagrad,26,1,30,1,33,25,0.007679187817258884,100
AdamW,20,1,19,1,44,28,0.002120481129993379,80
Adam,25,1,21,2,45,19,0.005353807106598986,103
SGD,21,1,24,1,58,25,0.004730898256455529,67
SGD,18,2,28,2,42,25,0.0019351578018097552,45
SGD,27,1,21,1,52,22,0.004797439858750829,91
AdamW,30,1,29,2,46,21,0.008398035753696756,45
Adagrad,30,1,17,2,59,25,0.0005324210990951226,114
Adam,19,2,22,1,49,26,0.003491834032222468,86
SGD,24,2,22,1,49,16,0.005668439638048996,115
Adam,29,1,25,1,44,31,0.007433679099536528,66
SGD,25,1,29,2,57,24,0.006146347384683294,117
Adadelta,28,1,31,1,42,18,0.008209137055837564,117
AdamW,20,1,22,1,63,20,0.005019708673581992,99
SGD,31,2,22,1,49,22,0.007771551533877732,74
Adadelta,23,1,24,1,44,20,0.000285919223129552,94
Adamax,18,1,31,2,38,31,0.004019995585963364,89
Adamax,25,2,21,1,45,26,0.0013380710659898478,114
Adagrad,26,1,19,1,59,26,0.009511763407636284,102
SGD,21,2,24,1,55,20,0.004349922754358862,73
Adadelta,16,1,17,2,45,23,0.0050884352240123595,57
RMSprop,22,2,26,2,48,29,0.0028079452659457074,32
Adamax,21,1,31,2,51,23,0.002872301920105937,40
Adamax,24,2,22,2,40,25,0.0018276980798940634,105
Nadam,24,1,26,1,59,21,0.0033247848157139702,77
Adamax,31,1,23,2,43,31,0.0033090929154711984,46
AdamW,23,2,17,1,51,29,0.00020726109026704924,51
Adadelta,17,1,22,2,35,28,0.006846523946148754,99
Adagrad,16,2,31,1,45,20,0.001994945928051203,60
Adadelta,18,2,28,2,36,29,0.003792562348267491,36
AdamW,27,1,16,2,44,29,0.002204700949017877,65
Adamax,18,2,18,1,46,26,0.006378349150297948,44
SGD,24,2,19,2,49,17,0.007950320017656146,42
Adagrad,28,2,25,1,40,29,0.005558199073052306,119
AdamW,26,1,19,1,37,29,0.008211322003972633,50
Nadam,28,2,21,2,45,31,0.008724387552416685,41
Adam,24,1,27,2,63,18,0.0025546899139262855,58
Adagrad,26,1,30,1,55,30,0.00531785477819466,36
Adadelta,27,2,23,1,52,24,0.00406707128669168,78
RMSprop,21,1,29,2,32,27,0.0026988964908408737,32
Adadelta,29,2,21,1,53,26,0.0010742882365923638,87
Adamax,19,2,17,1,36,30,0.004259148090929156,127
Adam,31,2,27,2,60,26,0.005466828514676672,80
Adamax,20,1,28,1,51,20,0.003681725888324873,57
SGD,20,2,18,2,34,30,0.007222533657029354,111
Adadelta,21,1,16,1,33,16,0.005189935996468771,49
Nadam,25,2,22,1,45,21,0.0026373206797616422,62
Adadelta,18,1,26,2,63,17,0.007601920105936881,54
AdamW,23,2,30,1,36,28,0.006753564334583978,127
Nadam,24,1,22,1,45,25,0.00021560361951004193,124
Adam,24,2,28,2,36,20,0.006155285808872215,36
AdamW,29,2,23,1,52,31,0.004025755903774002,117
Adam,29,2,21,1,46,29,0.0046603840211873766,44
Adadelta,19,2,16,1,34,23,0.002321496358419775,104
SGD,25,2,17,1,40,17,0.004011851688369014,91
Adam,25,2,25,1,43,31,0.006506069300375194,127
Adadelta,17,1,23,1,48,28,0.0020295078349150297,90
SGD,30,2,30,1,58,20,0.0048292209225336575,57
SGD,26,2,24,2,32,31,0.00010655484440520857,42
SGD,24,1,28,2,51,22,0.009728470536305451,91
AdamW,16,1,26,1,50,18,0.0011704259545354228,112
RMSprop,18,1,16,2,36,19,0.0029604943721032884,36
SGD,30,2,25,2,60,17,0.006057360406091372,85
AdamW,30,1,18,1,53,30,0.004728911939969102,70
Adam,17,2,24,1,35,29,0.008280048554403,66
Adam,28,2,18,2,60,21,0.0011050761421319798,57
AdamW,16,1,16,1,53,24,0.007110505407194881,63
SGD,25,1,30,1,58,22,0.008562900022070183,90
RMSprop,30,1,28,2,37,28,0.001388324873096447,118
Nadam,31,2,18,1,44,16,0.0016727653939527698,112
Nadam,26,2,30,1,32,19,0.009118075480026485,114
SGD,20,2,24,1,61,25,0.0010576031781063782,126
Adadelta,24,1,29,1,63,20,0.007931450011035093,95
Nadam,27,2,23,1,60,30,0.0059262635179872,113
SGD,22,2,25,2,46,28,0.0058928934010152294,112
Adadelta,22,1,27,1,54,28,0.0032783050099315825,35
Adam,30,1,18,2,63,18,0.0005222908850143457,43
SGD,17,2,17,1,45,22,0.007262657250055177,108
Adamax,29,2,28,2,51,31,0.00549543147208122,52
RMSprop,26,1,17,2,32,30,0.009812025316455697,88
Adagrad,30,1,26,2,39,18,0.00609728536746855,35
RMSprop,28,1,18,1,48,31,0.0020487751048333704,80
Nadam,26,2,27,1,35,31,0.00797495034208784,36
Adadelta,30,1,31,1,62,19,0.003165482233502538,79
RMSprop,22,1,20,2,61,19,0.0026754579563010375,69
Nadam,26,1,30,1,49,21,0.004924564113882145,104
Nadam,23,1,20,1,62,18,0.006025777973957184,59
Adamax,26,1,22,2,52,22,0.007982299713087618,53
RMSprop,21,1,30,2,61,25,0.009576517325093799,45
Nadam,26,1,23,1,55,17,0.001999315824321342,34
Adam,22,1,21,1,44,27,0.0026716839549768266,32
Nadam,24,1,16,1,33,18,0.0017742661664091812,114
Adadelta,21,2,23,1,42,30,0.0051686824100640036,95
SGD,31,2,25,1,38,27,0.0011513573162657252,42
