Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Adagrad,30,1,29,2,61,20,0.0063131979695431484,101
AdamW,30,2,29,1,55,16,0.0008045464577355994,68
Adamax,17,2,18,2,50,17,0.00742275435886118,91
RMSprop,26,2,27,1,61,30,0.006889428382255574,68
Adam,18,1,28,2,41,16,0.0015214080776870449,44
AdamW,16,1,18,2,32,25,0.00728589715294637,33
Adagrad,23,1,26,2,37,29,0.0011587066872655045,50
RMSprop,25,2,19,1,37,30,0.0035647318472743325,111
Nadam,18,2,26,1,56,16,0.003995365261531671,46
Adagrad,26,1,23,1,59,26,0.008446501875965571,125
AdamW,27,2,17,1,46,23,0.00962994923857868,108
RMSprop,18,2,29,1,54,18,0.008976252482895608,43
Adadelta,25,1,20,2,48,17,0.0038704259545354227,98
Adamax,28,2,31,1,37,17,0.006564467005076143,100
Adadelta,21,2,16,1,38,31,0.002149878613992496,94
SGD,16,1,16,1,56,21,0.00841094681085853,99
Nadam,21,1,26,2,47,17,0.007770558375634519,40
Adadelta,22,2,24,2,45,27,0.0033788126241447803,113
RMSprop,28,1,25,2,37,24,0.005852769807989407,123
Adamax,27,2,19,2,48,24,0.000879430589273891,68
SGD,24,2,25,2,45,29,0.007935224012359302,83
AdamW,21,2,18,1,50,22,0.005258066651953212,122
Adamax,18,2,18,2,54,17,0.0017853895387331716,99
Adadelta,23,1,30,2,56,21,0.003219708673581991,61
Adam,16,2,16,2,47,29,0.009291679540940189,45
AdamW,26,2,26,2,62,26,0.00578781725888325,92
SGD,19,2,19,1,35,27,0.00778982564555286,78
Adamax,27,1,19,1,56,16,0.0006559699845508719,91
Adamax,22,1,27,1,43,29,0.0006015449128227765,62
RMSprop,27,1,22,1,33,22,0.005317457514897374,113
SGD,28,1,16,1,34,23,0.0040700507614213205,35
Adam,22,1,24,2,51,21,0.004871132200397264,112
Adamax,22,2,27,2,63,29,0.008056985212977267,70
Adagrad,16,1,25,2,50,18,0.006066100198631649,108
RMSprop,17,1,20,2,34,27,0.0012824542043698966,42
Adadelta,28,1,24,1,50,29,0.0005248730964467006,42
RMSprop,28,2,17,2,33,16,0.001469763849039947,39
AdamW,24,1,28,1,35,20,0.00221900242772015,105
RMSprop,19,2,31,2,42,20,0.00745612447583315,122
AdamW,27,2,30,2,49,16,0.007093820348708895,47
SGD,18,2,23,1,38,18,0.007934032222467446,66
AdamW,20,2,24,1,43,26,0.0050262635179872004,57
Adamax,19,2,31,1,54,24,0.002987905539615979,104
SGD,22,2,27,1,51,31,0.00805559479143677,90
AdamW,17,2,24,1,56,28,0.005983469432796293,62
Adamax,18,1,31,1,56,18,0.00488483778415361,84
Adadelta,20,1,21,2,61,27,0.002946590156698301,114
Nadam,18,1,25,2,36,28,0.001530942396821894,120
Adamax,28,2,17,1,47,25,0.001966342970646656,54
Adadelta,30,1,25,1,42,17,0.009227720150077246,66
Adagrad,27,1,28,1,43,27,0.009291083645994262,86
AdamW,19,2,20,1,51,29,0.009512160670933568,110
Adadelta,30,1,17,2,62,26,0.007272588832487311,123
SGD,19,2,20,2,40,30,0.007939196645332157,74
Adam,21,2,30,2,41,22,0.0029380489958066654,59
Adamax,23,2,30,1,53,22,0.0021973515780180975,50
Adadelta,24,2,17,1,41,25,0.005381615537408961,89
Adam,22,1,29,2,41,26,0.009925513131758995,59
Adagrad,22,1,30,1,35,19,0.0030095563893180314,65
Adagrad,17,2,23,2,57,26,0.004464930478922976,113
Nadam,20,2,28,2,34,26,0.008719819024497904,127
RMSprop,25,1,16,1,33,31,0.006301478702273229,121
Nadam,22,2,21,1,46,30,0.002793643787243434,101
SGD,20,1,23,1,58,17,0.005153586404767161,123
AdamW,28,1,19,2,38,19,0.004630192010593688,119
Nadam,26,2,20,2,41,29,0.007929463694548665,88
Nadam,19,1,28,2,33,24,0.0009551092474067535,35
Adamax,30,1,21,1,60,22,0.008898190244979034,123
AdamW,21,1,17,1,43,24,0.005377642904436108,121
Adam,30,2,26,1,61,29,0.0027711984109468108,87
Adamax,16,1,28,2,33,22,0.004508232178327081,70
Nadam,17,2,27,1,39,17,0.002870514235268153,97
SGD,31,2,26,1,61,21,0.007406069300375194,88
Adagrad,21,1,22,2,57,23,0.007717920988744208,40
Adagrad,18,1,29,2,59,19,0.0020424050632911394,80
Nadam,24,2,24,1,32,30,0.006013065548444053,36
RMSprop,25,2,20,2,60,20,0.0065807548002648425,81
Adadelta,24,2,16,1,39,20,0.0016135731626572502,46
AdamW,29,1,31,1,54,22,0.007082696976384905,41
Nadam,18,2,22,1,47,18,0.0031899139262855885,115
RMSprop,23,2,20,1,40,20,0.006034120503200177,97
SGD,16,1,24,2,51,31,0.005097969543147209,54
Adam,21,1,26,1,49,29,0.004153277422202605,52
Adam,17,2,27,2,48,19,0.0027477598764069746,109
Adadelta,27,2,23,2,38,17,0.007169101743544472,72
Adadelta,27,2,27,2,59,26,0.0006462370337673803,101
Adagrad,27,1,27,2,36,26,0.007272787464135953,108
Adadelta,20,2,24,1,46,26,0.007705407194879718,114
Adagrad,28,1,25,1,44,23,0.004162215846391526,116
Nadam,18,2,28,1,36,29,0.008307856985212978,120
Nadam,30,2,21,1,33,18,0.0034282719046568088,72
SGD,28,1,19,2,61,23,0.0035271904656808653,125
