Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Adagrad,20,1,26,2,37,23,0.002589251820790113,74
SGD,18,1,22,2,51,23,0.0036900684175678656,69
Adam,24,1,29,1,42,31,0.0035444714191127788,51
RMSprop,19,2,18,2,45,19,0.003808850143456191,101
AdamW,27,1,23,1,32,23,0.008431604502317369,44
SGD,16,1,18,2,46,24,0.005649172368130656,48
AdamW,29,2,29,1,59,27,0.0017107040388435225,124
Adamax,17,1,18,2,60,28,0.009029088501434562,44
Adagrad,22,2,31,2,50,27,0.0008841977488413155,122
Adagrad,18,1,28,1,42,17,0.007067005076142133,33
Adamax,29,1,25,2,57,28,0.0033090929154711984,120
Nadam,31,2,23,2,53,21,0.003358552195983227,76
Adadelta,25,2,23,1,55,23,0.007577687044802472,54
Adadelta,20,1,17,2,36,27,0.0019738909732950785,102
SGD,16,1,28,1,45,27,0.0070727653939527705,65
Adagrad,16,2,28,2,41,26,0.005041558154932686,42
Adamax,25,1,17,1,62,16,0.009578305009931584,77
Adam,17,2,16,1,53,28,0.004000132421099096,39
SGD,25,2,19,2,52,24,0.00983930699624807,91
Adam,16,2,24,1,52,18,0.0056146104612668285,107
Nadam,18,2,25,1,60,16,0.005976517325093799,62
SGD,24,2,19,1,44,28,0.0008923416464356655,68
Adam,19,1,17,2,52,26,0.0009376296623261974,126
RMSprop,16,2,29,1,50,25,0.008631427940851909,70
Adam,18,1,17,2,35,31,0.004596027367027147,41
Adagrad,28,1,30,2,63,18,0.00034550871772235715,90
RMSprop,25,1,22,1,57,26,0.0014934010152284265,75
Adam,30,2,21,1,36,26,0.007946347384683293,47
SGD,18,1,31,2,53,18,0.0045793423085411615,115
RMSprop,25,2,18,2,34,16,0.002741602295299051,63
RMSprop,27,2,20,1,46,31,0.0009388214522180535,87
Adamax,25,2,26,1,32,24,0.0012490840873979256,114
Nadam,26,1,30,1,52,17,0.004592849260648864,83
Adamax,17,2,18,2,32,25,0.0076899139262855895,126
SGD,26,2,26,2,44,23,0.008545023173692342,101
AdamW,17,2,23,2,47,16,0.007413617303023616,123
Nadam,31,1,29,2,61,21,0.0017891635400573828,109
Adam,25,2,24,1,32,18,0.003934385345398367,117
Nadam,29,1,19,1,51,24,0.000692319576252483,72
Adam,20,1,21,1,50,31,0.004286161995144561,78
Adagrad,29,2,26,1,62,30,0.007898874420657691,106
Adagrad,21,2,31,2,48,18,0.002965658794967998,64
RMSprop,31,1,31,1,62,17,0.00417214742882366,47
Adam,30,1,28,2,54,26,0.00018739792540278083,112
Nadam,17,2,25,1,36,25,0.006059545354226441,45
Nadam,29,1,25,2,36,30,0.007880600308982565,43
Adam,19,2,17,1,33,27,0.002013815934672258,95
Adam,16,2,21,2,48,18,0.0029215625689693226,50
SGD,19,1,29,2,63,19,0.00029306996248068865,119
Adamax,30,2,27,2,32,22,0.008518406532774223,122
Nadam,28,2,31,2,59,25,0.0038070624586184067,33
RMSprop,23,2,30,1,57,31,0.0003041933348046789,116
Adadelta,24,1,22,1,59,27,0.0023272566762304126,73
RMSprop,21,2,26,1,42,25,0.006603597439858751,70
AdamW,20,1,18,2,59,23,0.008579386448907525,72
AdamW,31,2,16,2,36,18,0.007883579783712206,96
Nadam,29,2,31,1,50,16,0.008147759876406974,77
SGD,18,2,26,1,41,19,0.000829176782167292,110
Adagrad,19,1,27,2,45,17,0.009283734274994482,84
Nadam,28,1,19,2,36,16,0.0014739351136614435,69
Adam,31,2,24,2,63,23,0.0021465018759655704,47
Adadelta,19,2,31,2,58,16,0.00817040388435224,38
Adam,22,2,30,1,38,24,0.0024023394394173474,124
Adadelta,21,1,25,1,45,19,0.007613440741558155,41
RMSprop,24,1,24,2,60,17,0.005135908188037961,66
Adamax,25,2,21,1,34,28,0.0033277642904436106,45
Nadam,23,1,26,2,43,23,0.005557603178106379,104
RMSprop,24,2,19,1,38,24,0.003532950783491503,39
Adam,19,2,17,2,52,29,0.00800534098433017,73
AdamW,23,2,24,1,51,28,0.00017607592143014788,51
RMSprop,28,1,17,1,40,29,0.009131383800485544,73
SGD,24,1,18,1,40,17,0.0010123151622158464,118
Adamax,20,1,25,1,45,27,0.00671006400353123,101
RMSprop,27,1,25,2,43,19,0.004387464135952329,114
