Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Adadelta,27,2,26,2,47,25,0.0027966232619730746,83
Adamax,21,1,22,2,51,18,0.004943632752151843,52
Adam,22,1,27,2,42,23,0.005113264180092695,83
Adadelta,21,2,22,1,39,19,0.006688810417126463,58
Adagrad,19,1,30,1,48,20,0.0047495696314279415,70
Adadelta,29,1,23,2,57,23,0.0013426395939086296,50
Adagrad,23,2,19,1,43,23,0.0016304568527918785,80
Adagrad,21,2,24,1,32,21,0.004580335466784375,56
Adadelta,28,1,29,2,43,16,0.005852769807989407,104
Adadelta,16,1,19,1,58,16,0.0038310968881041713,104
Adam,18,1,30,2,63,25,0.005726241447804018,103
Adam,22,2,24,2,39,17,0.0020920768042374752,108
RMSprop,22,1,25,1,60,21,0.004006687265504304,47
Adadelta,30,1,20,2,61,21,0.006638953873317149,68
Adadelta,22,1,29,2,54,25,0.00411077024939307,114
RMSprop,30,1,19,1,44,24,0.003695431472081218,57
RMSprop,30,2,26,2,55,29,0.007581659677775327,33
Adamax,22,1,23,2,52,18,0.002952747737806224,93
AdamW,19,1,24,2,47,28,0.008160075038622821,110
Adagrad,22,1,23,1,40,22,0.008594283822555728,53
AdamW,17,2,20,1,60,22,0.00422915471198411,62
Adamax,22,2,18,1,47,30,0.008908519090708453,64
RMSprop,18,2,24,2,47,27,0.0010854116089163543,49
Adadelta,28,2,22,1,43,22,0.003558375634517767,53
Nadam,20,2,19,1,32,29,0.008636989627013906,72
SGD,23,2,23,2,37,30,0.005011366144338999,61
Adamax,30,1,27,1,32,18,0.004609534319134849,109
Adam,18,2,22,2,53,17,0.004039262855881704,108
Adadelta,29,1,23,1,58,20,0.005734981240344296,105
SGD,25,1,20,1,38,28,0.002764643566541602,47
Adadelta,19,1,29,1,62,21,0.005905804458177003,36
Adam,29,2,18,2,61,30,0.008330302361509601,67
RMSprop,25,2,17,1,58,29,0.002978967115427058,115
SGD,21,1,20,1,35,23,0.005524828956080335,73
Nadam,21,1,28,1,60,16,0.0072431913484881935,41
SGD,31,2,26,1,39,31,0.0043834915029794756,78
Adadelta,26,1,20,2,56,19,0.009106554844405208,75
AdamW,26,1,20,2,59,19,0.004917016111233724,70
Adagrad,27,2,28,2,40,26,0.006243279629220923,122
Adamax,22,1,28,2,50,26,0.004768836901346282,39
SGD,27,2,23,1,40,22,0.0059371882586625475,58
Adamax,18,2,30,2,47,30,0.007491878172588833,96
Adam,23,1,22,1,38,28,0.006622666078128449,52
Adagrad,21,2,17,2,54,25,0.005603089825645554,57
Adam,24,1,29,2,38,20,0.0026343412050320015,66
Adadelta,28,1,27,1,47,29,0.006881284484661224,122
Adam,19,2,19,2,44,29,0.008421474288236593,83
RMSprop,28,1,19,1,47,20,0.0011283160450231739,91
RMSprop,30,2,20,2,50,20,0.008593092032663872,96
Adagrad,31,2,18,1,57,18,0.001839814610461267,79
