Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
AdamW,24,1,20,1,62,18,0.00753378945045244,42
AdamW,20,1,17,1,58,27,0.005179209887442066,52
Adam,24,1,27,2,53,28,0.0023512911057161777,113
Adam,18,1,25,2,47,31,0.008353343632752152,68
Adam,21,1,31,1,63,27,0.006606576914588392,105
Adagrad,31,2,20,2,62,16,0.008668174795850806,77
RMSprop,20,1,27,1,44,24,0.003363120723902008,101
Adam,23,2,22,1,51,30,0.006410130214080777,48
Nadam,30,2,19,1,59,26,0.009906841756786583,71
SGD,30,1,24,1,37,28,0.0001794526594570735,63
Adagrad,18,1,25,1,58,31,0.007284308099757228,65
Adamax,20,2,29,2,37,26,0.001250673140587067,36
Nadam,21,1,28,2,53,20,0.008628647097770913,78
Adadelta,27,2,29,2,40,16,0.004833392187155154,113
RMSprop,27,1,25,2,55,23,0.00476128889869786,58
SGD,16,1,22,1,34,25,0.00559315824321342,81
Adadelta,23,2,24,2,44,28,0.00364815713970426,74
AdamW,21,1,16,2,41,25,0.008159876406974178,94
AdamW,27,1,28,1,62,19,0.004566629883028029,121
Adagrad,30,2,23,2,44,16,0.007275171043919666,61
Adagrad,31,1,22,1,61,31,0.006950011035091592,115
RMSprop,21,2,26,2,55,21,0.006385897152946371,124
SGD,23,2,24,1,59,29,0.007255903774001325,107
Adagrad,22,2,22,1,56,29,0.003144824542043699,114
Adam,16,1,31,2,33,20,0.002001103509159126,55
AdamW,16,2,26,2,58,19,0.004417060251600089,115
Adagrad,24,2,22,1,60,31,0.0014556610019863165,46
Adagrad,29,1,17,1,40,17,0.0011753917457514899,78
RMSprop,30,1,26,1,60,28,0.008790730523063341,107
RMSprop,29,2,31,1,46,26,0.002291105716177444,43
Adagrad,29,2,24,2,43,20,0.005689891856102406,99
Adam,23,2,19,2,46,23,0.0026909512248951667,91
Adadelta,28,2,20,2,32,18,0.009017965129110572,51
Adadelta,28,2,24,2,47,24,0.0013871330832045908,35
Adam,17,2,23,1,34,20,0.0069728536746855,112
Adadelta,30,2,17,1,47,20,0.009349679982343853,97
Nadam,26,2,23,1,39,30,0.0034699845508717724,92
Nadam,26,1,21,2,49,30,0.0036551092474067536,36
Adagrad,30,2,26,2,42,20,0.001693423085411609,103
Adadelta,26,1,25,2,58,20,0.0055089384241889215,59
Nadam,24,2,31,1,44,29,0.0014387773118516886,106
AdamW,21,1,28,1,34,17,0.0009195541822997132,34
Adamax,29,1,18,2,48,16,0.0013595232840432577,86
