Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Adam,26,1,28,1,63,27,0.00411077024939307,76
Adadelta,22,1,16,1,38,23,0.007611255793423086,80
Adadelta,27,2,20,1,41,28,0.00666120061796513,32
Adagrad,27,1,24,2,42,23,0.00549324652394615,113
RMSprop,22,1,19,2,60,27,0.006525137938644891,41
AdamW,28,2,28,1,50,18,0.005906797616420217,70
AdamW,27,1,19,1,34,18,0.009726682851467668,55
AdamW,19,1,21,2,39,27,0.004979585080556169,124
RMSprop,22,1,24,1,43,17,0.009229309203266388,89
Adamax,30,1,31,1,47,22,0.0014344074155815494,33
RMSprop,31,2,30,2,38,29,0.008924806885897153,46
SGD,19,1,20,2,58,28,0.0005626131096888104,47
AdamW,23,2,29,2,32,18,0.0017132862502758776,65
AdamW,30,1,19,2,42,22,0.006267314058706688,34
Adadelta,20,1,22,1,42,30,0.0022305230633414257,36
Nadam,22,1,25,2,42,21,0.00504473626131097,103
Nadam,18,1,24,1,41,27,0.006604391966453322,90
Adagrad,21,2,20,2,49,30,0.0011026925623482675,56
Adamax,17,1,28,1,37,22,0.0033069079673361287,77
Adadelta,28,1,27,2,51,30,0.0052399911719267275,117
Adadelta,21,1,28,1,63,25,0.0019055616861619953,68
Nadam,21,1,16,2,49,21,0.005637850364158023,34
Adagrad,27,1,31,1,61,25,0.004382299713087619,88
Nadam,27,1,31,2,52,30,0.00836883690134628,118
RMSprop,18,2,24,1,50,30,0.009658949459280513,37
SGD,19,1,28,2,59,25,0.005170867358199073,74
Adadelta,24,2,29,1,39,24,0.00962696976384904,42
AdamW,29,1,30,1,32,23,0.0017184506731405874,73
RMSprop,17,2,18,2,48,27,0.0013056941072610905,85
RMSprop,23,2,27,1,47,30,0.006473295078349151,124
Nadam,22,2,22,2,45,24,0.00636067093356875,76
Adadelta,27,1,17,2,62,22,0.0008263959390862946,40
Nadam,21,2,25,2,39,22,0.007875237254469213,42
Nadam,29,2,26,1,56,28,0.00984387552416685,75
AdamW,27,2,28,2,53,22,0.004349922754358862,79
Adagrad,20,1,21,1,44,25,0.0035746634297064666,59
RMSprop,30,1,17,1,56,17,0.007667269918340323,118
RMSprop,22,1,24,1,46,22,0.007898874420657691,118
Adadelta,30,2,26,2,40,28,0.007354226440079454,118
SGD,24,1,22,1,37,26,0.009063253145001103,106
SGD,24,2,20,2,47,30,0.000958684617082322,44
Adadelta,20,2,27,1,55,27,0.008257801809755022,79
Adam,21,2,22,1,33,22,0.005778878834694328,54
Adagrad,18,1,21,1,32,22,0.0008023615096005298,86
AdamW,20,1,23,1,37,22,0.0016364158022511587,53
Adamax,30,1,22,2,44,22,0.0014429485764731848,99
Adadelta,26,1,21,2,37,31,0.0006718605164422865,109
Adam,29,2,23,1,50,18,0.009646634297064666,106
Adagrad,16,2,31,1,35,19,0.006505870668726551,62
AdamW,22,1,22,1,61,18,0.004545376296623263,83
Adadelta,26,1,22,1,52,24,0.007887949679982343,126
RMSprop,19,2,19,2,55,19,0.005057845950121387,47
SGD,18,1,29,2,46,28,0.00916952107702494,57
AdamW,28,2,21,2,62,27,0.0015889428382255574,55
Nadam,31,1,27,1,32,26,0.009876848377841536,50
SGD,27,1,16,1,33,31,0.009851423526815272,97
