Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Adamax,25,1,16,2,40,26,0.005198874420657692,43
Adadelta,25,1,29,2,47,21,0.004423217832708012,114
RMSprop,19,2,19,1,37,16,0.0003347826086956522,87
AdamW,25,2,25,2,42,22,0.0026339439417347164,111
Adagrad,28,2,20,1,42,27,0.006341403663650409,90
Adamax,23,1,23,2,60,19,0.009075965570514235,97
Adadelta,22,1,21,2,38,21,0.0043288677996027375,118
RMSprop,27,2,24,1,50,17,0.0019000000000000002,109
AdamW,25,2,31,1,61,21,0.0012723239902891195,126
Adadelta,19,2,21,1,50,24,0.006166210549547561,67
Adamax,30,2,28,1,43,26,0.0014123593025822116,97
SGD,25,1,22,1,50,16,0.0033698741999558597,70
Adadelta,18,1,24,1,60,24,0.009066232619730743,51
Adagrad,30,1,16,1,40,28,0.0026466563672478483,69
Nadam,31,2,25,1,39,27,0.0009350474508938425,34
Adamax,16,2,25,2,37,16,0.004075612447583315,34
Adagrad,25,2,31,2,62,24,0.00023884352240123596,117
Adamax,17,2,30,2,54,27,0.0033968881041712647,103
Adamax,28,2,25,1,46,30,0.005654535422644009,94
SGD,28,1,24,1,58,28,0.004101633193555507,63
Adagrad,30,2,17,1,35,27,0.008540256014124918,81
AdamW,27,1,21,2,39,22,0.0017228205694107262,38
Adamax,23,2,28,1,48,27,0.0068941955418229985,34
RMSprop,21,2,19,2,63,27,0.002980754800264842,102
AdamW,19,1,29,1,37,26,0.009601544912822776,120
SGD,29,2,18,2,57,26,0.007824983447362615,100
Adadelta,20,1,25,1,44,17,0.006574994482454205,125
RMSprop,28,1,24,2,55,16,0.0015428602957404548,63
RMSprop,30,2,24,2,46,20,0.0030623924078569853,124
AdamW,22,2,19,1,58,31,0.0038543367909953654,46
Adagrad,17,1,29,2,37,22,0.005245552858088723,97
Adamax,29,2,23,2,34,26,0.008098896490840874,80
Adagrad,29,2,25,1,39,18,0.0016842860295740456,122
AdamW,31,2,23,1,61,19,0.002788280732730082,67
SGD,20,2,30,2,49,29,0.0018644449348929597,41
Adadelta,30,2,23,1,55,20,0.00787722357095564,47
Nadam,24,2,27,1,38,19,0.009698477157360406,86
SGD,25,1,16,1,40,27,0.0012496799823438535,117
SGD,30,2,31,2,47,26,0.0038910836459942616,33
Adamax,25,2,23,1,61,17,0.008991348488192451,91
Adamax,25,1,28,2,37,25,0.004419046568086516,71
SGD,24,2,21,1,49,24,0.008630434782608696,76
Adamax,17,2,23,2,54,23,0.005245354226440081,74
SGD,16,1,20,2,61,16,0.0014336128889869788,104
Adagrad,23,2,18,1,56,28,0.003563142794085191,33
Adamax,26,2,26,2,41,23,0.009081129993378945,78
Adadelta,28,1,26,1,50,29,0.005582034870889429,47
Adam,29,1,22,1,52,20,0.003715294636945487,57
SGD,28,1,16,2,62,19,0.003209777091149857,122
AdamW,18,2,25,1,38,17,0.004618075480026485,100
Adadelta,23,1,20,2,63,16,0.007705407194879718,58
Adadelta,22,1,31,1,36,20,0.00012661664091811962,85
Nadam,31,2,26,1,32,24,0.006559302582211434,69
Adadelta,27,2,22,1,55,16,0.004341977488413154,84
Adam,22,2,19,2,63,27,0.0009489516662988304,32
Adam,23,2,17,1,55,19,0.0041588391083646,110
Nadam,26,1,23,2,37,27,0.006887839329066433,105
SGD,25,1,30,2,47,22,0.0032878393290664315,76
AdamW,29,1,22,1,46,31,0.003511697197086736,69
Adam,16,2,24,1,54,18,0.008298719929375413,47
AdamW,31,2,29,1,45,18,0.0031909070845288017,118
Adam,19,1,17,2,42,16,0.008034341205032002,94
Adadelta,19,2,23,1,53,23,0.006599624806885898,76
SGD,31,2,27,2,38,18,0.003722445376296623,65
Nadam,18,1,18,2,34,23,0.00980017656146546,107
Adam,18,1,19,1,61,29,0.007540344294857648,58
RMSprop,23,2,31,1,33,29,0.004768439638048996,61
Adagrad,23,1,24,1,55,25,0.0029859192231295522,83
Adamax,20,1,25,2,32,17,0.008000772456411388,90
Adagrad,24,1,22,1,56,16,0.0041854557492827195,82
Adadelta,28,1,22,2,61,20,0.005549856543809314,35
SGD,31,2,19,2,43,31,0.0038569190024277202,77
Adagrad,17,2,27,2,43,17,0.007936614433899801,101
Adamax,20,2,28,2,61,29,0.003711520635621276,67
Adam,28,1,22,2,44,26,0.0022535643345839773,32
Adadelta,16,1,30,2,33,29,0.004009468108585302,126
AdamW,28,1,24,1,45,21,0.004631383800485544,33
AdamW,25,1,16,2,57,16,0.002786890311189583,60
SGD,17,1,31,1,55,24,0.009663319355550651,105
SGD,27,1,26,1,47,31,0.008094526594570734,72
Nadam,23,2,23,1,53,19,0.004911851688369015,123
RMSprop,22,1,30,1,47,22,0.005796755683072171,86
SGD,28,2,18,2,60,17,0.0027942396821893623,98
Adagrad,16,1,23,1,33,28,0.0037732950783491504,122
AdamW,26,1,27,2,59,23,0.00730734937099978,50
Nadam,29,2,19,2,63,21,0.006259170161112338,53
Adagrad,24,2,29,2,49,25,0.008726771132200398,49
Nadam,20,2,29,2,53,16,0.00920209666740234,74
AdamW,18,1,27,2,41,20,0.008617126462149636,49
Adagrad,25,1,24,2,33,16,0.00020110350915912605,99
SGD,27,1,30,2,59,30,0.005905605826528362,51
AdamW,22,1,28,2,61,30,0.006001942176120062,35
Nadam,18,1,31,2,48,19,0.0023530787905539615,90
SGD,22,2,29,2,46,23,0.006286184065327743,114
SGD,24,1,29,1,62,19,0.005093798278525712,68
Adamax,21,2,30,1,44,22,0.005919112778636063,82
Adagrad,21,2,16,1,57,31,0.0013990509821231517,56
AdamW,20,2,23,1,38,31,0.0029781725888324874,83
AdamW,28,2,23,1,50,28,0.0015809975722798502,101
SGD,29,1,22,2,48,17,0.0015378945045243875,112
Adagrad,17,2,26,2,49,22,0.0069031339660119186,127
Adadelta,21,1,29,1,44,26,0.0018857594936708862,69
Adadelta,26,1,30,1,32,18,0.008109225336570294,118
Adamax,18,1,30,1,54,24,0.0037709114985654386,32
Adadelta,17,2,22,2,46,17,0.009736614433899803,107
SGD,31,2,20,2,59,24,0.0019307879055396162,110
RMSprop,27,1,19,2,42,21,0.0017774442727874643,47
RMSprop,16,2,31,2,44,29,0.008281836239240786,104
Adagrad,23,2,19,1,54,22,0.0015380931361730305,117
SGD,21,2,21,1,32,18,0.001201611123372324,124
AdamW,23,2,24,1,36,16,0.0009118075480026486,45
Adagrad,31,1,31,1,38,23,0.005792187155153388,58
SGD,17,2,26,1,61,26,0.001455462370337674,69
RMSprop,16,1,22,2,47,17,0.003905981019642463,54
Adagrad,16,2,28,2,52,23,0.001087993820348709,90
Adagrad,27,2,24,2,47,26,0.003785610240564997,97
Adam,22,2,16,1,52,16,0.007657536967556832,67
AdamW,31,2,26,2,62,18,0.007235841977488415,113
Adadelta,26,1,21,1,53,20,0.005010770249393071,107
Adadelta,19,2,18,2,62,22,0.004397991613330391,100
Adam,27,2,27,2,32,31,0.00788616199514456,47
Adadelta,28,1,28,1,51,29,0.0016910395056278968,32
Nadam,27,2,19,2,51,20,0.0077161333039064235,83
AdamW,16,1,26,2,54,23,0.007685345398366808,41
AdamW,18,1,28,2,41,31,0.0010216508497020527,126
AdamW,21,2,29,1,55,27,0.0018572941955418232,56
Adagrad,31,2,26,1,32,17,0.0071627455307879066,46
Adamax,25,1,18,1,33,26,0.006916640918119621,54
RMSprop,19,1,23,2,38,25,0.009792231295519753,104
RMSprop,16,1,28,1,38,31,0.009678216729198852,124
Adagrad,19,2,30,2,49,24,0.009070006621054956,58
AdamW,26,1,19,1,63,24,0.0003502758772897815,110
Adamax,29,1,31,1,40,20,0.00474579563010373,55
AdamW,27,1,23,1,54,31,0.006753167071286692,127
RMSprop,21,2,24,2,63,23,0.008335069521077026,98
Adam,29,2,17,1,38,25,0.009940211873758553,60
Adagrad,21,1,17,2,63,19,0.004835577135290223,112
Adagrad,29,2,19,1,57,30,0.0058928934010152294,83
Adagrad,23,1,18,2,61,20,0.0042577576693886565,63
RMSprop,30,2,22,1,56,27,0.008990156698300595,52
Adam,25,2,28,2,45,30,0.005427102184948135,59
Adadelta,27,1,18,2,36,19,0.0051341205032001775,83
AdamW,25,2,29,2,38,26,0.00894764952549106,117
Adamax,30,1,27,1,52,26,0.0023244758331494152,41
AdamW,24,1,20,1,38,25,0.006240300154491283,84
Adamax,28,2,31,2,62,30,0.002027521518428603,81
Adamax,27,2,17,2,37,26,0.007593974839991173,76
Adamax,16,1,21,1,42,17,0.0038704259545354227,47
Adagrad,26,2,28,1,53,21,0.0063118075480026485,111
SGD,21,1,19,2,59,19,0.005658508055616862,79
Adadelta,27,2,26,2,56,18,0.005842242330611345,113
AdamW,28,2,16,1,34,27,0.0044804237475171045,70
Adam,29,1,30,1,62,31,0.002157625248289561,108
Adamax,16,2,25,2,35,26,0.005969962480688591,82
Adamax,21,2,26,2,38,22,0.009119068638269697,96
Adam,30,1,19,1,38,16,0.009440057382476275,40
Adam,23,2,20,1,54,28,0.0011156036195100422,70
Nadam,20,1,21,1,61,18,0.0006736482012800707,81
Adam,17,2,25,2,42,24,0.0096388876627676,98
Adagrad,31,1,21,1,47,18,0.007368329287133084,66
RMSprop,24,2,17,1,33,31,0.0023197086735819907,113
Adadelta,27,2,23,2,42,23,0.003559964687706908,46
Adagrad,29,1,29,2,46,31,0.003274531008607372,42
Adamax,18,1,23,2,36,24,0.0076257559037740015,114
Adagrad,25,2,28,1,60,19,0.0059189141469874204,99
Adadelta,25,1,29,2,51,16,0.005326594570734938,100
Adagrad,17,2,28,2,44,26,0.0018195541822997132,43
Adamax,19,1,25,1,37,18,0.00510988744206577,87
Adamax,19,1,31,2,34,18,0.00870035312293092,34
Adadelta,23,2,20,2,62,18,0.001684087397925403,98
Adagrad,29,2,18,2,42,16,0.0014312293092032665,45
RMSprop,28,2,21,2,45,20,0.00947362613109689,106
Adadelta,18,1,20,1,36,20,0.004827433237695873,40
Adagrad,30,2,27,2,43,23,0.009646832928713309,118
Adadelta,18,2,28,2,35,28,0.0005713529022290885,116
Adam,25,1,22,2,49,29,0.007511741337453102,49
Adadelta,25,1,24,2,57,24,0.0007131758993599648,72
SGD,24,2,31,2,37,25,0.0004690576031781064,36
AdamW,26,2,23,2,35,26,0.002758684617082322,88
Adagrad,17,1,19,2,34,20,0.005774310306775547,63
Adamax,26,1,27,1,45,18,0.0019997130876186274,42
SGD,30,1,30,1,34,30,0.008835819907305231,102
AdamW,26,1,20,1,42,17,0.0022396601191789892,110
AdamW,18,2,26,2,59,25,0.0009694107261090267,34
Adagrad,22,2,22,1,39,21,0.005791392628558817,54
Adagrad,31,2,29,1,36,31,0.002328051202824983,102
Adagrad,27,2,16,2,38,25,0.002255352019421761,37
Adadelta,26,2,30,2,63,18,0.006069079673361289,104
