Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Adadelta,23,2,22,2,52,17,0.001569675568307217,42
AdamW,21,2,24,1,60,18,0.0018145883910836462,60
AdamW,19,2,28,1,46,24,0.0013066872655043038,127
RMSprop,25,2,20,1,57,27,0.006960737144118297,32
AdamW,23,1,20,1,42,27,0.00944859854336791,64
AdamW,30,2,22,1,43,21,0.006458000441403664,114
Adam,22,2,21,1,55,25,0.00404746835443038,95
Nadam,21,1,17,1,38,25,0.0028351578018097554,70
Adagrad,19,1,21,2,57,29,0.0009376296623261974,108
Adam,21,1,18,2,56,29,0.001347406753476054,104
Adam,31,1,19,2,58,23,0.00810147870227323,119
AdamW,18,1,22,1,41,20,0.005643610681968661,88
Adam,29,2,17,1,37,18,0.00239737364820128,97
Adamax,28,2,23,2,47,23,0.009510968881041713,106
Adadelta,20,1,21,2,38,21,0.00401304347826087,72
RMSprop,22,2,30,1,32,26,0.002455374089604944,43
RMSprop,17,2,31,1,57,17,0.003663650408298389,124
Adamax,27,2,21,2,53,26,0.0027004855440300153,38
Adamax,29,2,29,2,53,23,0.007844846612226881,72
SGD,23,1,16,1,46,22,0.000642661664091812,67
Adadelta,23,2,16,1,52,30,0.004690576031781064,46
RMSprop,16,2,21,2,63,21,0.0028927609799161333,83
Adagrad,24,1,25,2,34,31,0.005456499668947253,115
Adadelta,28,2,17,2,44,18,0.00841094681085853,76
Adam,23,1,17,1,63,19,0.009595784595012138,115
Adagrad,30,1,18,1,35,23,0.004630986537188259,83
Adam,19,2,26,2,45,20,0.005798146104612669,35
Adam,23,1,22,2,53,19,0.004635952328404327,35
RMSprop,20,1,23,2,53,16,0.00533414257338336,83
Adagrad,24,1,19,2,53,29,0.006419068638269698,76
AdamW,31,1,28,1,43,21,0.004545773559920548,109
Nadam,17,1,17,2,52,19,0.005751467667181639,85
Adamax,27,2,28,1,62,23,0.004434539836680645,81
Adadelta,16,2,27,2,46,31,0.00047024939306996254,84
RMSprop,23,2,23,2,59,26,0.0003188920768042375,82
Adam,20,2,18,2,38,18,0.006641337453100861,67
Adam,27,2,19,1,47,23,0.002639902891193997,81
Adamax,23,2,30,2,45,29,0.004054954756124477,102
Adamax,30,2,28,2,32,21,0.00951593467225778,48
Adamax,24,2,23,2,38,16,0.00841472081218274,73
Adagrad,25,1,19,2,35,17,0.009614058706687266,37
RMSprop,20,2,30,2,56,19,0.002761664091811962,99
Adadelta,28,1,30,2,39,20,0.0025258883248730963,79
Adamax,28,1,29,2,60,31,0.001977466342970647,68
Adadelta,16,1,22,2,42,24,0.009286316486426837,59
Adadelta,20,1,29,1,52,25,0.0083126241447804,127
Nadam,25,2,20,2,55,16,0.00443493709997793,127
SGD,18,1,22,1,49,21,0.007787442065769147,52
Nadam,20,2,31,1,42,26,0.009062657250055176,107
RMSprop,25,1,29,1,45,19,0.005135908188037961,89
Nadam,19,1,26,1,57,27,0.0048643787243434124,48
Adadelta,26,2,22,1,38,29,0.0068862502758772915,89
Adamax,26,2,26,1,46,21,0.0071345398366806445,86
Adadelta,30,2,23,1,56,26,0.002570779077466343,41
RMSprop,26,1,16,1,46,18,0.0009151842860295743,113
SGD,16,1,21,2,60,29,0.009415427058044582,97
Adamax,17,2,25,2,45,19,0.009514544250717282,59
AdamW,16,2,16,2,48,18,0.0031589273890973296,101
Adamax,17,1,26,2,36,23,0.008887464135952329,109
Adadelta,17,1,16,2,35,24,0.009112315162215846,51
Adadelta,22,2,31,2,42,27,0.004406930037519312,99
Nadam,30,2,19,1,62,25,0.003101324210990951,56
SGD,25,2,26,1,48,18,0.004062900022070184,50
AdamW,26,2,18,1,62,29,0.005649172368130656,107
RMSprop,17,1,28,2,36,19,0.0062045464577356,54
Adagrad,16,2,24,1,47,23,0.0015086956521739134,121
Adagrad,20,2,24,2,62,18,0.00559395276980799,73
Adam,30,1,20,1,60,22,0.009054711984109468,118
AdamW,28,2,21,2,51,25,0.009654182299713088,57
Adagrad,18,2,23,2,52,25,0.006682056941072612,120
SGD,24,2,26,1,41,24,0.004108188037960716,84
Adagrad,19,1,20,1,62,21,0.008813970425954536,91
Adamax,28,2,24,2,42,26,0.0024406753476053852,66
SGD,24,1,23,2,59,27,0.005462855881703818,123
Nadam,22,2,22,1,38,21,0.004450033105274774,85
AdamW,17,1,30,1,40,31,0.0028784595012138602,45
SGD,20,2,22,2,58,17,0.006737673802692563,65
Adadelta,24,2,25,1,51,27,0.003156146546016332,51
Adadelta,27,1,18,1,32,23,0.0024871551533877734,99
Adam,30,2,30,2,62,22,0.005173449569631428,53
AdamW,19,1,16,2,32,25,0.007768572059148092,107
Adagrad,20,2,30,2,40,25,0.007817236813065549,43
RMSprop,30,1,18,1,41,21,0.0045346501875965575,38
AdamW,28,1,16,1,41,17,0.002138755241668506,37
Adagrad,29,1,28,2,45,20,0.0006118737585521961,52
RMSprop,23,1,22,2,33,26,0.007956080335466785,104
SGD,28,2,21,2,48,27,0.004316354005738248,60
RMSprop,22,2,21,1,48,20,0.0015958949459280514,124
Adamax,20,1,30,2,52,20,0.004711829618185831,117
Adam,27,2,24,2,41,24,0.008373604060913706,117
Adadelta,18,1,21,2,38,22,0.00982818362392408,115
AdamW,21,2,25,2,43,17,0.005458684617082322,33
Adamax,19,2,20,2,61,24,0.0004883248730964468,124
RMSprop,31,2,19,1,38,27,0.0015730523063341426,94
Nadam,20,1,23,2,53,19,0.008977047009490178,45
Adam,22,2,16,1,40,20,0.004060317810637829,108
Adam,22,2,27,2,40,21,0.003895453542264401,63
AdamW,29,1,29,2,56,20,0.007579673361288899,52
RMSprop,25,2,23,1,41,31,0.002074597219156919,125
Adagrad,21,2,25,1,58,23,0.008914875303465018,91
SGD,16,1,31,1,43,30,0.006299889649084088,41
Adamax,22,2,17,1,48,23,0.003929816817479586,50
Adamax,27,2,19,2,47,16,0.0017929375413815937,49
Adam,16,1,20,1,50,29,0.008963937320679762,59
Adam,23,1,16,1,60,17,0.00610086073714412,89
Adamax,17,1,20,1,56,28,0.004136989627013905,61
Adadelta,30,1,19,1,45,30,0.003344052085632311,44
Adagrad,19,1,27,2,39,21,0.00772328404325756,104
Nadam,22,2,16,2,55,31,0.003935179871992938,116
AdamW,17,1,20,2,41,20,0.008076649746192894,100
Adam,23,1,31,2,45,25,0.0006945045243875525,110
Adamax,29,1,16,1,50,21,0.00012780843080997573,54
Adadelta,20,1,23,1,35,22,0.008166629883028029,95
Adamax,28,1,29,1,46,22,0.002277400132421099,39
RMSprop,27,1,27,2,61,17,0.000526462149635842,53
Adadelta,25,1,17,1,37,17,0.0061876627676009715,57
Adadelta,20,1,20,2,56,25,0.0038185830942396824,65
Adam,24,1,21,2,34,27,0.0017204369896270141,121
RMSprop,20,1,28,2,58,18,0.0058567424409622605,48
SGD,16,2,18,1,34,21,0.002100220701831825,42
AdamW,31,2,17,2,61,24,0.0011394394173471641,34
Adam,20,2,16,1,61,18,0.004258552195983227,108
Adadelta,31,1,17,1,48,23,0.007167314058706689,125
Adagrad,29,1,26,2,56,27,0.006500308982564556,112
AdamW,25,2,26,2,55,16,0.004433149415140146,32
Adagrad,24,1,17,1,57,23,0.007248355771352903,107
Adadelta,26,2,21,1,38,17,0.009031074817920988,48
SGD,18,2,22,2,57,29,0.004700706245861842,41
RMSprop,25,2,19,2,42,18,0.005354998896490841,75
Adadelta,18,1,16,2,39,19,0.009372125358640477,102
Adadelta,23,1,22,2,34,24,0.0001417126462149636,59
Nadam,19,2,19,1,53,20,0.0038118296181858307,81
Adadelta,21,2,19,2,50,28,0.009755484440520856,41
Nadam,20,2,24,2,43,22,0.0011583094239682192,33
Adam,22,1,28,2,50,25,0.004109181196203929,83
Adam,16,1,27,2,48,19,0.007964224233061135,92
RMSprop,24,1,28,1,39,24,0.003690664312513794,44
Adamax,30,1,22,1,61,25,0.007433480467887885,48
RMSprop,25,2,17,2,40,25,0.006910681968660341,55
Nadam,30,2,23,1,56,20,0.0010468770690796735,32
Adamax,29,2,31,1,42,25,0.006774619289340102,117
Nadam,19,1,25,1,53,18,0.006505076142131981,75
Adam,23,1,29,1,44,19,0.009331405870668727,119
SGD,30,1,17,2,59,26,0.006753167071286692,103
Adadelta,28,2,24,1,44,19,0.009679209887442065,99
Adamax,30,2,20,2,40,19,0.008362679320238358,45
Adagrad,26,1,16,1,63,19,0.00815034208783933,71
RMSprop,17,1,31,2,45,22,0.0036886779960273674,82
Adam,17,1,24,2,54,24,0.002664930478922975,114
AdamW,19,2,22,2,60,29,0.009006841756786581,60
Adadelta,17,2,31,2,43,27,0.008689627013904215,110
RMSprop,25,1,19,1,48,28,0.003955638931803134,81
SGD,21,1,20,1,36,19,0.009569366585742662,113
SGD,30,1,29,2,63,17,0.00013118516883690135,120
Nadam,25,2,28,1,54,20,0.0012900022070183184,94
Adamax,30,1,18,1,33,17,0.006281416905760319,44
Adam,21,1,19,1,38,25,0.005823173692341647,75
AdamW,26,1,29,2,42,21,0.007588015890531892,97
RMSprop,28,2,19,2,34,18,0.007726859412933129,99
AdamW,17,2,22,1,63,18,0.003991392628558818,109
SGD,17,2,28,1,58,18,0.00752346060472302,55
Adam,29,1,18,1,54,28,0.004602780843080998,71
Adam,22,2,25,1,38,27,0.0034032443169278305,110
Nadam,24,1,30,1,47,17,0.00599062017214743,97
Adagrad,29,2,26,2,41,20,0.00034372103288457295,52
