Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
AdamW,31,1,30,1,56,18,0.008339638048995806,39
SGD,22,1,28,2,51,20,0.0032763186934451557,56
Nadam,16,1,27,2,44,21,0.0022801809755020968,45
RMSprop,31,2,17,2,51,16,0.003682520414919444,99
RMSprop,18,2,24,1,50,28,0.0006349150297947474,66
SGD,23,2,22,2,38,23,0.005023482674906202,119
Nadam,29,2,30,1,62,22,0.003752637386890311,83
Adagrad,28,1,18,1,57,31,0.0019480688589715296,81
Adamax,30,2,28,1,33,17,0.00878238799382035,55
Adagrad,24,1,30,2,55,31,0.0032330169940410504,110
Adam,17,1,21,1,43,26,0.007638468329287134,54
Adadelta,27,1,26,2,47,28,0.007163937320679763,88
Adadelta,23,1,31,1,32,25,0.007111498565438094,91
Adagrad,26,2,27,2,36,27,0.007756058265283603,57
Nadam,21,1,31,2,53,31,0.002928117413374531,109
AdamW,19,1,26,1,36,17,0.00347792981681748,38
Adamax,22,1,17,1,45,28,0.009178062237916574,77
AdamW,17,1,18,1,37,16,0.0038928713308320462,122
Adam,22,2,24,1,43,21,0.009296645332156257,95
RMSprop,21,1,28,1,42,27,0.0032971750165526376,127
SGD,22,2,26,1,41,26,0.003623328183623924,123
AdamW,22,1,28,1,52,23,0.003776075921430148,109
Adagrad,19,1,18,1,41,24,0.005530390642242332,84
Nadam,28,2,30,2,42,17,0.0034338335908188035,106
Adadelta,29,2,29,2,47,20,0.006892407856985214,73
AdamW,30,1,18,2,60,18,0.003927433237695873,73
Adam,31,1,31,2,45,18,0.0016836901346281175,36
RMSprop,24,2,26,1,38,27,0.007548488192451998,123
Adadelta,18,1,22,2,42,28,0.00043866696093577577,110
Adadelta,17,2,26,1,57,27,0.0079393952769808,52
Adamax,20,2,20,2,44,23,0.008688633855661002,105
AdamW,16,1,21,2,53,30,0.00682546899139263,49
AdamW,22,2,17,1,53,17,0.00791953211211653,103
Adagrad,16,1,18,1,34,18,0.004489163540057383,45
AdamW,27,1,18,2,37,20,0.008749613771794307,69
Adadelta,25,2,22,2,42,16,0.0031267490620172146,63
AdamW,25,1,23,1,47,27,0.004297483999117193,57
Adam,20,2,23,2,42,22,0.002281770028691238,121
RMSprop,17,2,24,1,57,24,0.0036620613551092474,122
SGD,19,2,29,1,51,24,0.006052593246523947,68
AdamW,27,1,28,2,43,19,0.009476208342529244,61
Adam,18,2,16,2,37,26,0.0009267049216508498,68
SGD,28,2,30,1,37,29,0.007024895166629884,62
SGD,29,1,30,1,53,30,0.004572787464135953,71
Adadelta,16,1,31,1,61,29,0.006800242772015009,93
Adagrad,20,1,29,1,36,16,0.009009821231516222,64
