Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
AdamW,25,2,27,2,41,26,0.004859670003237408,48
Nadam,17,1,19,1,57,18,0.009809670003237408,96
RMSprop,21,2,23,2,33,22,0.0023846700032374075,120
Adagrad,29,1,31,1,49,30,0.007334670003237408,72
Adamax,31,1,17,1,53,16,0.008572170003237407,84
Adam,23,2,25,2,37,24,0.0036221700032374074,36
SGD,19,1,21,2,61,20,0.0011471700032374076,108
Adadelta,27,2,29,1,45,28,0.0060971700032374085,60
Adagrad,28,2,30,1,47,29,0.006715920003237408,66
RMSprop,20,1,22,2,63,21,0.0017659200032374076,114
AdamW,24,2,26,2,39,25,0.004240920003237408,42
Nadam,16,1,18,1,55,17,0.009190920003237407,90
Adamax,30,1,16,1,51,31,0.007953420003237408,78
Adam,22,2,24,2,35,23,0.0030034200032374074,126
SGD,18,1,20,1,59,19,0.0005284200032374076,102
Adadelta,26,2,28,2,43,27,0.005478420003237408,54
Adadelta,27,2,29,2,44,27,0.005787795003237408,57
SGD,19,1,21,1,60,19,0.0008377950032374075,105
Adam,23,2,25,2,36,23,0.0033127950032374076,33
Adamax,31,1,17,1,52,31,0.008262795003237407,81
Nadam,17,1,19,1,56,17,0.009500295003237407,93
AdamW,25,2,27,2,40,25,0.004550295003237408,45
RMSprop,21,1,23,2,32,21,0.0020752950032374073,117
Adagrad,29,2,31,1,48,29,0.007025295003237409,69
Adadelta,28,2,30,1,46,28,0.006406545003237408,63
SGD,20,1,22,2,62,20,0.0014565450032374076,111
Adam,24,2,26,2,38,24,0.003931545003237408,39
Adamax,16,1,18,1,54,16,0.008881545003237408,87
Adagrad,30,1,16,1,50,30,0.007644045003237408,75
RMSprop,22,2,24,2,34,22,0.0026940450032374077,123
Nadam,18,1,20,1,58,18,0.00021904500323740748,99
AdamW,26,2,28,2,42,26,0.005169045003237408,51
Adadelta,26,2,28,2,43,26,0.005323732503237408,52
SGD,18,1,20,1,59,18,0.00037373250323740747,100
Adam,22,2,24,2,35,22,0.0028487325032374076,124
Adamax,30,1,16,1,51,30,0.007798732503237408,76
Nadam,16,1,18,1,55,16,0.009036232503237408,88
AdamW,24,2,26,2,39,24,0.004086232503237408,40
RMSprop,20,1,22,2,63,20,0.0016112325032374077,112
