Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Adam,28,1,26,1,32,16,0.00281924960073966,61
Adamax,20,2,18,2,48,24,0.007769249600739661,109
SGD,24,1,22,1,56,28,0.00034424960073965906,37
Adadelta,16,2,30,2,40,20,0.005294249600739661,85
Adagrad,18,2,16,2,44,22,0.006531749600739661,97
RMSprop,26,1,24,1,60,30,0.001581749600739659,49
Nadam,22,1,20,2,52,26,0.00900674960073966,121
AdamW,30,2,28,1,36,18,0.00405674960073966,73
Adadelta,31,2,29,2,38,19,0.004675499600739661,79
SGD,23,1,21,1,54,27,0.00962549960073966,127
Adam,27,1,25,1,62,31,0.002200499600739659,55
Adamax,19,2,17,2,46,23,0.0071504996007396605,103
Adagrad,17,2,31,2,42,21,0.005912999600739661,91
RMSprop,25,1,23,1,58,29,0.0009629996007396592,43
Nadam,21,2,19,2,50,25,0.00838799960073966,115
AdamW,29,1,27,1,34,17,0.00343799960073966,67
AdamW,30,2,28,1,35,18,0.00374737460073966,70
Nadam,22,1,20,2,51,26,0.00869737460073966,118
RMSprop,26,1,24,1,59,30,0.0012723746007396591,46
Adagrad,18,2,16,2,43,22,0.006222374600739661,94
Adamax,20,2,18,2,47,24,0.007459874600739661,106
Adam,28,1,26,1,63,16,0.002509874600739659,58
SGD,24,1,22,1,55,28,0.009934874600739661,34
Adadelta,16,2,30,2,39,20,0.0049848746007396605,82
AdamW,31,2,29,1,37,19,0.004366124600739661,76
Nadam,23,1,21,2,53,27,0.00931612460073966,124
RMSprop,27,1,25,1,61,31,0.0018911246007396593,52
Adagrad,19,2,17,2,45,23,0.006841124600739661,100
Adadelta,17,2,31,2,41,21,0.005603624600739661,88
SGD,25,1,23,1,57,29,0.0006536246007396591,40
Adamax,21,2,19,2,49,25,0.00807862460073966,112
Adam,29,1,27,1,33,17,0.0031286246007396603,64
AdamW,29,1,27,1,33,17,0.00328331210073966,66
Nadam,21,2,19,2,49,25,0.008233312100739661,114
RMSprop,25,1,23,1,57,29,0.0008083121007396592,42
Adagrad,17,2,31,2,41,21,0.005758312100739661,90
Adamax,19,2,17,2,45,23,0.006995812100739661,102
Adam,27,1,25,1,61,31,0.002045812100739659,54
SGD,23,1,21,2,53,27,0.00947081210073966,126
Adadelta,31,2,29,1,37,19,0.0045208121007396605,78
Adadelta,16,2,30,2,39,20,0.005139562100739661,84
SGD,24,1,22,1,55,28,0.00018956210073965902,36
Adam,28,1,26,1,63,16,0.002664562100739659,60
Adamax,20,2,18,2,47,24,0.007614562100739661,108
Adagrad,18,2,16,2,43,22,0.006377062100739661,96
RMSprop,26,1,24,1,59,30,0.0014270621007396592,48
Nadam,22,1,20,2,51,26,0.00885206210073966,120
AdamW,30,2,28,1,35,18,0.00390206210073966,72
AdamW,29,1,28,1,34,17,0.0035926871007396603,69
Nadam,21,2,20,2,50,25,0.00854268710073966,117
RMSprop,25,1,24,1,58,29,0.0011176871007396593,45
Adagrad,17,2,16,2,42,21,0.006067687100739661,93
Adamax,19,2,18,2,46,23,0.007305187100739661,105
Adam,27,1,26,1,62,31,0.002355187100739659,57
SGD,23,1,22,1,54,27,0.00978018710073966,33
Adadelta,31,2,30,2,38,19,0.004830187100739661,81
AdamW,30,2,29,1,36,18,0.004211437100739661,75
Nadam,22,1,21,2,52,26,0.009161437100739661,123
RMSprop,26,1,25,1,60,30,0.0017364371007396592,51
Adagrad,18,2,17,2,44,22,0.006686437100739661,99
Adadelta,16,2,31,2,40,20,0.005448937100739661,87
SGD,24,1,23,1,56,28,0.0004989371007396591,39
Adamax,20,2,19,2,48,24,0.00792393710073966,111
Adam,28,1,27,1,32,16,0.0029739371007396604,63
Adam,29,1,27,1,32,16,0.00305128085073966,64
Adamax,21,2,19,2,48,24,0.00800128085073966,112
SGD,25,1,23,1,56,28,0.000576280850739659,40
Adadelta,17,2,31,2,40,20,0.005526280850739661,88
Adagrad,19,2,17,2,44,22,0.006763780850739661,100
RMSprop,27,1,25,1,60,30,0.0018137808507396591,52
Nadam,23,1,21,2,52,26,0.00923878085073966,124
AdamW,31,2,29,1,36,18,0.004288780850739661,76
Adadelta,16,2,30,2,38,19,0.00490753085073966,82
SGD,24,1,22,1,54,27,0.00985753085073966,34
Adam,28,1,26,1,62,31,0.002432530850739659,58
Adamax,20,2,18,2,46,23,0.007382530850739661,106
Adagrad,18,2,16,2,42,21,0.006145030850739661,94
RMSprop,26,1,24,1,58,29,0.0011950308507396592,46
Nadam,22,2,20,2,50,25,0.00862003085073966,118
AdamW,30,1,28,1,34,17,0.00367003085073966,70
AdamW,30,2,28,1,35,18,0.00397940585073966,73
Nadam,22,1,20,2,51,26,0.00892940585073966,121
RMSprop,26,1,24,1,59,30,0.0015044058507396592,49
Adagrad,18,2,16,2,43,22,0.006454405850739661,97
Adamax,20,2,18,2,47,24,0.007691905850739661,109
Adam,28,1,26,1,63,16,0.002741905850739659,61
SGD,24,1,22,1,55,28,0.00026690585073965906,37
Adadelta,16,2,30,2,39,20,0.005216905850739661,85
Adadelta,31,2,29,1,37,19,0.004598155850739661,79
SGD,23,1,21,2,53,27,0.00954815585073966,127
Adam,27,1,25,1,61,31,0.002123155850739659,55
Adamax,19,2,17,2,45,23,0.007073155850739661,103
Adagrad,17,2,31,2,41,21,0.0058356558507396605,91
RMSprop,25,1,23,1,57,29,0.0008856558507396591,43
Nadam,21,2,19,2,49,25,0.00831065585073966,115
AdamW,29,1,27,1,33,17,0.0033606558507396603,67
AdamW,29,1,27,1,33,17,0.0032059683507396604,65
Nadam,21,2,19,2,49,25,0.00815596835073966,113
RMSprop,25,1,23,1,57,29,0.0007309683507396591,41
Adagrad,17,2,31,2,41,21,0.005680968350739661,89
Adamax,19,2,17,2,45,23,0.006918468350739661,101
Adam,27,1,25,1,61,31,0.0019684683507396592,53
SGD,23,1,21,2,53,27,0.00939346835073966,125
Adadelta,31,2,29,1,37,19,0.004443468350739661,77
Adadelta,16,2,30,2,39,20,0.005062218350739661,83
SGD,24,1,22,1,55,28,0.00011221835073965903,35
Adam,28,1,26,1,63,16,0.002587218350739659,59
Adamax,20,2,18,2,47,24,0.007537218350739661,107
Adagrad,18,2,16,2,43,22,0.0062997183507396606,95
RMSprop,26,1,24,1,59,30,0.001349718350739659,47
Nadam,22,1,20,2,51,26,0.00877471835073966,119
AdamW,30,2,28,1,35,18,0.0038247183507396604,71
AdamW,29,1,28,1,34,17,0.00351534335073966,68
Nadam,21,2,20,2,50,25,0.00846534335073966,116
RMSprop,25,1,24,1,58,29,0.001040343350739659,44
Adagrad,17,2,16,2,42,21,0.005990343350739661,92
Adamax,19,2,18,2,46,23,0.007227843350739661,104
Adam,27,1,26,1,62,31,0.002277843350739659,56
SGD,23,1,22,1,54,27,0.00970284335073966,32
Adadelta,31,2,30,2,38,19,0.004752843350739661,80
AdamW,30,2,29,1,36,18,0.0041340933507396605,74
Nadam,22,1,21,2,52,26,0.009084093350739661,122
RMSprop,26,1,25,1,60,30,0.0016590933507396593,50
Adagrad,18,2,17,2,44,22,0.006609093350739661,98
Adadelta,16,2,31,2,40,20,0.00537159335073966,86
SGD,24,1,23,1,56,28,0.00042159335073965905,38
Adamax,20,2,19,2,48,24,0.00784659335073966,110
Adam,28,1,27,1,32,16,0.0028965933507396602,62
Adam,28,1,27,1,32,16,0.0029352652257396603,63
Adamax,20,2,19,2,48,24,0.00788526522573966,111
SGD,24,1,23,1,56,28,0.000460265225739659,39
Adadelta,16,2,31,2,40,20,0.0054102652257396605,87
Adagrad,18,2,17,2,44,22,0.006647765225739661,99
RMSprop,26,1,25,1,60,30,0.0016977652257396591,51
Nadam,22,1,21,2,52,26,0.009122765225739661,123
AdamW,30,2,29,1,36,18,0.004172765225739661,75
Adadelta,31,2,30,2,38,19,0.004791515225739661,81
SGD,23,1,22,1,54,27,0.00974151522573966,33
Adam,27,1,26,1,62,31,0.002316515225739659,57
Adamax,19,2,18,2,46,23,0.007266515225739661,105
Adagrad,17,2,16,2,42,21,0.006029015225739661,93
RMSprop,25,1,24,1,58,29,0.0010790152257396592,45
Nadam,21,2,20,2,50,25,0.00850401522573966,117
AdamW,29,1,28,1,34,17,0.0035540152257396602,69
AdamW,30,2,28,1,35,18,0.0038633902257396604,72
Nadam,22,1,20,2,51,26,0.00881339022573966,120
RMSprop,26,1,24,1,59,30,0.0013883902257396592,48
Adagrad,18,2,16,2,43,22,0.006338390225739661,96
Adamax,20,2,18,2,47,24,0.007575890225739661,108
Adam,28,1,26,1,63,16,0.0026258902257396593,60
SGD,24,1,22,1,55,28,0.00015089022573965905,36
Adadelta,16,2,30,2,39,20,0.005100890225739661,84
Adadelta,31,2,29,1,37,19,0.00448214022573966,78
SGD,23,1,21,2,53,27,0.00943214022573966,126
Adam,27,1,25,1,61,31,0.0020071402257396593,54
Adamax,19,2,17,2,45,23,0.006957140225739661,102
Adagrad,17,2,31,2,41,21,0.005719640225739661,90
RMSprop,25,1,23,1,57,29,0.0007696402257396591,42
Nadam,21,2,19,2,49,25,0.008194640225739661,114
AdamW,29,1,27,1,33,17,0.00324464022573966,66
AdamW,29,1,27,1,33,17,0.0033993277257396604,67
Nadam,21,2,19,2,49,25,0.00834932772573966,115
RMSprop,25,1,23,1,57,29,0.0009243277257396591,43
Adagrad,17,2,31,2,41,21,0.005874327725739661,91
Adamax,19,2,17,2,45,23,0.007111827725739661,103
Adam,27,1,25,1,61,31,0.002161827725739659,55
SGD,23,1,21,2,53,27,0.00958682772573966,127
Adadelta,31,2,29,1,37,19,0.004636827725739661,79
Adadelta,16,2,30,2,39,20,0.005255577725739661,85
SGD,24,1,22,1,55,28,0.00030557772573965903,37
Adam,28,1,26,1,63,16,0.002780577725739659,61
Adamax,20,2,18,2,47,24,0.007730577725739661,109
Adagrad,18,2,16,2,43,22,0.006493077725739661,97
RMSprop,26,1,24,1,59,30,0.0015430777257396592,49
Nadam,22,1,20,2,51,26,0.00896807772573966,121
AdamW,30,2,28,1,35,18,0.00401807772573966,73
AdamW,30,1,28,1,34,17,0.00370870272573966,70
Nadam,22,2,20,2,50,25,0.00865870272573966,118
RMSprop,26,1,24,1,58,29,0.001233702725739659,46
Adagrad,18,2,16,2,42,21,0.006183702725739661,94
Adamax,20,2,18,2,46,23,0.007421202725739661,106
Adam,28,1,26,1,62,31,0.002471202725739659,58
SGD,24,1,22,1,54,27,0.00989620272573966,34
Adadelta,16,2,30,2,38,19,0.0049462027257396604,82
AdamW,31,2,29,1,36,18,0.004327452725739661,76
Nadam,23,1,21,2,52,26,0.00927745272573966,124
RMSprop,27,1,25,1,60,30,0.0018524527257396592,52
Adagrad,19,2,17,2,44,22,0.006802452725739661,100
