Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Adam,31,2,28,1,49,25,0.0006348101940104775,64
Adamax,23,1,20,2,33,17,0.005584810194010478,112
SGD,27,1,24,2,41,21,0.008059810194010477,40
Adadelta,19,2,16,1,57,29,0.0031098101940104776,88
Adagrad,21,2,18,2,61,31,0.004347310194010478,100
RMSprop,29,1,26,1,45,23,0.009297310194010477,52
Nadam,25,1,22,2,37,19,0.0068223101940104785,124
AdamW,17,2,30,1,53,27,0.0018723101940104775,76
Adadelta,18,2,31,1,55,28,0.002491060194010477,82
SGD,26,1,23,2,39,20,0.007441060194010478,34
Adam,30,2,27,1,47,24,0.009916060194010477,58
Adamax,22,1,19,2,63,16,0.004966060194010478,106
Adagrad,20,2,17,2,59,30,0.0037285601940104775,94
RMSprop,28,1,25,1,43,22,0.008678560194010478,46
Nadam,24,1,21,2,35,18,0.006203560194010478,118
AdamW,16,2,29,1,51,26,0.0012535601940104775,70
AdamW,17,2,30,1,52,26,0.0015629351940104775,73
Nadam,25,1,22,2,36,18,0.006512935194010478,121
RMSprop,29,1,26,1,44,22,0.008987935194010477,49
Adagrad,21,2,18,2,60,30,0.004037935194010478,97
Adamax,23,1,20,2,32,16,0.005275435194010478,109
Adam,31,2,28,1,48,24,0.00032543519401047734,61
SGD,27,1,24,2,40,20,0.007750435194010479,37
Adadelta,19,2,16,1,56,28,0.0028004351940104774,85
Adadelta,18,2,31,1,54,27,0.0021816851940104774,79
SGD,26,1,23,2,38,19,0.007131685194010478,127
Adam,30,2,27,1,46,23,0.009606685194010478,55
Adamax,22,1,19,2,62,31,0.004656685194010478,103
Adagrad,20,2,17,2,58,29,0.0034191851940104773,91
RMSprop,28,1,25,1,42,21,0.008369185194010477,43
Nadam,24,1,21,2,34,17,0.005894185194010478,115
AdamW,16,2,29,1,50,25,0.0009441851940104774,67
AdamW,16,2,29,1,51,26,0.0010988726940104774,68
Nadam,24,1,21,2,35,18,0.006048872694010478,116
RMSprop,28,1,25,1,43,22,0.008523872694010478,44
Adagrad,20,2,17,2,59,30,0.0035738726940104776,92
Adamax,22,1,19,2,63,16,0.004811372694010478,104
Adam,30,2,27,1,47,24,0.009761372694010478,56
SGD,26,1,23,2,39,20,0.007286372694010479,32
Adadelta,18,2,31,1,55,28,0.0023363726940104773,80
Adadelta,19,2,16,1,57,29,0.0029551226940104773,86
SGD,27,1,24,2,41,21,0.007905122694010478,38
Adam,31,2,28,1,49,25,0.0004801226940104774,62
Adamax,23,1,20,2,33,17,0.005430122694010478,110
Adagrad,21,2,18,2,61,31,0.004192622694010478,98
RMSprop,29,1,26,1,45,23,0.009142622694010477,50
Nadam,25,1,22,2,37,19,0.006667622694010478,122
AdamW,17,2,30,1,53,27,0.0017176226940104776,74
AdamW,17,2,29,1,52,26,0.0014082476940104774,71
Nadam,25,1,21,2,36,18,0.0063582476940104785,119
RMSprop,29,1,25,1,44,22,0.008833247694010478,47
Adagrad,21,2,17,2,60,30,0.0038832476940104774,95
Adamax,23,1,19,2,32,16,0.005120747694010478,107
Adam,31,2,27,1,48,24,0.00017074769401047735,59
SGD,27,1,23,2,40,20,0.007595747694010478,35
Adadelta,19,2,31,1,56,28,0.0026457476940104775,83
AdamW,18,2,30,1,54,27,0.0020269976940104776,77
Nadam,26,1,22,2,38,19,0.006976997694010478,125
RMSprop,30,1,26,1,46,23,0.009451997694010478,53
Adagrad,22,2,18,2,62,31,0.004501997694010478,101
Adadelta,20,2,16,2,58,29,0.0032644976940104774,89
SGD,28,1,24,1,42,21,0.008214497694010477,41
Adamax,24,1,20,2,34,17,0.005739497694010478,113
Adam,16,2,28,1,50,25,0.0007894976940104775,65
AdamW,16,2,28,1,50,25,0.0008668414440104774,66
Nadam,24,1,20,2,34,17,0.005816841444010478,114
RMSprop,28,1,24,1,42,21,0.008291841444010477,42
Adagrad,20,2,16,2,58,29,0.0033418414440104776,90
Adamax,22,1,18,2,62,31,0.004579341444010478,102
Adam,30,2,26,1,46,23,0.009529341444010478,54
SGD,26,1,22,2,38,19,0.007054341444010478,126
Adadelta,18,2,30,1,54,27,0.0021043414440104773,78
Adadelta,19,2,31,1,56,28,0.0027230914440104772,84
SGD,27,1,23,2,40,20,0.0076730914440104785,36
Adam,31,2,27,1,48,24,0.00024809144401047735,60
Adamax,23,1,19,2,32,16,0.005198091444010478,108
Adagrad,21,2,17,2,60,30,0.003960591444010478,96
RMSprop,29,1,25,1,44,22,0.008910591444010477,48
Nadam,25,1,21,2,36,18,0.006435591444010478,120
AdamW,17,2,29,1,52,26,0.0014855914440104776,72
AdamW,17,2,30,1,53,27,0.0017949664440104775,75
Nadam,25,1,22,2,37,19,0.006744966444010478,123
RMSprop,29,1,26,1,45,23,0.009219966444010477,51
Adagrad,21,2,18,2,61,31,0.004269966444010478,99
Adamax,23,1,20,2,33,17,0.005507466444010478,111
Adam,31,2,28,1,49,25,0.0005574664440104774,63
SGD,27,1,24,2,41,21,0.007982466444010477,39
Adadelta,19,2,16,1,57,29,0.0030324664440104774,87
Adadelta,18,2,31,1,55,28,0.0024137164440104775,81
SGD,26,1,23,2,39,20,0.007363716444010478,33
Adam,30,2,27,1,47,24,0.009838716444010477,57
Adamax,22,1,19,2,63,16,0.004888716444010478,105
Adagrad,20,2,17,2,59,30,0.0036512164440104774,93
RMSprop,28,1,25,1,43,22,0.008601216444010478,45
Nadam,24,1,21,2,35,18,0.006126216444010478,117
AdamW,16,2,29,1,51,26,0.0011762164440104774,69
AdamW,16,2,29,1,50,25,0.0010215289440104775,68
Nadam,24,1,21,2,34,17,0.005971528944010478,116
RMSprop,28,1,25,1,42,21,0.008446528944010477,44
Adagrad,20,2,17,2,58,29,0.0034965289440104775,92
Adamax,22,1,19,2,62,31,0.004734028944010478,104
Adam,30,2,27,1,46,23,0.009684028944010478,56
SGD,26,1,23,2,38,19,0.007209028944010478,32
Adadelta,18,2,31,1,54,27,0.002259028944010477,80
Adadelta,19,2,16,1,56,28,0.0028777789440104775,86
SGD,27,1,24,2,40,20,0.007827778944010478,38
Adam,31,2,28,1,48,24,0.00040277894401047733,62
