Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Adagrad,18,1,28,1,60,28,0.007525319131010651,47
RMSprop,26,2,20,2,44,20,0.0025753191310106506,95
AdamW,30,1,24,2,52,24,0.005050319131010651,119
Nadam,22,2,16,1,36,16,0.00010031913101065042,71
SGD,24,2,18,1,40,18,0.0013378191310106505,83
Adadelta,16,1,26,2,56,26,0.006287819131010651,35
Adam,28,2,22,2,48,22,0.0038128191310106505,107
Adamax,20,1,30,1,32,30,0.00876281913101065,59
Adamax,21,1,31,1,34,31,0.009381569131010651,65
Adam,29,2,23,2,50,23,0.004431569131010651,113
Adadelta,17,1,27,1,58,27,0.0069065691310106515,41
SGD,25,2,19,2,42,19,0.0019565691310106507,89
Nadam,23,2,17,1,38,17,0.0007190691310106505,77
AdamW,31,1,25,2,54,25,0.005669069131010651,125
RMSprop,27,2,21,2,46,21,0.0031940691310106506,101
Adagrad,19,1,29,1,62,29,0.00814406913101065,53
Adamax,19,1,29,1,63,29,0.008453444131010651,56
Adam,27,2,21,2,47,21,0.0035034441310106503,104
Adadelta,31,1,25,2,55,25,0.005978444131010651,32
SGD,23,2,17,1,39,17,0.0010284441310106506,80
RMSprop,25,2,19,2,43,19,0.0022659441310106504,92
Adagrad,17,1,27,1,59,27,0.007215944131010651,44
AdamW,29,2,23,2,51,23,0.004740944131010651,116
Nadam,21,1,31,1,35,31,0.00969094413101065,68
Adamax,20,1,30,1,33,30,0.00907219413101065,62
Adam,28,2,22,2,49,22,0.004122194131010651,110
Adadelta,16,1,26,1,57,26,0.006597194131010651,38
SGD,24,2,18,2,41,18,0.0016471941310106505,86
Nadam,22,2,16,1,37,16,0.00040969413101065046,74
AdamW,30,1,24,2,53,24,0.005359694131010651,122
RMSprop,26,2,20,2,45,20,0.0028846941310106504,98
Adagrad,18,1,28,1,61,28,0.007834694131010652,50
Adagrad,18,1,28,1,62,28,0.00798938163101065,51
RMSprop,26,2,20,2,46,20,0.0030393816310106507,99
AdamW,30,1,24,2,54,24,0.005514381631010651,123
Nadam,22,2,16,1,38,16,0.0005643816310106505,75
SGD,24,2,18,2,42,18,0.0018018816310106506,87
Adadelta,16,1,26,1,58,26,0.006751881631010651,39
Adam,28,2,22,2,50,22,0.0042768816310106515,111
Adamax,20,1,30,1,34,30,0.009226881631010651,63
Nadam,21,2,31,1,36,31,0.00984563163101065,69
AdamW,29,1,23,2,52,23,0.004895631631010651,117
Adagrad,17,1,27,1,60,27,0.007370631631010652,45
RMSprop,25,2,19,2,44,19,0.0024206316310106503,93
SGD,23,2,17,1,40,17,0.0011831316310106507,81
Adadelta,31,1,25,2,56,25,0.006133131631010651,33
Adam,27,2,21,2,48,21,0.0036581316310106506,105
Adamax,19,1,29,1,32,29,0.00860813163101065,57
Adagrad,19,1,29,1,63,29,0.00829875663101065,54
RMSprop,27,2,21,2,47,21,0.0033487566310106505,102
AdamW,31,1,25,2,55,25,0.005823756631010651,126
Nadam,23,2,17,1,39,17,0.0008737566310106506,78
SGD,25,2,19,2,43,19,0.0021112566310106506,90
Adadelta,17,1,27,1,59,27,0.007061256631010651,42
Adam,29,2,23,2,51,23,0.004586256631010651,114
Adamax,21,1,31,1,35,31,0.00953625663101065,66
Adamax,20,1,30,1,33,30,0.00891750663101065,60
Adam,28,2,22,2,49,22,0.003967506631010651,108
Adadelta,16,1,26,1,57,26,0.0064425066310106515,36
SGD,24,2,18,2,41,18,0.0014925066310106506,84
Nadam,22,2,16,1,37,16,0.0002550066310106504,72
AdamW,30,1,24,2,53,24,0.005205006631010651,120
RMSprop,26,2,20,2,45,20,0.0027300066310106505,96
Adagrad,18,1,28,1,61,28,0.007680006631010651,48
Adagrad,18,1,28,1,61,28,0.0077573503810106515,49
RMSprop,26,2,20,2,45,20,0.0028073503810106507,97
AdamW,30,1,24,2,53,24,0.005282350381010651,121
Nadam,22,2,16,1,37,16,0.00033235038101065047,73
SGD,24,2,18,2,41,18,0.0015698503810106506,85
Adadelta,16,1,26,1,57,26,0.006519850381010652,37
Adam,28,2,22,2,49,22,0.004044850381010651,109
Adamax,20,1,30,1,33,30,0.00899485038101065,61
Nadam,21,1,31,1,35,31,0.00961360038101065,67
AdamW,29,2,23,2,51,23,0.004663600381010651,115
Adagrad,17,1,27,1,59,27,0.007138600381010651,43
RMSprop,25,2,19,2,43,19,0.0021886003810106503,91
SGD,23,2,17,1,39,17,0.0009511003810106505,79
Adadelta,31,1,25,2,55,25,0.005901100381010651,127
Adam,27,2,21,2,47,21,0.0034261003810106506,103
Adamax,19,1,29,1,63,29,0.008376100381010651,55
Adamax,19,1,30,1,32,29,0.00868547538101065,58
Adam,27,2,22,2,48,21,0.0037354753810106504,106
Adadelta,31,1,26,2,56,25,0.006210475381010651,34
SGD,23,2,18,1,40,17,0.0012604753810106506,82
RMSprop,25,2,20,2,44,19,0.0024979753810106505,94
Adagrad,17,1,28,1,60,27,0.007447975381010651,46
AdamW,29,1,24,2,52,23,0.004972975381010651,118
Nadam,21,2,16,1,36,31,0.00992297538101065,70
Adamax,20,1,31,1,34,30,0.009304225381010651,64
Adam,28,2,23,2,50,22,0.004354225381010651,112
Adadelta,16,1,27,1,58,26,0.006829225381010651,40
SGD,24,2,19,2,42,18,0.0018792253810106505,88
Nadam,22,2,17,1,38,16,0.0006417253810106505,76
AdamW,30,1,25,2,54,24,0.0055917253810106515,124
RMSprop,26,2,21,2,46,20,0.0031167253810106504,100
Adagrad,18,1,29,1,62,28,0.00806672538101065,52
Adagrad,18,1,28,1,62,28,0.00791203788101065,51
RMSprop,26,2,20,2,46,20,0.0029620378810106505,99
AdamW,30,1,24,2,54,24,0.005437037881010651,123
Nadam,22,2,16,1,38,16,0.00048703788101065045,75
SGD,24,2,18,2,42,18,0.0017245378810106507,87
Adadelta,16,1,26,1,58,26,0.006674537881010651,39
Adam,28,2,22,2,50,22,0.004199537881010651,111
Adamax,20,1,30,1,34,30,0.00914953788101065,63
Nadam,21,2,31,1,36,31,0.00976828788101065,69
