Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Nadam,26,1,16,1,62,22,0.009181582023507663,85
AdamW,18,2,24,2,46,30,0.004231582023507664,37
Adagrad,22,1,28,2,54,18,0.006706582023507664,61
RMSprop,30,2,20,1,38,26,0.0017565820235076635,109
Adam,16,2,22,1,42,28,0.002994082023507663,121
Adamax,24,1,30,2,58,20,0.007944082023507663,73
Adadelta,20,2,26,2,50,16,0.005469082023507664,49
SGD,28,1,18,1,34,24,0.0005190820235076634,97
RMSprop,29,2,19,1,36,25,0.0011378320235076633,103
Adagrad,21,1,27,2,52,17,0.006087832023507664,55
Nadam,25,1,31,2,60,21,0.008562832023507664,79
AdamW,17,2,23,1,44,29,0.0036128320235076635,127
Adam,31,2,21,1,40,27,0.0023753320235076632,115
Adamax,23,1,29,2,56,19,0.007325332023507664,67
Adadelta,19,2,25,2,48,31,0.004850332023507664,43
SGD,27,1,17,1,32,23,0.009800332023507663,91
SGD,27,1,17,1,33,24,0.00020970702350766332,94
Adadelta,19,2,25,2,49,16,0.005159707023507664,46
Adamax,23,1,29,2,57,20,0.007634707023507664,70
Adam,31,2,21,1,41,28,0.0026847070235076634,118
AdamW,17,2,23,1,45,30,0.003922207023507663,34
Nadam,25,1,31,2,61,22,0.008872207023507663,82
Adagrad,21,1,27,2,53,18,0.006397207023507664,58
RMSprop,29,2,19,1,37,26,0.0014472070235076635,106
SGD,28,1,18,1,35,25,0.0008284570235076634,100
Adadelta,20,2,26,2,51,17,0.005778457023507664,52
Adamax,24,1,30,2,59,21,0.008253457023507663,76
Adam,16,2,22,1,43,29,0.0033034570235076634,124
RMSprop,30,2,20,1,39,27,0.0020659570235076635,112
Adagrad,22,1,28,2,55,19,0.007015957023507664,64
AdamW,18,2,24,2,47,31,0.004540957023507664,40
Nadam,26,1,16,1,63,23,0.009490957023507664,88
SGD,27,1,16,1,63,23,0.009645644523507663,89
Adadelta,19,2,24,2,47,31,0.004695644523507664,41
Adamax,23,1,28,2,55,19,0.007170644523507664,65
Adam,31,2,20,1,39,27,0.0022206445235076634,113
AdamW,17,2,22,1,43,29,0.0034581445235076632,125
