Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
SGD,25,1,17,1,42,29,0.0005668494734477174,120
Adadelta,17,2,25,2,58,21,0.005516849473447718,72
Adamax,21,1,29,2,34,25,0.007991849473447717,96
Adam,29,2,21,1,50,17,0.0030418494734477173,48
AdamW,31,2,23,2,54,19,0.004279349473447718,60
Nadam,23,1,31,1,38,27,0.009229349473447718,108
Adagrad,19,1,27,2,62,23,0.006754349473447718,84
RMSprop,27,2,19,1,46,31,0.0018043494734477175,36
RMSprop,28,2,20,1,48,16,0.0024230994734477174,42
Adagrad,20,1,28,2,32,24,0.007373099473447718,90
Nadam,24,1,16,1,40,28,0.009848099473447718,114
AdamW,16,2,24,2,56,20,0.004898099473447718,66
Adam,30,2,22,2,52,18,0.0036605994734477173,54
Adamax,22,1,30,1,36,26,0.008610599473447717,102
Adadelta,18,1,26,2,60,22,0.006135599473447718,78
SGD,26,2,18,1,44,30,0.0011855994734477175,126
SGD,27,2,19,1,45,31,0.0014949744734477175,33
Adadelta,19,1,27,2,61,23,0.006444974473447718,81
Adamax,23,1,31,1,37,27,0.008919974473447717,105
Adam,31,2,23,2,53,19,0.003969974473447718,57
AdamW,17,2,25,2,57,21,0.005207474473447718,69
Nadam,25,1,17,1,41,29,0.00025747447344771733,117
Adagrad,21,1,29,2,33,25,0.007682474473447718,93
RMSprop,29,2,21,1,49,17,0.002732474473447717,45
RMSprop,28,2,20,1,47,16,0.002113724473447717,39
Adagrad,20,1,28,2,63,24,0.007063724473447718,87
Nadam,24,1,16,1,39,28,0.009538724473447717,111
AdamW,16,2,24,2,55,20,0.004588724473447718,63
Adam,30,2,22,2,51,18,0.0033512244734477175,51
Adamax,22,1,30,1,35,26,0.008301224473447718,99
Adadelta,18,1,26,2,59,22,0.005826224473447718,75
SGD,26,2,18,1,43,30,0.0008762244734477174,123
SGD,26,2,18,1,43,30,0.0010309119734477174,124
Adadelta,18,1,26,2,59,22,0.005980911973447718,76
Adamax,22,1,30,1,35,26,0.008455911973447717,100
Adam,30,2,22,2,51,18,0.0035059119734477174,52
AdamW,16,2,24,2,55,20,0.004743411973447718,64
Nadam,24,1,16,1,39,28,0.009693411973447717,112
Adagrad,20,1,28,2,63,24,0.007218411973447718,88
RMSprop,28,2,20,1,47,16,0.002268411973447717,40
RMSprop,29,2,21,1,49,17,0.0028871619734477175,46
Adagrad,21,1,29,2,33,25,0.007837161973447717,94
Nadam,25,1,17,1,41,29,0.0004121619734477173,118
AdamW,17,2,25,2,57,21,0.005362161973447718,70
Adam,31,2,23,2,53,19,0.004124661973447718,58
Adamax,23,1,31,1,37,27,0.009074661973447718,106
Adadelta,19,1,27,2,61,23,0.006599661973447718,82
SGD,27,2,19,1,45,31,0.0016496619734477174,34
SGD,27,2,18,1,44,30,0.0013402869734477174,127
Adadelta,19,1,26,2,60,22,0.006290286973447718,79
Adamax,23,1,30,1,36,26,0.008765286973447717,103
Adam,31,2,22,2,52,18,0.0038152869734477176,55
AdamW,17,2,24,2,56,20,0.005052786973447718,67
Nadam,25,1,16,1,40,28,0.0001027869734477173,115
Adagrad,21,1,28,2,32,24,0.007527786973447718,91
RMSprop,29,2,20,1,48,16,0.0025777869734477173,43
RMSprop,28,2,19,1,46,31,0.0019590369734477173,37
Adagrad,20,1,27,2,62,23,0.006909036973447718,85
Nadam,24,1,31,1,38,27,0.009384036973447717,109
AdamW,16,2,23,2,54,19,0.004434036973447718,61
Adam,30,2,21,1,50,17,0.0031965369734477172,49
Adamax,22,1,29,2,34,25,0.008146536973447718,97
Adadelta,18,2,25,2,58,21,0.005671536973447718,73
SGD,26,1,17,1,42,29,0.0007215369734477173,121
SGD,26,2,18,1,42,30,0.0007988807234477174,122
Adadelta,18,1,26,2,58,22,0.005748880723447718,74
Adamax,22,1,30,2,34,26,0.008223880723447718,98
Adam,30,2,22,1,50,18,0.0032738807234477174,50
AdamW,16,2,24,2,54,20,0.004511380723447718,62
Nadam,24,1,16,1,38,28,0.009461380723447717,110
Adagrad,20,1,28,2,62,24,0.006986380723447718,86
RMSprop,28,2,20,1,46,16,0.0020363807234477175,38
RMSprop,29,2,21,1,48,17,0.0026551307234477174,44
Adagrad,21,1,29,2,32,25,0.007605130723447718,92
Nadam,25,1,17,1,40,29,0.0001801307234477173,116
AdamW,17,2,25,2,56,21,0.005130130723447718,68
Adam,31,2,23,2,52,19,0.0038926307234477173,56
Adamax,23,1,31,1,36,27,0.008842630723447717,104
Adadelta,19,1,27,2,60,23,0.006367630723447718,80
SGD,27,2,19,1,44,31,0.0014176307234477175,32
RMSprop,27,2,19,1,45,31,0.0017270057234477175,35
Adagrad,19,1,27,2,61,23,0.006677005723447718,83
Nadam,23,1,31,1,37,27,0.009152005723447718,107
AdamW,31,2,23,2,53,19,0.0042020057234477175,59
Adadelta,17,2,25,2,57,21,0.005439505723447718,71
SGD,25,1,17,1,41,29,0.0004895057234477173,119
Adamax,21,1,29,2,33,25,0.007914505723447717,95
Adam,29,2,21,1,49,17,0.002964505723447717,47
RMSprop,28,2,20,1,47,16,0.0023457557234477172,41
Adagrad,20,1,28,2,63,24,0.0072957557234477185,89
Nadam,24,1,16,1,39,28,0.009770755723447717,113
AdamW,16,2,24,2,55,20,0.004820755723447718,65
Adam,30,2,22,2,51,18,0.0035832557234477176,53
Adamax,22,1,30,1,35,26,0.008533255723447717,101
Adadelta,18,1,26,2,59,22,0.006058255723447718,77
SGD,26,2,18,1,43,30,0.0011082557234477174,125
SGD,26,2,18,1,43,30,0.0009535682234477174,124
Adadelta,18,1,26,2,59,22,0.005903568223447718,76
Adamax,22,1,30,1,35,26,0.008378568223447718,100
Adam,30,2,22,2,51,18,0.0034285682234477173,52
AdamW,16,2,24,2,55,20,0.004666068223447718,64
Nadam,24,1,16,1,39,28,0.009616068223447717,112
Adagrad,20,1,28,2,63,24,0.007141068223447718,88
RMSprop,28,2,20,1,47,16,0.0021910682234477174,40
RMSprop,29,2,21,1,49,17,0.0028098182234477173,46
Adagrad,21,1,29,2,33,25,0.007759818223447719,94
Nadam,25,1,17,1,41,29,0.0003348182234477173,118
AdamW,17,2,25,2,57,21,0.005284818223447718,70
Adam,31,2,23,2,53,19,0.004047318223447718,58
Adamax,23,1,31,1,37,27,0.008997318223447718,106
Adadelta,19,1,27,2,61,23,0.006522318223447718,82
SGD,27,2,19,1,45,31,0.0015723182234477174,34
SGD,26,2,18,1,44,30,0.0012629432234477175,127
Adadelta,18,1,26,2,60,22,0.006212943223447718,79
Adamax,22,1,30,1,36,26,0.008687943223447717,103
Adam,30,2,22,2,52,18,0.0037379432234477174,55
AdamW,16,2,24,2,56,20,0.004975443223447718,67
Nadam,24,1,16,1,40,28,0.009925443223447718,115
Adagrad,20,1,28,2,32,24,0.007450443223447718,91
RMSprop,28,2,20,1,48,16,0.002500443223447717,43
RMSprop,27,2,19,1,46,31,0.0018816932234477174,37
Adagrad,19,1,27,2,62,23,0.0068316932234477185,85
Nadam,23,1,31,1,38,27,0.009306693223447718,109
AdamW,31,2,23,2,54,19,0.004356693223447718,61
Adam,29,2,21,1,50,17,0.0031191932234477175,49
Adamax,21,1,29,2,34,25,0.008069193223447717,97
Adadelta,17,2,25,2,58,21,0.005594193223447718,73
SGD,25,1,17,1,42,29,0.0006441932234477174,121
SGD,26,1,17,1,42,29,0.0006828650984477174,121
Adadelta,18,2,25,2,58,21,0.005632865098447718,73
Adamax,22,1,29,2,34,25,0.008107865098447718,97
Adam,30,2,21,1,50,17,0.0031578650984477176,49
AdamW,16,2,23,2,54,19,0.004395365098447718,61
Nadam,24,1,31,1,38,27,0.009345365098447718,109
Adagrad,20,1,27,2,62,23,0.0068703650984477185,85
RMSprop,28,2,19,1,46,31,0.0019203650984477175,37
RMSprop,29,2,20,1,48,16,0.002539115098447717,43
Adagrad,21,1,28,2,32,24,0.007489115098447718,91
Nadam,25,1,16,1,40,28,0.009964115098447718,115
AdamW,17,2,24,2,56,20,0.005014115098447718,67
Adam,31,2,22,2,52,18,0.0037766150984477175,55
Adamax,23,1,30,1,36,26,0.008726615098447717,103
Adadelta,19,1,26,2,60,22,0.006251615098447718,79
SGD,27,2,18,1,44,30,0.0013016150984477175,127
SGD,27,2,19,1,45,31,0.0016109900984477175,34
Adadelta,19,1,27,2,61,23,0.006560990098447718,82
Adamax,23,1,31,1,37,27,0.009035990098447718,106
Adam,31,2,23,2,53,19,0.004085990098447718,58
AdamW,17,2,25,2,57,21,0.005323490098447718,70
Nadam,25,1,17,1,41,29,0.0003734900984477173,118
Adagrad,21,1,29,2,33,25,0.007798490098447718,94
RMSprop,29,2,21,1,49,17,0.0028484900984477174,46
RMSprop,28,2,20,1,47,16,0.0022297400984477174,40
Adagrad,20,1,28,2,63,24,0.007179740098447718,88
Nadam,24,1,16,1,39,28,0.009654740098447717,112
AdamW,16,2,24,2,55,20,0.004704740098447718,64
Adam,30,2,22,2,51,18,0.0034672400984477173,52
Adamax,22,1,30,1,35,26,0.008417240098447718,100
Adadelta,18,1,26,2,59,22,0.005942240098447718,76
SGD,26,2,18,1,43,30,0.0009922400984477173,124
SGD,26,2,18,1,43,30,0.0011469275984477174,125
Adadelta,18,1,26,2,59,22,0.006096927598447718,77
Adamax,22,1,30,1,35,26,0.008571927598447717,101
Adam,30,2,22,2,51,18,0.003621927598447717,53
AdamW,16,2,24,2,55,20,0.004859427598447718,65
Nadam,24,1,16,1,39,28,0.009809427598447718,113
Adagrad,20,1,28,2,63,24,0.007334427598447718,89
RMSprop,28,2,20,1,47,16,0.0023844275984477173,41
Adam,29,2,21,1,49,17,0.0030031775984477173,47
Adamax,21,1,29,2,33,25,0.007953177598447717,95
SGD,25,1,17,1,41,29,0.0005281775984477174,119
Adadelta,17,2,25,2,57,21,0.005478177598447718,71
AdamW,31,2,23,2,53,19,0.004240677598447718,59
Nadam,23,1,31,1,37,27,0.009190677598447718,107
Adagrad,19,1,27,2,61,23,0.006715677598447718,83
RMSprop,27,2,19,1,45,31,0.0017656775984477174,35
SGD,27,2,19,1,44,31,0.0014563025984477174,32
Adadelta,19,1,27,2,60,23,0.0064063025984477185,80
Adamax,23,1,31,1,36,27,0.008881302598447717,104
Adam,31,2,23,2,52,19,0.003931302598447718,56
AdamW,17,2,25,2,56,21,0.005168802598447718,68
Nadam,25,1,17,1,40,29,0.0002188025984477173,116
Adagrad,21,1,29,2,32,25,0.007643802598447718,92
RMSprop,29,2,21,1,48,17,0.0026938025984477175,44
RMSprop,28,2,20,1,46,16,0.002075052598447717,38
Adagrad,20,1,28,2,62,24,0.007025052598447718,86
Nadam,24,1,16,1,38,28,0.009500052598447717,110
AdamW,16,2,24,2,54,20,0.004550052598447718,62
Adam,30,2,22,2,50,18,0.0033125525984477175,50
Adamax,22,1,30,1,34,26,0.008262552598447718,98
Adadelta,18,1,26,2,58,22,0.005787552598447718,74
SGD,26,2,18,1,42,30,0.0008375525984477174,122
SGD,26,2,17,1,42,30,0.0007602088484477174,122
Adadelta,18,1,25,2,58,22,0.005710208848447718,74
Adamax,22,1,29,2,34,26,0.008185208848447718,98
Adam,30,2,21,1,50,18,0.0032352088484477173,50
AdamW,16,2,23,2,54,20,0.004472708848447718,62
Nadam,24,1,31,1,38,28,0.009422708848447717,110
Adagrad,20,1,27,2,62,24,0.006947708848447718,86
RMSprop,28,2,19,1,46,16,0.0019977088484477174,38
RMSprop,29,2,20,1,48,17,0.0026164588484477174,44
Adagrad,21,1,28,2,32,25,0.007566458848447718,92
Nadam,25,1,16,1,40,29,0.00014145884844771732,116
AdamW,17,2,24,2,56,21,0.0050914588484477176,68
Adam,31,2,22,2,52,19,0.0038539588484477172,56
Adamax,23,1,30,1,36,27,0.008803958848447717,104
Adadelta,19,1,26,2,60,23,0.006328958848447718,80
SGD,27,2,18,1,44,31,0.0013789588484477175,32
SGD,27,2,19,1,45,31,0.0016883338484477174,35
Adadelta,19,1,27,2,61,23,0.006638333848447718,83
Adamax,23,1,31,1,37,27,0.009113333848447718,107
Adam,31,2,23,2,53,19,0.004163333848447718,59
AdamW,17,2,25,2,57,21,0.005400833848447718,71
Nadam,25,1,17,1,41,29,0.00045083384844771734,119
