Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Nadam,31,1,30,2,49,29,0.009727045710456947,58
AdamW,23,2,22,1,33,21,0.004777045710456949,106
Adagrad,27,2,26,2,41,25,0.00725204571045695,34
RMSprop,19,1,18,1,57,17,0.0023020457104569484,82
Adam,21,2,20,1,61,19,0.0035395457104569488,94
Adamax,29,1,28,2,45,27,0.008489545710456948,46
Adadelta,25,2,24,2,37,23,0.006014545710456949,118
SGD,17,1,16,1,53,31,0.0010645457104569486,70
RMSprop,18,1,17,1,55,16,0.0016832957104569487,76
Adagrad,26,2,25,2,39,24,0.006633295710456949,124
Nadam,30,1,29,2,47,28,0.009108295710456949,52
AdamW,22,2,21,1,63,20,0.004158295710456949,100
Adam,20,1,19,1,59,18,0.0029207957104569484,88
Adamax,28,2,27,2,43,26,0.007870795710456948,40
Adadelta,24,2,23,2,35,22,0.0053957957104569495,112
SGD,16,1,31,1,51,30,0.0004457957104569485,64
SGD,17,1,31,1,52,31,0.0007551707104569486,67
Adadelta,25,2,23,2,36,23,0.005705170710456949,115
Adamax,29,1,27,2,44,27,0.008180170710456949,43
Adam,21,2,19,1,60,19,0.0032301707104569486,91
AdamW,23,2,21,1,32,21,0.004467670710456949,103
Nadam,31,1,29,2,48,29,0.009417670710456948,55
Adagrad,27,2,25,2,40,25,0.006942670710456949,127
RMSprop,19,1,17,1,56,17,0.0019926707104569487,79
RMSprop,18,1,16,1,54,16,0.0013739207104569485,73
Adagrad,26,2,24,2,38,24,0.00632392071045695,121
Nadam,30,1,28,2,46,28,0.008798920710456948,49
AdamW,22,2,20,1,62,20,0.0038489207104569485,97
Adam,20,1,18,1,58,18,0.0026114207104569486,85
Adamax,28,2,26,2,42,26,0.0075614207104569495,37
Adadelta,24,2,22,2,34,22,0.005086420710456949,109
SGD,16,1,30,1,50,30,0.00013642071045694848,61
SGD,16,1,31,1,50,30,0.00029110821045694846,62
Adadelta,24,2,23,2,34,22,0.005241108210456949,110
Adamax,28,2,27,2,42,26,0.00771610821045695,38
Adam,20,1,19,1,58,18,0.0027661082104569485,86
AdamW,22,2,21,1,62,20,0.004003608210456949,98
Nadam,30,1,29,2,46,28,0.008953608210456949,50
Adagrad,26,2,25,2,38,24,0.006478608210456949,122
RMSprop,18,1,17,1,54,16,0.0015286082104569486,74
RMSprop,19,1,18,1,56,17,0.0021473582104569486,80
Adagrad,27,2,26,2,40,25,0.007097358210456949,32
Nadam,31,1,30,2,48,29,0.009572358210456948,56
AdamW,23,2,22,1,32,21,0.004622358210456949,104
Adam,21,2,20,1,60,19,0.0033848582104569484,92
Adamax,29,1,28,2,44,27,0.00833485821045695,44
Adadelta,25,2,24,2,36,23,0.0058598582104569495,116
SGD,17,1,16,1,52,31,0.0009098582104569486,68
SGD,16,1,31,1,51,30,0.0006004832104569486,65
Adadelta,24,2,23,2,35,22,0.005550483210456949,113
Adamax,28,1,27,2,43,26,0.008025483210456949,41
Adam,20,2,19,1,59,18,0.0030754832104569487,89
AdamW,22,2,21,1,63,20,0.004312983210456949,101
Nadam,30,1,29,2,47,28,0.00926298321045695,53
Adagrad,26,2,25,2,39,24,0.00678798321045695,125
RMSprop,18,1,17,1,55,16,0.0018379832104569486,77
SGD,17,1,16,1,53,31,0.0012192332104569486,71
Adadelta,25,2,24,2,37,23,0.006169233210456949,119
