Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size
Adagrad,25,1,24,1,62,21,0.009829323632745503,86
RMSprop,17,2,16,2,46,29,0.004879323632745503,38
AdamW,21,1,20,1,54,17,0.007354323632745504,62
Nadam,29,2,28,2,38,25,0.0024043236327455026,110
SGD,31,2,30,2,42,27,0.003641823632745503,122
Adadelta,23,1,22,1,58,19,0.008591823632745502,74
Adam,19,1,18,2,50,31,0.006116823632745503,50
Adamax,27,2,26,1,34,23,0.001166823632745503,98
Nadam,28,2,27,1,36,24,0.0017855736327455028,104
AdamW,20,1,19,2,52,16,0.0067355736327455035,56
Adagrad,24,1,23,1,60,20,0.009210573632745503,80
RMSprop,16,2,31,2,44,28,0.004260573632745504,32
SGD,30,2,29,2,40,26,0.003023073632745503,116
Adadelta,22,1,21,1,56,18,0.007973073632745502,68
Adam,18,2,17,2,48,30,0.005498073632745504,44
Adamax,26,1,25,1,32,22,0.0005480736327455029,92
Adamax,26,1,25,1,33,23,0.0008574486327455028,95
Adam,18,2,17,2,49,31,0.005807448632745503,47
Adadelta,22,1,21,1,57,19,0.008282448632745503,71
SGD,30,2,29,2,41,27,0.0033324486327455027,119
RMSprop,16,2,31,2,45,29,0.0045699486327455035,35
Adagrad,24,1,23,1,61,21,0.009519948632745502,83
AdamW,20,1,19,1,53,17,0.007044948632745503,59
Nadam,28,2,27,2,37,25,0.002094948632745503,107
Adamax,27,2,26,1,35,24,0.0014761986327455029,101
Adam,19,1,18,2,51,16,0.006426198632745504,53
Adadelta,23,1,22,1,59,20,0.008901198632745503,77
SGD,31,2,30,2,43,28,0.003951198632745503,125
Nadam,29,2,28,2,39,26,0.0027136986327455028,113
AdamW,21,1,20,1,55,18,0.007663698632745504,65
RMSprop,17,2,16,2,47,30,0.005188698632745504,41
Adagrad,25,1,24,1,63,22,0.00023869863274550277,89
Adamax,25,1,24,1,32,22,0.00039338613274550276,91
Adam,17,2,16,2,48,30,0.005343386132745503,43
Adadelta,21,1,20,1,56,18,0.007818386132745504,67
SGD,29,2,28,2,40,26,0.0028683861327455026,115
RMSprop,31,2,30,2,44,28,0.004105886132745503,127
Adagrad,23,1,22,1,60,20,0.009055886132745503,79
AdamW,19,1,18,2,52,16,0.006580886132745503,55
Nadam,27,2,26,1,36,24,0.001630886132745503,103
Nadam,28,2,27,2,38,25,0.0022496361327455027,109
AdamW,20,1,19,1,54,17,0.0071996361327455035,61
Adagrad,24,1,23,1,62,21,0.009674636132745502,85
RMSprop,16,2,31,2,46,29,0.004724636132745504,37
SGD,30,2,29,2,42,27,0.003487136132745503,121
Adadelta,22,1,21,1,58,19,0.008437136132745503,73
Adam,18,1,17,2,50,31,0.005962136132745504,49
Adamax,26,2,25,1,34,23,0.0010121361327455028,97
Adamax,26,1,25,1,33,22,0.0007027611327455028,94
Adam,18,2,17,2,49,30,0.005652761132745504,46
Adadelta,22,1,21,1,57,18,0.008127761132745503,70
SGD,30,2,29,2,41,26,0.003177761132745503,118
RMSprop,16,2,31,2,45,28,0.004415261132745503,34
Adagrad,24,1,23,1,61,20,0.009365261132745504,82
AdamW,20,1,19,1,53,16,0.006890261132745504,58
Nadam,28,2,27,2,37,24,0.001940261132745503,106
Adamax,27,2,26,1,35,23,0.001321511132745503,100
Adam,19,1,18,2,51,31,0.006271511132745503,52
Adadelta,23,1,22,1,59,19,0.008746511132745502,76
SGD,31,2,30,2,43,27,0.0037965111327455028,124
Nadam,29,2,28,2,39,25,0.002559011132745503,112
AdamW,21,1,20,1,55,17,0.007509011132745503,64
RMSprop,17,2,16,2,47,29,0.0050340111327455035,40
Adagrad,25,1,24,1,63,21,0.009984011132745503,88
Adagrad,25,1,24,1,63,21,0.00016135488274550278,89
RMSprop,17,2,16,2,47,29,0.005111354882745504,41
AdamW,21,1,20,1,55,17,0.0075863548827455034,65
Nadam,29,2,28,2,39,25,0.0026363548827455026,113
SGD,31,2,30,2,43,27,0.003873854882745503,125
Adadelta,23,1,22,1,59,19,0.008823854882745502,77
Adam,19,1,18,2,51,31,0.0063488548827455036,53
Adamax,27,2,26,1,35,23,0.001398854882745503,101
Nadam,28,2,27,2,37,24,0.0020176048827455027,107
AdamW,20,1,19,1,53,16,0.006967604882745504,59
Adagrad,24,1,23,1,61,20,0.009442604882745504,83
RMSprop,16,2,31,2,45,28,0.004492604882745503,35
SGD,30,2,29,2,41,26,0.003255104882745503,119
Adadelta,22,1,21,1,57,18,0.008205104882745503,71
Adam,18,2,17,2,49,30,0.005730104882745503,47
Adamax,26,1,25,1,33,22,0.0007801048827455029,95
Adamax,26,2,26,1,34,23,0.001089479882745503,98
Adam,18,1,18,2,50,31,0.006039479882745504,50
Adadelta,22,1,22,1,58,19,0.008514479882745504,74
SGD,30,2,30,2,42,27,0.0035644798827455027,122
RMSprop,16,2,16,2,46,29,0.004801979882745503,38
Adagrad,24,1,24,1,62,21,0.009751979882745503,86
AdamW,20,1,20,1,54,17,0.007276979882745504,62
Nadam,28,2,28,2,38,25,0.002326979882745503,110
Nadam,27,2,27,1,36,24,0.001708229882745503,104
AdamW,19,1,19,2,52,16,0.006658229882745503,56
