Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
Adam,22,3,28,3,35,11,0.01,105,0.042583707720041275
AdamW,25,3,32,3,64,29,0.01,104,0.04573182761669159
Adadelta,28,3,32,3,58,23,0.01,58,0.4032272398471832
Adadelta,32,3,25,3,64,26,0.01,41,0.33466339111328125
Adam,23,3,32,3,63,27,0.01,126,0.0409516803920269
RMSprop,32,3,12,3,64,31,0.01,109,0.06375826150178909
AdamW,28,3,22,3,62,28,0.01,98,0.047015152871608734
Adam,25,3,31,3,47,25,0.01,128,0.04091322794556618
AdamW,29,3,32,3,64,29,0.01,128,0.03864153102040291
RMSprop,32,3,27,3,33,26,0.01,99,0.0609583854675293
AdamW,29,3,26,3,62,23,0.01,62,0.05684341862797737
Adadelta,22,3,32,3,64,26,0.01,99,0.5064982175827026
SGD,20,3,19,3,64,23,0.01,128,0.17747963964939117
Adam,32,3,23,3,38,26,0.01,60,0.05226271227002144
Adam,32,3,23,3,64,26,0.01,48,0.06522530317306519
Adam,32,3,32,2,51,31,0.01,69,0.05023329704999924
Adadelta,25,3,32,2,47,32,0.01,113,0.5572926998138428
RMSprop,26,3,32,3,64,26,0.01,114,0.05044909566640854
AdamW,31,3,27,2,51,25,0.01,128,0.039798375219106674
Adam,25,3,28,3,47,20,0.01,102,0.048059362918138504
