Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
RMSprop,23,3,22,3,64,30,0.01,118,0.06769396364688873
Adam,28,3,23,3,49,31,0.01,73,0.055920954793691635
RMSprop,23,3,32,3,59,28,0.01,74,0.0659257173538208
RMSprop,21,3,29,3,53,28,0.01,57,0.08996991068124771
Adam,19,3,32,3,55,32,0.01,90,0.04425320774316788
Adadelta,28,3,27,3,21,32,0.01,94,0.6883705258369446
RMSprop,22,3,32,3,64,29,0.01,53,0.09143155068159103
RMSprop,32,3,26,3,62,32,0.01,116,0.0728384330868721
Adam,23,3,32,3,64,31,0.01,95,0.04527577385306358
AdamW,25,3,32,3,64,27,0.01,128,0.03630101680755615
AdamW,25,3,27,3,51,15,0.01,42,0.05792974308133125
Adam,32,3,29,3,56,25,0.01,80,0.04676557332277298
Adam,26,3,32,3,64,22,0.01,55,0.05930356681346893
Adadelta,32,3,32,3,64,22,0.01,100,0.43882834911346436
RMSprop,32,2,32,3,64,27,0.01,97,0.05579214170575142
SGD,32,3,24,3,64,28,0.01,66,0.10975747555494308
RMSprop,29,3,24,2,64,26,0.01,55,0.09409327059984207
AdamW,23,3,22,3,55,27,0.01,96,0.044163305312395096
Adam,29,3,32,3,37,23,0.01,43,0.06331028789281845
Adam,24,3,32,3,64,27,0.01,74,0.050172556191682816
