Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
SGD,32,3,24,3,64,32,0.01,56,0.10471165180206299
AdamW,32,3,31,3,64,22,0.01,30,0.07716875523328781
Adam,32,3,21,3,52,32,0.01,80,0.04959651455283165
RMSprop,26,3,22,3,64,21,0.01,63,0.08220545947551727
Adadelta,32,3,31,3,53,32,0.01,128,0.639998197555542
Adam,32,3,32,3,51,22,0.01,75,0.04639542102813721
Adadelta,28,3,28,2,64,28,0.01,126,0.6476880311965942
RMSprop,30,2,12,3,64,31,0.01,62,0.08777263760566711
Adam,24,3,32,3,51,24,0.01,16,0.1024264544248581
AdamW,28,3,32,3,47,32,0.01,57,0.05482366681098938
RMSprop,26,3,29,3,64,19,0.01,58,0.0814826712012291
Adam,32,3,22,3,29,24,0.01,128,0.04889848083257675
Adagrad,24,3,32,3,53,32,0.01,100,0.08962538093328476
Adagrad,32,2,32,3,62,22,0.01,44,0.07466214150190353
Adam,21,3,30,3,64,31,0.01,23,0.0860355868935585
Adam,26,3,31,3,58,32,0.01,99,0.04746391996741295
AdamW,32,3,32,3,61,24,0.01,117,0.04099798947572708
SGD,28,3,32,3,55,27,0.01,102,0.1461952179670334
RMSprop,21,3,31,3,64,29,0.01,61,0.0865732878446579
AdamW,25,3,30,3,45,30,0.01,60,0.0542435497045517
